id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
01011101,01,01,11,01,3420,2069,1993,1351,642,1427,100.0,60.49707602339181,58.27485380116959,39.50292397660819,18.771929824561404,41.72514619883041
01011102,01,01,11,02,186,78,123,108,15,63,100.0,41.935483870967744,66.12903225806451,58.06451612903226,8.064516129032258,33.87096774193548
01011103,01,01,11,03,5083,2922,3309,2161,1148,1774,100.0,57.48573676962424,65.09935077710014,42.51426323037577,22.585087546724374,34.90064922289986
01011104,01,01,11,04,4641,3010,2830,1631,1199,1811,100.0,64.85671191553544,60.97823744882569,35.14328808446455,25.834949364361133,39.02176255117432
01011105,01,01,11,05,1531,1002,782,529,253,749,100.0,65.44741998693664,51.077726975832796,34.552580013063356,16.525146962769433,48.92227302416721
01011201,01,01,12,01,2403,1438,1399,965,434,1004,100.0,59.84186433624637,58.21889305035373,40.15813566375364,18.06075738660008,41.78110694964627
01011202,01,01,12,02,648,326,411,322,89,237,100.0,50.308641975308646,63.42592592592593,49.691358024691354,13.734567901234568,36.574074074074076
01011203,01,01,12,03,1133,604,721,529,192,412,100.0,53.30979699911739,63.63636363636363,46.69020300088261,16.946160635481025,36.36363636363637
01011204,01,01,12,04,8376,4232,5538,4144,1394,2838,100.0,50.52531041069723,66.11747851002865,49.47468958930277,16.642788920725884,33.882521489971346
01011301,01,01,13,01,6899,2952,4816,3947,869,2083,100.0,42.78880997245978,69.8072184374547,57.211190027540226,12.596028409914481,30.192781562545296
01011302,01,01,13,02,12597,5108,9135,7489,1646,3462,100.0,40.54933714376438,72.51726601571804,59.45066285623562,13.066603159482417,27.48273398428197
01011303,01,01,13,03,10054,4846,6517,5208,1309,3537,100.0,48.19972150387905,64.81997215038791,51.800278496120946,13.019693654266959,35.180027849612095
01011304,01,01,13,04,8732,3675,6442,5057,1385,2290,100.0,42.08657810352726,73.77462207970683,57.91342189647274,15.86120018323408,26.225377920293173
01011305,01,01,13,05,8529,3484,6204,5045,1159,2325,100.0,40.84886856606871,72.74006331340134,59.15113143393129,13.588931879470042,27.259936686598664
01011306,01,01,13,06,10721,4754,7502,5967,1535,3219,100.0,44.34287846282996,69.97481578210987,55.65712153717004,14.317694244939839,30.02518421789012
