id,district_id,forecast_area_id,district_region_id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
010111,01,01,11,100.0,631.0,758.0,260.0,1438.0,3319.0,1038.0,826.0,811.0,4234.0,5824.0
010112,01,01,12,100.0,552.0,537.0,147.0,744.0,2724.0,818.0,532.0,546.0,3235.0,4491.0
010113,01,01,13,100.0,1985.0000000000002,2020.0,522.0,3600.0,11192.0,2825.0,1459.0,1216.0,12107.0,16916.0
010114,01,01,14,100.0,1266.0,1236.0,225.99999999999997,1441.0,7041.0,1471.0,497.0,363.0,6743.000000000001,9558.0
010221,01,02,21,100.0,1628.0,2129.0,623.0,3339.0,8569.0,2903.0,2038.0,1914.9999999999998,10815.0,14994.999999999998
010222,01,02,22,100.0,1551.0,2061.0,563.0,3122.0,7343.000000000001,2408.0,1574.0,1614.0,9669.0,12211.0
010331,01,03,31,100.0,2201.0,3118.0,910.0,3535.0,8165.000000000001,3128.0,1898.0,1629.0,11558.0,16005.000000000002
010332,01,03,32,100.0,2305.0,3420.0000000000005,1043.0,3218.0,8140.000000000001,3056.0,1978.0,1919.0000000000002,12133.0,13428.0
010441,01,04,41,100.0,1848.9999999999998,2089.0,635.0,2920.0,8084.999999999999,2784.0,1947.0,1618.0,10321.0,13919.0
010442,01,04,42,100.0,2626.0,3817.0,1213.0,5486.0,13028.0,4717.0,2929.0,2568.0,16711.0,24119.0
020101,02,01,01,100.0,2258.0,3629.9999999999995,1188.0,3431.0,8967.0,4003.0,2430.0,2338.0,13712.0,14569.0
020202,02,02,02,100.0,2172.0,2574.0,816.0,3376.0,11278.0,3718.0,2305.0,2138.0,13746.0,17322.0
020303,02,03,03,100.0,791.0,1212.0,430.99999999999994,1428.0,4531.0,1846.0,1195.0,1398.0,6189.0,7670.999999999999
020304,02,03,04,100.0,800.0,1064.0,382.0,1540.0,5603.0,1780.9999999999998,950.0,1133.0,6276.0,8590.0
020405,02,04,05,100.0,715.0,682.0,158.0,884.0,3118.0,685.0,401.0,397.0,3542.0,4394.0
020407,02,04,07,100.0,841.0,789.0,225.0,1877.0,4394.0,806.0,491.0,413.0,4714.0,6711.0
020506,02,05,06,100.0,858.0,676.0,149.0,1303.0,5551.0,789.0,365.0,242.0,4835.0,6959.999999999999
020508,02,05,08,100.0,1580.0,1147.0,282.0,2769.0,10329.0,1425.0,613.0,356.0,8769.0,13166.0
030101,03,01,01,100.0,411.00000000000006,374.0,98.0,573.0,1208.0,270.0,170.0,235.0,1435.0,2484.0
030202,03,02,02,100.0,554.0,671.0,149.0,719.0,1549.0,514.0,268.0,329.0,2362.0,2832.0
030203,03,02,03,100.0,291.0,379.0,104.0,170.0,690.0,329.0,210.0,256.0,1270.0,994.9999999999999
030304,03,03,04,100.0,426.0,380.0,96.0,294.0,859.0,271.0,204.99999999999997,265.0,1401.0,1489.0
030307,03,03,07,100.0,233.0,294.0,83.0,266.0,593.0,219.0,109.00000000000001,164.0,899.0,1181.0
030405,03,04,05,100.0,387.0,469.00000000000006,123.0,324.0,1001.0,426.99999999999994,239.0,292.0,1620.0,1384.0
030406,03,04,06,100.0,750.0,777.0,164.0,622.0,2199.0,631.0,263.0,438.0,2967.0,3181.0
030408,03,04,08,100.0,724.0,614.0,153.0,691.0,2737.0,571.0,307.0,405.99999999999994,3077.0,3886.0
030509,03,05,09,100.0,918.0,877.0,216.0,949.0,3187.0,719.0,369.0,328.0,3619.0,4975.0
030510,03,05,10,100.0,237.0,237.0,51.0,345.0,811.0,224.00000000000003,135.0,174.0,1043.0,1450.0
030611,03,06,11,100.0,787.0,700.0,108.0,1138.0,4307.0,861.0,323.0,202.99999999999997,4153.0,5789.0
030612,03,06,12,100.0,610.0,563.0,124.0,871.0000000000001,3672.9999999999995,658.0,293.0,234.0,3575.0,4664.0
030613,03,06,13,100.0,708.0,711.0,129.0,704.0,3647.9999999999995,903.9999999999999,284.0,151.0,3624.0,4769.0
030614,03,06,14,100.0,755.0,907.0,195.0,968.0,2915.0,668.0,337.0,403.0,3547.9999999999995,4882.0
030715,03,07,15,100.0,972.0000000000001,927.9999999999999,257.0,1044.0,4640.0,1224.0,361.0,280.0,4873.0,6588.0
030716,03,07,16,100.0,1056.0,1093.0,231.99999999999997,986.9999999999999,4955.0,1087.0,457.0,320.0,5108.0,6617.0
040101,04,01,01,100.0,919.0,1125.0,309.0,1107.0,3084.0,1415.0,997.0000000000001,925.0,4884.0,5451.0
040202,04,02,02,100.0,234.0,422.0,123.0,763.0,1235.0,499.0,395.0,368.0,1984.0,2549.0
040203,04,02,03,100.0,717.0,1006.0,289.0,1404.0,3318.0,1357.0,917.0,1163.0,4920.0,6277.0
040304,04,03,04,100.0,807.0,1037.0,332.0,1236.0,3665.9999999999995,1537.0,1146.0,1347.0,5613.0,6616.0
040305,04,03,05,100.0,496.0,592.0,175.0,802.0,2462.0,999.0,727.0,800.0,3409.0000000000005,4204.0
040306,04,03,06,100.0,961.0,1150.0,330.0,1470.0,4815.0,1982.9999999999998,1463.0,1752.0,6931.0,8225.0
040307,04,03,07,100.0,703.0,851.0,290.0,1156.0,3465.0,1400.0,1091.0,1353.0,5228.0,6497.0
040308,04,03,08,100.0,669.0,836.9999999999999,250.99999999999997,1323.0,3782.0,1682.9999999999998,1254.0,1384.0,5501.0,7287.0
