id,district_id,forecast_area_id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
0101,01,01,100.0,4434.0,4551.0,1155.0,7223.0,24276.0,6152.0,3314.0,2936.0,26319.0,36789.0
0102,01,02,100.0,3179.0,4190.0,1186.0,6461.0,15912.0,5311.0,3611.9999999999995,3529.0,20484.0,27206.0
0103,01,03,100.0,4506.0,6538.0,1953.0,6753.0,16305.000000000002,6184.0,3876.0,3547.9999999999995,23691.0,29433.0
0104,01,04,100.0,4475.0,5906.0,1848.0,8406.0,21113.0,7501.000000000001,4876.0,4186.0,27032.0,38038.0
0201,02,01,100.0,2258.0,3629.9999999999995,1188.0,3431.0,8967.0,4003.0,2430.0,2338.0,13712.0,14569.0
0202,02,02,100.0,2172.0,2574.0,816.0,3376.0,11278.0,3718.0,2305.0,2138.0,13746.0,17322.0
0203,02,03,100.0,1591.0,2276.0,813.0000000000001,2968.0,10134.0,3627.0000000000005,2145.0,2531.0,12465.0,16261.000000000002
0204,02,04,100.0,1556.0,1471.0,383.0,2761.0,7512.0,1491.0,892.0,810.0,8256.0,11105.0
0205,02,05,100.0,2438.0,1823.0,430.99999999999994,4072.0,15880.000000000002,2214.0,977.9999999999999,598.0,13604.0,20126.0
0301,03,01,100.0,411.00000000000006,374.0,98.0,573.0,1208.0,270.0,170.0,235.0,1435.0,2484.0
0302,03,02,100.0,844.9999999999999,1050.0,252.99999999999997,889.0,2239.0,843.0,478.0,585.0,3632.0,3827.0000000000005
0303,03,03,100.0,659.0,674.0,179.0,560.0,1452.0,490.00000000000006,314.0,429.0,2300.0,2670.0
0304,03,04,100.0,1861.0,1860.0000000000002,440.00000000000006,1637.0,5937.0,1629.0,809.0,1136.0,7664.0,8451.0
0305,03,05,100.0,1155.0,1114.0,267.0,1294.0,3997.9999999999995,943.0,504.0,501.99999999999994,4662.0,6425.0
0306,03,06,100.0,2860.0,2881.0,556.0,3681.0,14543.0,3091.0,1237.0,991.0,14900.0,20104.0
0307,03,07,100.0,2028.0,2021.0,488.99999999999994,2030.9999999999998,9595.0,2311.0,818.0,600.0,9981.0,13205.000000000002
0401,04,01,100.0,919.0,1125.0,309.0,1107.0,3084.0,1415.0,997.0000000000001,925.0,4884.0,5451.0
0402,04,02,100.0,951.0,1428.0,412.0,2167.0,4553.0,1855.9999999999998,1312.0,1531.0,6904.000000000001,8826.0
0403,04,03,100.0,4574.0,5666.0,1714.9999999999998,7319.0,22816.0,9680.0,7486.0,8672.0,33751.0,41786.0
0404,04,04,100.0,1358.0,2047.0,521.0,1623.0,5129.0,2718.0,2017.0000000000002,2389.0,9166.0,9657.0
0405,04,05,100.0,2403.0,3239.0,956.0,3586.9999999999995,11324.0,4941.0,3851.0,4502.0,17352.0,20841.0
0406,04,06,100.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,3.0,0.0,12.0
0501,05,01,100.0,4221.0,5500.0,1611.0,4726.0,12767.0,5490.0,3813.0000000000005,3611.9999999999995,20486.0,23263.0
0502,05,02,100.0,3272.0,4499.0,1362.0,3656.0,9385.0,4233.0,2982.0,2694.0,15657.0,17662.0
0503,05,03,100.0,1149.0,1671.0,463.99999999999994,1342.0,4000.0,1814.9999999999998,1371.0,1325.0,6479.000000000001,6541.0
0504,05,04,100.0,335.0,647.0,204.99999999999997,279.0,793.0,524.0,417.0,428.0,1850.0,1478.0
0601,06,01,100.0,2074.0,2560.0,707.0,2410.0,7703.0,3388.0000000000005,2528.0,2707.0,12282.0,12528.0
0602,06,02,100.0,1998.0,2709.0,770.0,2532.0,6631.0,2934.0,2351.0,2478.0,11332.0,11603.0
