id,district_id,forecast_area_id,district_region_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
010111,01,01,11,100.0,2555.0,311.0,143.0,279.0,101.0,213.0,131.0,463.0,168.0,175.0,87.0,401.0,90.0,137.0,1265.0,554.0,274.0,83.0,2974.0,849.0,200.0,1490.0,266.0,259.0,64.0,202.99999999999997,388.0
010112,01,01,12,100.0,2081.0,173.0,87.0,184.0,101.0,147.0,119.0,245.00000000000003,354.0,118.0,40.0,191.0,18.0,79.0,1509.0,789.0,278.0,64.0,1286.0,258.0,60.0,728.0,63.0,183.0,227.0,239.0,163.0
010113,01,01,13,100.0,8572.0,961.9999999999999,256.0,1029.0,488.99999999999994,781.0,814.0,1156.0,487.0,338.0,155.0,825.0,96.0,204.99999999999997,2916.0,1338.0,508.0,167.0,4687.0,1474.0,250.99999999999997,1959.0,93.0,632.0,1460.0,1337.0,716.0
010114,01,01,14,100.0,6384.0,877.9999999999999,256.0,841.0,454.0,493.0,673.0,645.0,204.0,219.0,101.0,350.0,53.0,100.0,1203.0,537.0,244.0,28.000000000000004,1837.0,349.0,147.0,889.0,52.0,239.0,139.0,1002.9999999999999,224.00000000000003
010221,01,02,21,100.0,7778.0,628.0,411.00000000000006,782.0,261.0,364.0,395.0,1889.9999999999998,892.0,536.0,407.0,1712.0,292.0,614.0,1457.0,550.0,331.0,86.0,8244.0,3150.0,306.0,3561.0,1089.0,775.0,200.0,413.99999999999994,1172.0
010222,01,02,22,100.0,6130.0,546.0,328.0,632.0,227.0,381.0,315.0,1423.0,488.0,388.0,261.0,1127.0,222.00000000000003,363.0,1826.0000000000002,742.0,438.99999999999994,99.0,7223.999999999999,3378.0,242.0,2669.0,655.0,684.0,165.0,404.0,1347.0
010331,01,03,31,100.0,7137.0,322.0,664.0,512.0,191.0,250.99999999999997,257.0,1549.0,1603.0,717.0,281.0,2014.0,503.0,760.0,1134.0,463.0,173.0,103.0,11324.0,6429.000000000001,111.00000000000001,3397.9999999999995,856.0,780.0,131.0,223.0,1612.0
010332,01,03,32,100.0,5149.0,333.0,220.00000000000003,501.99999999999994,172.0,280.0,231.99999999999997,1435.0,505.0,363.0,290.0,1456.0,335.0,392.0,1675.0,723.0,329.0,223.0,13113.999999999998,7729.000000000001,125.0,3946.0,1410.0,758.0,107.0,298.0,2127.0
010441,01,04,41,100.0,7152.0,507.0,389.0,700.0,176.0,266.0,235.0,2026.0000000000002,1187.0,397.0,366.0,1695.0,346.0,443.0,1227.0,520.0,202.99999999999997,83.0,8576.0,4490.0,185.0,2714.0,529.0,683.0,184.0,278.0,1390.0
010442,01,04,42,100.0,10929.0,699.0,741.0,872.0000000000001,312.0,461.00000000000006,445.0,2465.0,2144.0,963.0000000000001,333.0,2313.0,663.0,764.0,1607.9999999999998,644.0,290.0,138.0,15949.0,8554.0,219.0,5201.0,1481.0,994.9999999999999,259.0,473.00000000000006,2138.0
020101,02,01,01,100.0,4319.0,331.0,322.0,533.0,186.0,242.0,263.0,855.0000000000001,572.0,163.0,181.0,874.0,277.0,259.0,1556.0,595.0,282.0,112.99999999999999,16166.0,10741.0,272.0,4272.0,1320.0,778.0,163.0,310.0,3310.0
020202,02,02,02,100.0,10478.0,1286.0,538.0,1499.0,580.0,814.0,1087.0,1374.0,525.0,390.0,476.99999999999994,1387.0,270.0,364.0,1047.0,450.0,171.0,65.0,8859.0,5119.0,297.0,2768.0,927.9999999999999,577.0,90.0,1394.0,1648.9999999999998
020303,02,03,03,100.0,2800.0,371.0,132.0,389.0,173.0,229.0,314.0,250.0,197.0,80.0,79.0,357.0,118.0,94.0,199.0,59.0,43.0,16.0,6845.999999999999,5695.0,86.0,827.9999999999999,154.0,172.0,18.0,329.0,1252.0
020304,02,03,04,100.0,4483.0,488.99999999999994,231.99999999999997,716.0,273.0,412.0,497.0,467.0,234.0,131.0,96.0,408.0,84.0,112.99999999999999,344.0,132.0,54.0,34.0,4882.0,3778.0,103.0,721.0,189.0,141.0,15.0,598.0,874.0
020405,02,04,05,100.0,2615.0,238.0,99.0,324.0,152.0,197.0,187.0,463.99999999999994,187.0,100.0,59.0,296.0,61.0,100.0,815.0,340.0,132.0,85.0,1144.0,220.00000000000003,33.0,520.0,40.0,180.0,853.9999999999999,175.0,227.0
020407,02,04,07,100.0,3418.0,290.0,101.0,373.0,119.0,312.0,252.0,555.0,249.00000000000003,353.0,61.0,518.0,96.0,130.0,1116.0,488.0,198.0,104.0,2120.0,569.0,95.0,856.0,49.0,265.0,707.0,297.0,257.0
020506,02,05,06,100.0,4606.0,619.0,146.0,717.0,270.0,428.0,408.0,572.0,183.0,162.0,86.0,386.0,120.0,96.0,919.9999999999999,364.0,186.0,112.99999999999999,1349.0,277.0,38.0,637.0,56.00000000000001,225.0,445.0,467.0,152.0
020508,02,05,08,100.0,8722.0,1150.0,297.0,1365.0,420.0,784.0,857.0,1049.0,252.99999999999997,400.0,123.0,692.0,131.0,239.0,1389.0,556.0,244.0,150.0,2604.0,594.0,108.0,1239.0,48.0,514.0,600.0,951.0,428.0
030101,03,01,01,100.0,852.0,9.0,25.0,41.0,28.000000000000004,27.0,39.0,361.0,79.0,48.0,21.0,166.0,47.0,47.0,550.0,248.0,80.0,56.99999999999999,1386.0,91.0,60.0,626.0,27.0,234.0,183.0,28.000000000000004,23.0
030202,03,02,02,100.0,1723.9999999999998,120.0,93.0,123.0,104.0,57.99999999999999,87.0,513.0,115.99999999999999,152.0,37.0,186.0,46.0,46.0,653.0,262.0,104.0,55.00000000000001,1282.0,267.0,79.0,509.99999999999994,39.0,166.0,64.0,212.0,108.0
030203,03,02,03,100.0,861.0,37.0,34.0,54.0,28.999999999999996,30.0,19.0,367.0,81.0,21.0,15.0,117.0,24.0,19.0,655.0,272.0,68.0,159.0,662.0,153.0,25.0,235.0,18.0,127.0,36.0,22.0,85.0
030304,03,03,04,100.0,874.0,27.0,36.0,32.0,34.0,30.0,24.0,401.0,61.0,41.0,13.0,97.0,11.0,38.0,645.0,285.0,69.0,157.0,939.0,63.0,31.0,424.0,9.0,233.0,46.0,31.0,27.0
030307,03,03,07,100.0,566.0,50.0,19.0,21.0,40.0,15.0,24.0,196.0,51.0,18.0,6.0,79.0,19.0,19.0,267.0,91.0,36.0,36.0,748.0,81.0,22.0,366.0,14.000000000000002,111.00000000000001,50.0,25.0,56.00000000000001
030405,03,04,05,100.0,1265.0,104.0,25.0,63.0,46.0,48.0,73.0,467.0,69.0,34.0,51.0,156.0,25.0,44.0,480.99999999999994,159.0,71.0,128.0,938.0000000000001,419.00000000000006,25.0,237.0,37.0,79.0,32.0,64.0,181.0
030406,03,04,06,100.0,2541.0,168.0,55.00000000000001,259.0,149.0,117.0,215.0,638.0,149.0,129.0,70.0,252.0,42.0,84.0,834.0,340.0,146.0,91.0,1090.0,198.0,84.0,423.00000000000006,52.0,160.0,113.99999999999999,192.0,131.0
030408,03,04,08,100.0,2626.0,187.0,74.0,296.0,137.0,180.0,163.0,663.0,130.0,142.0,61.0,286.0,60.0,50.0,874.0,360.0,172.0,55.00000000000001,1198.0,145.0,61.0,575.0,47.0,159.0,94.0,169.0,92.0
030509,03,05,09,100.0,3261.0,227.99999999999997,112.00000000000001,373.0,144.0,166.0,212.0,716.0,271.0,259.0,114.99999999999999,422.0,98.0,109.00000000000001,1011.0,405.0,160.0,113.99999999999999,1559.0,202.99999999999997,95.0,751.0,22.0,353.0,243.00000000000003,160.0,112.00000000000001
030510,03,05,10,100.0,720.0,21.0,40.0,57.99999999999999,30.0,22.0,23.0,252.99999999999997,53.0,54.0,18.0,139.0,28.000000000000004,30.0,425.0,236.0,57.99999999999999,49.0,584.0,55.00000000000001,16.0,338.0,3.0,183.0,111.00000000000001,25.0,39.0
030611,03,06,11,100.0,4164.0,559.0,113.99999999999999,605.0,288.0,341.0,413.0,484.99999999999994,129.0,188.0,88.0,258.0,27.0,47.0,766.0,336.0,102.0,60.0,1056.0,206.0,98.0,509.0,60.0,178.0,94.0,521.0,136.0
030612,03,06,12,100.0,3211.0,284.0,138.0,509.0,189.0,305.0,330.0,453.0,165.0,140.0,56.99999999999999,204.0,33.0,68.0,739.0,314.0,122.0,66.0,921.0000000000001,190.0,69.0,371.0,28.000000000000004,102.0,284.0,283.0,77.0
030613,03,06,13,100.0,3560.0,476.0,121.0,555.0,256.0,341.0,400.0,391.0,95.0,95.0,45.0,172.0,40.0,46.0,559.0,274.0,95.0,38.0,777.0,152.0,62.0,350.0,17.0,126.0,65.0,501.0,100.0
030614,03,06,14,100.0,2351.0,140.0,61.0,307.0,96.0,190.0,174.0,488.0,173.0,125.0,57.99999999999999,286.0,71.0,85.0,838.0000000000001,311.0,194.0,47.0,1810.0000000000002,217.0,61.0,905.0000000000001,27.0,446.0,504.0,216.0,147.0
030715,03,07,15,100.0,4456.0,513.0,179.0,679.0,291.0,393.0,542.0,377.0,124.0,139.0,80.0,239.0,42.0,49.0,934.0,409.0,190.0,70.0,1002.9999999999999,198.0,92.0,413.0,34.0,89.0,152.0,898.0,131.0
030716,03,07,16,100.0,4709.0,596.0,165.0,562.0,338.0,370.0,561.0,613.0,186.0,141.0,53.0,275.0,52.0,75.0,983.0,461.00000000000006,177.0,76.0,1225.0,321.0,74.0,534.0,44.0,204.99999999999997,306.0,674.0,176.0
040101,04,01,01,100.0,3010.0,55.00000000000001,71.0,126.0,39.0,61.0,44.0,1744.0000000000002,267.0,202.0,114.99999999999999,731.0,94.0,256.0,1195.0,434.99999999999994,227.99999999999997,181.0,3840.9999999999995,1561.0,299.0,1377.0,266.0,375.0,121.0,47.0,650.0
040202,04,02,02,100.0,1635.0000000000002,99.0,57.99999999999999,142.0,86.0,102.0,199.0,382.0,105.0,70.0,34.0,150.0,45.0,46.0,445.0,143.0,123.0,30.0,727.0,197.0,158.0,214.0,9.0,51.0,25.0,150.0,174.0
040203,04,02,03,100.0,3465.9999999999995,277.0,194.0,298.0,204.0,141.0,221.0,852.0,238.0,236.0,131.0,588.0,112.99999999999999,187.0,988.0000000000001,377.0,216.0,59.0,3055.0,743.0,396.0,1221.0,78.0,333.0,112.99999999999999,282.0,438.0
040304,04,03,04,100.0,3368.0,357.0,144.0,366.0,152.0,196.0,182.0,822.0000000000001,198.0,177.0,150.0,754.0,141.0,270.0,1095.0,420.0,272.0,81.0,3586.9999999999995,1772.0,342.0,1041.0,120.0,309.0,90.0,245.00000000000003,745.0
040305,04,03,05,100.0,2276.0,153.0,138.0,298.0,98.0,82.0,112.99999999999999,702.0,107.0,147.0,81.0,378.0,81.0,113.99999999999999,634.0,217.0,143.0,49.0,2274.0,941.0,208.0,762.0,183.0,165.0,107.0,137.0,500.0
040306,04,03,06,100.0,4371.0,366.0,288.0,466.0,188.0,174.0,264.0,1114.0,261.0,239.0,272.0,933.0,146.0,325.0,2009.0,697.0,648.0,114.99999999999999,3865.0,1437.0,552.0,1370.0,311.0,258.0,202.99999999999997,337.0,860.0
040307,04,03,07,100.0,3935.0,408.0,236.0,451.0,194.0,219.0,312.0,777.0,169.0,273.0,117.0,634.0,100.0,296.0,1318.0,419.00000000000006,338.0,70.0,2220.0,612.0,252.99999999999997,940.0,137.0,244.0,92.0,443.0,379.0
040308,04,03,08,100.0,3947.0,344.0,254.0,526.0,175.0,285.0,258.0,670.0,243.00000000000003,257.0,199.0,867.0,100.0,392.0,1057.0,365.0,216.0,52.0,2646.0,902.9999999999999,229.99999999999997,1034.0,214.0,154.0,181.0,390.0,413.0
040309,04,03,09,100.0,2763.0,304.0,134.0,261.0,185.0,187.0,276.0,507.0,104.0,179.0,76.0,429.0,74.0,175.0,967.0,336.0,204.99999999999997,27.0,1557.0,467.0,221.0,606.0,92.0,106.0,120.0,395.0,306.0
040310,04,03,10,100.0,2444.0,220.00000000000003,149.0,245.00000000000003,102.0,104.0,153.0,606.0,100.0,150.0,122.0,458.0,85.0,158.0,1078.0,405.0,242.0,46.0,1339.0,385.0,213.0,536.0,51.0,73.0,92.0,289.0,296.0
040411,04,04,11,100.0,2549.0,190.0,130.0,206.99999999999997,133.0,97.0,131.0,704.0,136.0,199.0,123.0,421.0,89.0,113.99999999999999,1714.9999999999998,740.0,426.0,49.0,1424.0,442.0,283.0,458.0,69.0,97.0,28.999999999999996,291.0,372.0
040412,04,04,12,100.0,1574.0,149.0,67.0,147.0,97.0,60.0,73.0,413.0,59.0,133.0,66.0,244.0,28.000000000000004,73.0,742.0,261.0,184.0,32.0,1183.0,296.0,197.0,445.0,36.0,100.0,43.0,137.0,274.0
040413,04,04,13,100.0,2038.0,158.0,138.0,176.0,111.00000000000001,81.0,90.0,617.0,64.0,87.0,143.0,381.0,56.99999999999999,122.0,709.0,281.0,161.0,22.0,1060.0,335.0,181.0,356.0,21.0,82.0,28.000000000000004,296.0,288.0
040514,04,05,14,100.0,5027.0,381.0,340.0,515.0,279.0,231.99999999999997,332.0,1099.0,282.0,295.0,270.0,875.0,145.0,235.0,2335.0,921.0000000000001,520.0,91.0,3132.0,933.0,426.99999999999994,1295.0,159.0,269.0,131.0,560.0,683.0
040515,04,05,15,100.0,2255.0,184.0,112.99999999999999,266.0,84.0,106.0,123.0,504.0,90.0,119.0,250.0,651.0,95.0,209.0,760.0,300.0,151.0,21.0,1657.0,556.0,112.99999999999999,715.0,109.00000000000001,259.0,47.0,219.0,367.0
