id,district_id,forecast_area_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
0101,01,01,116793,54041,80004,62752,17252,36789,100.0,46.270752527976846,68.5006806914798,53.729247472023154,14.771433219456645,31.499319308520203
0102,01,02,85298,43380,58092,41918,16174,27206,100.0,50.85699547468874,68.10476212806866,49.14300452531126,18.96175760275739,31.895237871931347
0103,01,03,78312,49663,48879,28649,20230,29433,100.0,63.41684543875778,62.41572172847073,36.58315456124221,25.83256716722852,37.58427827152927
0104,01,04,103769,58311,65731,45458,20273,38038,100.0,56.19308271256348,63.34358045273637,43.80691728743652,19.536663165299846,36.65641954726364
0201,02,01,40724,28245,26155,12479,13676,14569,100.0,69.35713584127295,64.22502701109912,30.64286415872704,33.582162852372065,35.77497298890089
0202,02,02,65635,28377,48313,37258,11055,17322,100.0,43.23455473451664,73.60859297630837,56.76544526548335,16.84314771082502,26.391407023691627
0203,02,03,48503,26085,32242,22418,9824,16261,100.0,53.780178545656966,66.47423870688411,46.21982145434303,20.254417252541078,33.52576129311589
0204,02,04,49606,16876,38501,32730,5771,11105,100.0,34.02007821634479,77.61359512962142,65.9799217836552,11.633673345966214,22.386404870378584
0205,02,05,85294,28434,65168,56860,8308,20126,100.0,33.336459774427276,76.40396745374821,66.66354022557273,9.740427228175488,23.596032546251788
0301,03,01,16956,3339,14472,13617,855,2484,100.0,19.692144373673038,85.35031847133759,80.30785562632697,5.042462845010616,14.64968152866242
0302,03,02,47175,7182,43348,39993,3355,3827,100.0,15.224165341812402,91.88765235824059,84.7758346581876,7.1118177000529945,8.112347641759406
0303,03,03,35224,4757,32554,30467,2087,2670,100.0,13.504996593231889,92.41994094935272,86.4950034067681,5.924937542584601,7.580059050647287
0304,03,04,90080,15309,81629,74771,6858,8451,100.0,16.994893428063943,90.61833925399645,83.00510657193605,7.61323268206039,9.381660746003552
0305,03,05,53737,9777,47312,43960,3352,6425,100.0,18.194167891769172,88.04361985224334,81.80583210823083,6.237787744012505,11.956380147756667
0306,03,06,103821,29840,83717,73981,9736,20104,100.0,28.741776711840572,80.63590217778676,71.25822328815943,9.377678889627338,19.364097822213232
0307,03,07,60772,19893,47567,40879,6688,13205,100.0,32.733824787731194,78.27124333574672,67.2661752122688,11.005068123477917,21.728756664253275
0401,04,01,19490,9881,14039,9609,4430,5451,100.0,50.69779374037968,72.03181118522319,49.30220625962032,22.72960492560287,27.968188814776806
0402,04,02,41752,14210,32926,27542,5384,8826,100.0,34.03429775819122,78.8608928913585,65.96570224180877,12.895190649549724,21.139107108641504
0403,04,03,145951,67928,104165,78023,26142,41786,100.0,46.54164753924262,71.36984330357448,53.458352460757375,17.91149084281711,28.630156696425512
0404,04,04,53092,17802,43435,35290,8145,9657,100.0,33.53047540119039,81.81081895577488,66.46952459880961,15.341294356965268,18.18918104422512
0405,04,05,81980,34803,61139,47177,13962,20841,100.0,42.45303732617712,74.57794584044889,57.54696267382289,17.030983166626008,25.42205415955111
0406,04,06,67,15,55,52,3,12,100.0,22.388059701492537,82.08955223880598,77.61194029850746,4.477611940298507,17.91044776119403
