id,district_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
01,01,100.0,63866.99999999999,5359.0,3495.0000000000005,6333.0,2484.0,3636.9999999999995,3615.9999999999995,13297.0,8031.999999999999,4214.0,2321.0,12084.0,2618.0,3857.0,15819.999999999998,6859.999999999999,3069.0,1074.0,75215.0,36660.0,1846.0,26555.0,6494.0,5988.0,2936.0,4872.0,11277.0
02,02,100.0,41441.0,4774.0,1867.0000000000002,5916.0,2173.0,3418.0,3865.0,5586.0,2400.0,1779.0,1162.0,4918.0,1157.0,1395.0,7386.0,2984.0,1310.0,680.0,43970.0,26993.0,1032.0,11841.0,2784.0,2852.0,2892.0,4521.0,8148.999999999999
03,03,100.0,37741.0,3519.0,1291.0,4537.0,2199.0,2633.0,3299.0,7381.999999999999,1932.0,1726.0000000000002,788.0,3334.0000000000005,665.0,856.0,11214.0,4763.0,1844.0000000000002,1258.0,17178.0,2959.0,953.9999999999999,7567.0,478.0,2951.0,2378.0,4021.0,1621.0
04,04,100.0,49872.0,4143.0,2815.0,5104.0,2378.0,2403.0,3094.0,12613.0,2665.0,3043.0,2413.0,9266.0,1516.0,3188.0,18638.0,6906.999999999999,4445.0,1006.0,36696.0,12575.0,4310.0,13705.000000000002,1994.0000000000002,3252.0000000000005,1626.0000000000002,4654.0,7428.0
05,05,100.0,28056.0,561.0,799.0,1543.0,606.0,507.0,1084.0,12455.0,3268.0,2658.0,1736.0,7805.0,1617.0000000000002,2708.0,12170.0,5334.0,1460.0,2781.0,35106.0,13435.0,1841.0,12031.0,1860.0000000000002,4232.0,894.0,581.0,5828.0
06,06,100.0,29807.0,1670.0,1907.9999999999998,2492.0,1689.9999999999998,1101.0,1814.9999999999998,9587.0,1303.0,1570.0,1823.9999999999998,6225.0,1309.0,1778.0,8573.0,3419.0,1768.0,719.0,22008.0,7256.0,2554.0,7738.0,1050.0,2450.0,688.0,4694.0,4500.0
07,07,100.0,42296.0,2697.0,2466.0,4130.0,1586.0,1650.0,2099.0,13550.0,2816.0,2361.0,2936.0,10350.0,1796.0,3434.0000000000005,11940.0,4765.0,2381.0,1439.0,45691.0,22477.0,1697.0,15684.0,3459.0000000000005,4689.0,899.0,2899.0,10075.0
08,08,100.0,42670.0,2846.0,2030.0,4255.0,1561.0,1844.0000000000002,2660.0,12830.000000000002,3815.9999999999995,3247.0,1948.9999999999998,13203.0,2116.0,5025.0,5741.0,2108.0,969.9999999999999,897.0000000000001,66048.0,36689.0,947.0000000000001,23084.0,8451.0,4095.0000000000005,996.0000000000001,2634.0,13971.0
09,09,100.0,16143.0,656.0,549.0,1159.0,609.0,561.0,722.0,5294.0,1514.0,1519.0,434.0,2809.0,660.0,935.0,6252.0,2455.0,939.0,1026.0,12190.0,2628.0,455.0,5565.0,451.0,2249.0,1274.0,755.0,1344.0
10,10,100.0,13649.0,199.0,379.0,415.00000000000006,202.0,238.0,208.0,5226.0,1368.0,2302.0,227.0,2366.0,363.0,916.0,19641.0,8529.0,1689.9999999999998,5524.0,16720.0,1190.0,370.0,5386.0,169.0,2556.0,4821.0,172.0,844.9999999999999
11,11,100.0,19393.0,649.0,564.0,1193.0,472.0,673.0,572.0,6188.0,2423.0,2166.0,595.0,5904.0,1257.0,2076.0,17254.0,7255.0,1807.0,3994.0,22884.0,2011.0,651.0,10198.0,322.0,4785.0,8754.0,611.0,1617.0000000000002
12,12,100.0,27306.0,1426.0,1301.0,2055.0,723.0,645.0,707.0,10707.0,3261.0,1987.0,1515.0,7822.0,1664.9999999999998,2593.0,7462.0,3272.0,1045.0,1213.0,35677.0,16904.0,1150.0,11351.0,2049.0,3204.9999999999995,1001.0,731.0,6483.0
