id,district_id,forecast_area_id,district_region_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
010111,01,01,11,14861,9081,9037,5780,3257,5824,100.0,61.10625126169168,60.81017428167688,38.893748738308325,21.916425543368547,39.18982571832313
010112,01,01,12,12560,6600,8069,5960,2109,4491,100.0,52.547770700636946,64.24363057324841,47.452229299363054,16.791401273885352,35.7563694267516
010113,01,01,13,57532,24819,40616,32713,7903,16916,100.0,43.13947020788431,70.59723284433012,56.860529792115685,13.73670305221442,29.40276715566989
010114,01,01,14,31840,13541,22282,18299,3983,9558,100.0,42.528266331658294,69.98115577889448,57.471733668341706,12.509422110552764,30.018844221105528
010221,01,02,21,46300,23144,31305,23156,8149,14995,100.0,49.98704103671706,67.6133909287257,50.01295896328294,17.600431965442766,32.3866090712743
010222,01,02,22,38998,20236,26787,18762,8025,12211,100.0,51.88984050464126,68.68813785322324,48.11015949535874,20.577978357864506,31.311862146776757
010331,01,03,31,39013,24584,23008,14429,8579,16005,100.0,63.01489247174019,58.97521339040832,36.98510752825981,21.990105862148514,41.02478660959167
010332,01,03,32,39299,25079,25871,14220,11651,13428,100.0,63.81587317743455,65.8311916333749,36.18412682256546,29.647064810809436,34.1688083666251
010441,01,04,41,46260,21927,32341,24333,8008,13919,100.0,47.39948119325551,69.91137051448335,52.60051880674449,17.310851707738866,30.088629485516645
010442,01,04,42,57509,36384,33390,21125,12265,24119,100.0,63.266619137874066,58.060477490479755,36.733380862125934,21.32709662835382,41.93952250952025
020101,02,01,01,40724,28245,26155,12479,13676,14569,100.0,69.35713584127295,64.22502701109912,30.64286415872704,33.582162852372065,35.77497298890089
020202,02,02,02,65635,28377,48313,37258,11055,17322,100.0,43.23455473451664,73.60859297630837,56.76544526548335,16.84314771082502,26.391407023691627
020303,02,03,03,22101,12832,14430,9269,5161,7671,100.0,58.06072123433329,65.29116329577847,41.93927876566671,23.35188453011176,34.70883670422153
020304,02,03,04,26402,13253,17812,13149,4663,8590,100.0,50.196954776153326,67.46458601621089,49.803045223846674,17.661540792364214,32.535413983789105
020405,02,04,05,24109,7040,19715,17069,2646,4394,100.0,29.20071342652122,81.77444108009458,70.79928657347878,10.975154506615786,18.22555891990543
020407,02,04,07,25497,9836,18786,15661,3125,6711,100.0,38.57708750049025,73.67925638310389,61.42291249950974,12.256343883594148,26.320743616896102
020506,02,05,06,30984,9933,24024,21051,2973,6960,100.0,32.058481797056544,77.53679318357862,67.94151820294346,9.595274980635168,22.46320681642138
020508,02,05,08,54310,18501,41144,35809,5335,13166,100.0,34.06554962253728,75.75768735039587,65.93445037746271,9.823236972933161,24.242312649604123
030101,03,01,01,16956,3339,14472,13617,855,2484,100.0,19.692144373673038,85.35031847133759,80.30785562632697,5.042462845010616,14.64968152866242
030202,03,02,02,28933,4753,26101,24180,1921,2832,100.0,16.427608613002455,90.2118688003318,83.57239138699755,6.639477413334255,9.788131199668198
030203,03,02,03,18242,2429,17247,15813,1434,995,100.0,13.315425940138143,94.54555421554655,86.68457405986186,7.860980155684684,5.454445784453459
030304,03,03,04,19615,2796,18126,16819,1307,1489,100.0,14.254397145042061,92.4088707621718,85.74560285495794,6.663267907213867,7.591129237828192
030307,03,03,07,15609,1961,14428,13648,780,1181,100.0,12.563264783137933,92.43385226471908,87.43673521686208,4.997117047857006,7.566147735280928
030405,03,04,05,18224,3262,16840,14962,1878,1384,100.0,17.89947322212467,92.40561896400351,82.10052677787533,10.305092186128183,7.594381035996488
030406,03,04,06,36813,5844,33632,30969,2663,3181,100.0,15.874826827479424,91.35903077717111,84.12517317252058,7.233857604650532,8.640969222828893
030408,03,04,08,35043,6203,31157,28840,2317,3886,100.0,17.70111006477756,88.91076677225124,82.29888993522245,6.6118768370287935,11.089233227748766
030509,03,05,09,38397,7563,33422,30834,2588,4975,100.0,19.696851316509104,87.04325858791051,80.3031486834909,6.740109904419617,12.956741412089487
030510,03,05,10,15340,2214,13890,13126,764,1450,100.0,14.432855280312907,90.54758800521513,85.5671447196871,4.980443285528032,9.452411994784876
030611,03,06,11,26502,8427,20713,18075,2638,5789,100.0,31.79760018111841,78.15636555731643,68.2023998188816,9.953965738434835,21.84363444268357
030612,03,06,12,27374,7026,22710,20348,2362,4664,100.0,25.666691020676552,82.96193468254548,74.33330897932345,8.628625703222035,17.038065317454517
030613,03,06,13,22788,7239,18019,15549,2470,4769,100.0,31.766719325961034,79.0723187642619,68.23328067403897,10.839038090222925,20.927681235738106
030614,03,06,14,27157,7148,22275,20009,2266,4882,100.0,26.321022204219908,82.02305114703391,73.6789777957801,8.34407335125382,17.976948852966085
030715,03,07,15,27065,9706,20477,17359,3118,6588,100.0,35.86181415111768,75.65859966746721,64.13818584888233,11.520413818584888,24.341400332532793
030716,03,07,16,33707,10187,27090,23520,3570,6617,100.0,30.22220903669861,80.36906280594536,69.77779096330138,10.59127184264396,19.63093719405465
040101,04,01,01,19490,9881,14039,9609,4430,5451,100.0,50.69779374037968,72.03181118522319,49.30220625962032,22.72960492560287,27.968188814776806
040202,04,02,02,13084,4039,10535,9045,1490,2549,100.0,30.869764597982268,80.51819015591562,69.13023540201773,11.38795475389789,19.481809844084378
040203,04,02,03,28668,10171,22391,18497,3894,6277,100.0,35.478582391516674,78.10450676712712,64.52141760848332,13.583089158643785,21.89549323287289
040304,04,03,04,24628,11108,18012,13520,4492,6616,100.0,45.10313464349521,73.1362676628228,54.89686535650479,18.239402306318013,26.863732337177197
040305,04,03,05,15410,7053,11206,8357,2849,4204,100.0,45.76898118105127,72.71901362751461,54.23101881894874,18.487994808565865,27.2809863724854
040306,04,03,06,27964,13924,19739,14040,5699,8225,100.0,49.792590473465886,70.58718352167071,50.20740952653412,20.379773995136606,29.41281647832928
040307,04,03,07,24745,10309,18248,14436,3812,6497,100.0,41.66094160436452,73.74419074560518,58.339058395635476,15.40513234996969,26.25580925439483
040308,04,03,08,21953,11183,14666,10770,3896,7287,100.0,50.94064592538605,66.80635903976678,49.05935407461395,17.747004965152826,33.193640960233225
