id,district_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
01,01,384172,205395,252706,178777,73929,131466,100.0,53.46433368387077,65.7793904813469,46.53566631612923,19.243724165217664,34.220609518653106
02,02,289762,128017,210379,161745,48634,79383,100.0,44.18005121444496,72.60406816628819,55.81994878555504,16.784119380733152,27.395931833711806
03,03,407765,90097,350599,317668,32931,57166,100.0,22.095324512893455,85.98065061984231,77.90467548710654,8.075975132735767,14.019349380157689
04,04,342332,144639,255759,197693,58066,86573,100.0,42.25108958554853,74.71080705280254,57.74891041445147,16.961896638351075,25.28919294719746
05,05,243977,90588,195033,153389,41644,48944,100.0,37.12972944170967,79.93909261938626,62.87027055829033,17.068822061095922,20.060907380613745
06,06,308697,86916,262602,221781,40821,46095,100.0,28.155764390324496,85.06788209797958,71.84423560967551,13.223646488304064,14.932117902020428
07,07,351644,132551,279710,219093,60617,71934,100.0,37.69465709638157,79.54351560100557,62.30534290361843,17.23817269738713,20.456484398994437
08,08,329691,153151,245448,176540,68908,84243,100.0,46.45289073708412,74.44789211716424,53.54710926291588,20.900782854248373,25.552107882835745
09,09,271153,43378,244927,227775,17152,26226,100.0,15.997610205308444,90.32796981777815,84.00238979469155,6.325580023086596,9.672030182221846
10,10,268548,53142,239791,215406,24385,28757,100.0,19.788641136780015,89.2916722522603,80.21135886321998,9.08031338904032,10.708327747739697
11,11,291452,76776,242129,214676,27453,49323,100.0,26.34258814487463,83.07680166888545,73.65741185512537,9.41938981376007,16.92319833111456
12,12,265225,89898,216785,175327,41458,48440,100.0,33.8949948157225,81.73626166462438,66.1050051842775,15.631256480346876,18.263738335375624
