id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_age_below_6_percentage,inhabitants_age_6_15_percentage,inhabitants_age_15_18_percentage,inhabitants_age_18_27_percentage,inhabitants_age_27_45_percentage,inhabitants_age_45_55_percentage,inhabitants_age_55_65_percentage,inhabitants_age_above_65_percentage,inhabitants_female_percentage,inhabitants_foreigners_percentage
01011101,01,01,11,01,3420,162,124,30,510,1105,335,393,761,1634,1427,100.0,4.736842105263158,3.625730994152047,0.8771929824561403,14.912280701754385,32.30994152046784,9.7953216374269,11.491228070175438,22.251461988304094,47.77777777777778,41.72514619883041
01011102,01,01,11,02,186,0,9,3,20,62,27,31,34,73,63,100.0,0.0,4.838709677419355,1.6129032258064515,10.75268817204301,33.33333333333333,14.516129032258066,16.666666666666664,18.27956989247312,39.247311827956985,33.87096774193548
01011103,01,01,11,03,5083,255,306,111,600,1492,650,748,921,2356,1774,100.0,5.016722408026756,6.0200668896321075,2.183749754082235,11.804052724768837,29.352744442258512,12.787723785166241,14.715719063545151,18.119220932520168,46.35058036592564,34.90064922289986
01011104,01,01,11,04,4641,266,398,143,787,1619,609,453,366,2073,1811,100.0,5.731523378582202,8.575737987502693,3.081232492997199,16.9575522516699,34.884723120017235,13.122171945701359,9.760827407886232,7.88623141564318,44.667097608274084,39.02176255117432
01011105,01,01,11,05,1531,106,72,19,134,545,235,191,229,710,749,100.0,6.923579359895493,4.702808621815806,1.2410189418680602,8.752449379490528,35.597648595689094,15.349444807315479,12.475506205094709,14.95754408883083,46.374918354016984,48.92227302416721
01011201,01,01,12,01,2403,123,141,66,282,696,310,354,431,1145,1004,100.0,5.118601747815231,5.867665418227216,2.746566791510612,11.735330836454432,28.963795255930087,12.90054099042863,14.731585518102372,17.93591344153142,47.64877236787349,41.78110694964627
01011202,01,01,12,02,648,43,36,6,67,212,104,85,95,300,237,100.0,6.635802469135803,5.555555555555555,0.9259259259259258,10.339506172839506,32.71604938271605,16.049382716049383,13.117283950617283,14.660493827160495,46.2962962962963,36.574074074074076
01011203,01,01,12,03,1133,72,55,18,91,368,199,149,181,518,412,100.0,6.354810238305383,4.854368932038835,1.5887025595763458,8.031774051191528,32.4801412180053,17.5639894086496,13.150926743159753,15.975286849073257,45.71932921447485,36.36363636363637
01011204,01,01,12,04,8376,491,415,102,709,2954,1084,950,1671,4086,2838,100.0,5.861986628462273,4.954632282712512,1.2177650429799427,8.464660936007641,35.26743075453677,12.94173829990449,11.341929321872016,19.949856733524353,48.78223495702006,33.882521489971346
01011301,01,01,13,01,6899,444,410,85,656,2994,1022,626,662,3328,2083,100.0,6.435715321061024,5.942890273952747,1.2320626177706915,9.508624438324395,43.397593854181764,14.813741121901725,9.073778808522974,9.59559356428468,48.238875199304246,30.192781562545296
