id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
01100101,3436,2092,2015,1344,671,1421,3436,140,159,38,428,1153,359,410,749,1647,1421,2092,106,138,32,326,866,237,183,204,1003,1421,2092,514,40,56,77,24,66,72,40,18,30,33,70,9,25,387,129,94,32,494,93,55,249,21,31,24,48,89
01100102,1791,1199,890,592,298,901,1791,91,106,25,142,654,283,254,236,788,901,1199,82,96,22,100,523,188,124,64,553,901,1199,326,25,6,42,26,27,59,28,26,6,27,23,3,7,235,130,53,16,361,66,19,225,7,19,9,58,35
01100103,5251,3096,3347,2155,1192,1904,5251,273,318,114,583,1624,628,740,971,2440,1904,3096,219,255,98,370,1080,372,343,359,1474,1904,3096,903,124,33,73,34,68,180,66,140,32,53,177,30,74,481,197,111,50,934,311,77,350,61,95,33,76,146
01100104,4677,3038,2847,1639,1208,1830,4677,261,398,131,758,1670,570,522,367,2111,1830,3038,198,326,110,501,1126,332,269,176,1393,1830,3038,584,72,31,79,36,31,102,52,33,16,45,108,51,19,304,145,64,6,1323,384,60,687,159,136,19,65,211
01100205,2732,1734,1443,998,445,1289,2732,120,138,58,352,952,316,349,447,1278,1289,1734,105,123,49,261,732,197,134,133,793,1289,1734,398,24,12,53,12,40,23,113,22,9,37,30,6,6,352,172,98,12,339,81,30,180,20,19,52,53,41
01100206,1823,957,1166,866,300,657,1823,102,110,31,142,644,285,244,265,865,657,957,72,92,22,65,433,142,77,54,475,657,957,285,20,30,33,21,24,30,18,28,3,52,18,6,9,252,163,26,6,119,39,9,42,3,3,16,55,22
01100207,8379,4324,5496,4055,1441,2883,8379,479,444,137,706,3003,1012,1031,1567,4110,2883,4324,382,362,110,424,1918,490,361,277,2156,2883,4324,1142,105,55,106,82,79,149,192,71,31,90,138,20,57,857,451,165,53,995,186,54,543,37,210,179,133,153
01100308,7032,3133,4800,3899,901,2232,7032,438,441,95,651,2985,1063,678,681,3391,2232,3133,259,215,55,310,1617,386,151,140,1518,2232,3133,1185,129,42,128,94,111,177,45,83,16,150,71,18,15,433,197,64,46,483,103,53,178,12,29,41,211,56
01100309,12314,5046,8998,7268,1730,3316,12314,691,950,311,1045,4603,2183,1489,1042,5985,3316,5046,406,501,139,441,2341,726,342,150,2479,3316,5046,1759,266,46,278,151,172,206,99,57,42,300,165,18,62,470,255,67,18,767,218,73,319,22,116,82,409,99
01100310,10043,4958,6441,5085,1356,3602,10043,496,540,144,1082,4033,1259,988,1501,4756,3602,4958,359,370,101,612,2506,527,294,189,2328,3602,4958,1401,164,63,211,95,132,201,121,61,32,156,129,22,41,624,266,131,44,1025,172,69,562,42,193,337,208,104
