district,forecast_area,district_region,planning_area,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners
1,10,1,1,3436,140.0,159.0,38.0,428.0,1153.0,359.0,410.0,749.0,1647.0,1421.0
1,10,1,2,1791,91.0,106.0,25.0,142.0,654.0,283.0,254.0,236.0,788.0,901.0
1,10,1,3,5251,273.0,318.0,114.0,583.0,1624.0,628.0,740.0,971.0,2440.0,1904.0
1,10,1,4,4677,261.0,398.0,131.0,758.0,1670.0,570.0,522.0,367.0,2111.0,1830.0
1,10,2,5,2732,120.0,138.0,58.0,352.0,952.0,316.0,349.0,447.0,1278.0,1289.0
1,10,2,6,1823,102.0,110.0,31.0,142.0,644.0,285.0,244.0,265.0,865.0,657.0
1,10,2,7,8379,479.0,444.0,137.0,706.0,3003.0,1012.0,1031.0,1567.0,4110.0,2883.0
1,10,3,8,7032,438.0,441.0,95.0,651.0,2985.0,1063.0,678.0,681.0,3391.0,2232.0
1,10,3,9,12314,691.0,950.0,311.0,1045.0,4603.0,2183.0,1489.0,1042.0,5985.0,3316.0
1,10,3,10,10043,496.0,540.0,144.0,1082.0,4033.0,1259.0,988.0,1501.0,4756.0,3602.0
1,10,3,11,9197,527.0,652.0,169.0,954.0,2603.0,907.0,928.0,2457.0,4781.0,2804.0
1,10,3,12,9772,568.0,504.0,117.0,882.0,3715.0,1054.0,1020.0,1912.0,4770.0,3020.0
1,10,3,13,10715,630.0,571.0,140.0,1337.0,3853.0,1315.0,1252.0,1617.0,5236.0,3330.0
1,10,4,14,5185,489.0,361.0,77.0,449.0,2674.0,589.0,290.0,256.0,2537.0,2049.0
1,10,4,15,12666,727.0,1049.0,306.0,1140.0,5112.0,2263.0,1290.0,779.0,6274.0,3428.0
1,10,4,16,13435,936.0,1181.0,240.0,1036.0,5667.0,2399.0,1112.0,864.0,6689.0,3650.0
1,20,5,17,3723,244.0,252.0,97.0,485.0,1499.0,421.0,405.0,320.0,1687.0,1509.0
1,20,5,18,6851,365.0,427.0,128.0,1205.0,2671.0,753.0,672.0,630.0,3093.0,3014.0
1,20,5,19,9097,455.0,583.0,190.0,1258.0,3454.0,1072.0,976.0,1109.0,4252.0,3323.0
1,20,5,20,9375,495.0,572.0,171.0,1137.0,3508.0,1087.0,1210.0,1195.0,4427.0,2774.0
1,20,5,21,5208,290.0,393.0,133.0,795.0,1864.0,598.0,559.0,576.0,2353.0,1933.0
