district,forecast_area,district_region,planning_area,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
1,10,1,1,2092,106.0,138.0,32.0,326.0,866.0,237.0,183.0,204.0,1003.0,1421.0
1,10,1,2,1199,82.0,96.0,22.0,100.0,523.0,188.0,124.0,64.0,553.0,901.0
1,10,1,3,3096,219.0,255.0,98.0,370.0,1080.0,372.0,343.0,359.0,1474.0,1904.0
1,10,1,4,3038,198.0,326.0,110.0,501.0,1126.0,332.0,269.0,176.0,1393.0,1830.0
1,10,2,5,1734,105.0,123.0,49.0,261.0,732.0,197.0,134.0,133.0,793.0,1289.0
1,10,2,6,957,72.0,92.0,22.0,65.0,433.0,142.0,77.0,54.0,475.0,657.0
1,10,2,7,4324,382.0,362.0,110.0,424.0,1918.0,490.0,361.0,277.0,2156.0,2883.0
1,10,3,8,3133,259.0,215.0,55.0,310.0,1617.0,386.0,151.0,140.0,1518.0,2232.0
1,10,3,9,5046,406.0,501.0,139.0,441.0,2341.0,726.0,342.0,150.0,2479.0,3316.0
1,10,3,10,4958,359.0,370.0,101.0,612.0,2506.0,527.0,294.0,189.0,2328.0,3602.0
1,10,3,11,4254,424.0,499.0,129.0,612.0,1655.0,450.0,291.0,194.0,2129.0,2804.0
1,10,3,12,4445,397.0,352.0,80.0,464.0,2203.0,487.0,265.0,197.0,2079.0,3020.0
1,10,3,13,4941,404.0,346.0,95.0,958.0,2134.0,519.0,292.0,193.0,2409.0,3330.0
1,10,4,14,2761,318.0,262.0,50.0,236.0,1534.0,252.0,59.0,50.0,1408.0,2049.0
1,10,4,15,5133,365.0,482.0,140.0,513.0,2586.0,654.0,241.0,152.0,2587.0,3428.0
1,10,4,16,5466,519.0,544.0,82.0,453.0,2808.0,675.0,248.0,137.0,2775.0,3650.0
1,20,5,17,2176,196.0,219.0,79.0,255.0,864.0,253.0,179.0,131.0,997.0,1509.0
1,20,5,18,4341,299.0,362.0,116.0,706.0,1639.0,556.0,345.0,318.0,1951.0,3014.0
1,20,5,19,4912,297.0,436.0,145.0,622.0,1889.0,642.0,414.0,467.0,2259.0,3323.0
1,20,5,20,4513,291.0,414.0,125.0,546.0,1706.0,566.0,509.0,356.0,2096.0,2774.0
1,20,5,21,3070,214.0,330.0,115.0,453.0,1040.0,402.0,267.0,249.0,1355.0,1933.0
1,20,5,22,4042,311.0,336.0,131.0,453.0,1566.0,487.0,388.0,370.0,2023.0,2286.0
1,20,6,23,5439,390.0,514.0,170.0,718.0,2086.0,702.0,501.0,358.0,2585.0,3302.0
1,20,6,24,3896,376.0,298.0,77.0,487.0,2108.0,284.0,144.0,122.0,1866.0,2683.0
1,20,6,25,4133,323.0,491.0,175.0,491.0,1296.0,543.0,338.0,476.0,2017.0,2349.0
1,20,6,26,2503,163.0,205.0,62.0,249.0,1032.0,349.0,238.0,205.0,1193.0,1500.0
1,20,6,27,2098,215.0,312.0,86.0,221.0,599.0,262.0,204.0,199.0,1034.0,1075.0
1,20,6,28,1386,110.0,138.0,47.0,119.0,580.0,161.0,120.0,111.0,664.0,768.0
1,20,6,29,2862,125.0,162.0,47.0,674.0,1154.0,277.0,190.0,233.0,1354.0,2039.0
1,30,7,30,5725,513.0,784.0,231.0,760.0,1834.0,742.0,485.0,376.0,2701.0,3756.0
