id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
01100101,01,10,01,01,100.0,574.0,46.0,43.0,70.0,34.0,67.0,109.00000000000001,30.0,28.999999999999996,27.0,43.0,79.0,3.0,28.000000000000004,453.0,142.0,175.0,21.0,558.0,128.0,60.0,256.0,26.0,53.0,21.0,46.0,81.0
01100102,01,10,01,02,100.0,322.0,22.0,10.0,46.0,32.0,24.0,54.0,27.0,18.0,6.0,30.0,31.0,6.0,12.0,343.0,213.0,75.0,6.0,389.0,95.0,35.0,216.0,3.0,24.0,6.0,54.0,57.99999999999999
01100103,01,10,01,03,100.0,939.0,161.0,39.0,97.0,33.0,69.0,194.0,51.0,112.00000000000001,27.0,69.0,124.0,19.0,50.0,579.0,265.0,163.0,41.0,1089.0,353.0,90.0,443.0,75.0,122.0,28.999999999999996,107.0,138.0
01100104,01,10,01,04,100.0,609.0,67.0,24.0,90.0,35.0,39.0,121.0,40.0,42.0,27.0,43.0,98.0,35.0,15.0,413.0,167.0,137.0,10.0,1299.0,426.99999999999994,67.0,605.0,146.0,153.0,25.0,77.0,222.00000000000003
01100205,01,10,02,05,100.0,483.0,43.0,16.0,61.0,27.0,51.0,46.0,98.0,21.0,6.0,26.0,18.0,0.0,3.0,476.99999999999994,219.0,150.0,11.0,433.0,99.0,41.0,235.0,38.0,30.0,49.0,43.0,28.000000000000004
01100206,01,10,02,06,100.0,254.99999999999997,28.000000000000004,13.0,36.0,16.0,42.0,20.0,17.0,16.0,0.0,35.0,28.000000000000004,3.0,25.0,300.0,180.0,45.0,0.0,160.0,62.0,3.0,60.0,7.000000000000001,9.0,12.0,63.0,15.0
01100207,01,10,02,07,100.0,1225.0,90.0,44.0,150.0,66.0,98.0,187.0,191.0,62.0,16.0,92.0,145.0,28.999999999999996,43.0,1119.0,548.0,284.0,65.0,1181.0,261.0,84.0,578.0,62.0,217.0,220.00000000000003,134.0,202.0
01100308,01,10,03,08,100.0,1238.0,132.0,43.0,151.0,102.0,109.00000000000001,170.0,96.0,65.0,31.0,132.0,102.0,12.0,20.0,525.0,241.0,156.0,24.0,584.0,158.0,72.0,212.0,6.0,46.0,45.0,190.0,82.0
01100309,01,10,03,09,100.0,1957.0,277.0,74.0,369.0,136.0,182.0,206.0,115.99999999999999,71.0,39.0,265.0,175.0,22.0,56.99999999999999,790.0,362.0,236.0,30.0,890.0,223.0,68.0,396.0,39.0,141.0,137.0,400.0,107.0
01100310,01,10,03,10,100.0,1480.0,161.0,78.0,229.0,95.0,141.0,193.0,112.00000000000001,69.0,36.0,126.0,166.0,25.0,48.0,769.0,285.0,252.99999999999997,37.0,1266.0,237.0,73.0,715.0,60.0,261.0,382.0,208.0,139.0
01100311,01,10,03,11,100.0,976.0,100.0,41.0,143.0,26.0,129.0,156.0,94.0,74.0,18.0,65.0,227.99999999999997,36.0,34.0,608.0,240.0,195.0,31.0,1456.0,360.0,66.0,696.0,49.0,286.0,836.9999999999999,236.0,202.0
01100312,01,10,03,12,100.0,1211.0,121.0,43.0,169.0,51.0,100.0,162.0,130.0,68.0,34.0,115.99999999999999,157.0,19.0,61.0,1007.0,426.99999999999994,311.0,51.0,1424.0,387.0,73.0,665.0,66.0,214.0,179.0,126.0,241.0
01100313,01,10,03,13,100.0,1596.0,175.0,71.0,266.0,59.0,170.0,227.0,105.0,77.0,34.0,131.0,184.0,33.0,44.0,692.0,217.0,275.0,49.0,1455.0,616.0,80.0,445.0,56.00000000000001,137.0,186.0,388.0,287.0
01100414,01,10,04,14,100.0,830.0000000000001,80.0,22.0,96.0,85.0,80.0,138.0,41.0,75.0,26.0,53.0,95.0,18.0,32.0,577.0,264.0,143.0,21.0,861.9999999999999,261.0,62.0,307.0,16.0,60.0,34.0,127.0,86.0
01100415,01,10,04,15,100.0,2110.0,270.0,94.0,354.0,192.0,169.0,225.0,61.0,64.0,46.0,280.0,152.0,21.0,34.0,948.0,330.0,382.0,28.000000000000004,944.9999999999999,211.0,85.0,398.0,12.0,168.0,120.0,373.0,154.0
01100416,01,10,04,16,100.0,2257.0,352.0,106.0,403.0,189.0,200.99999999999997,196.0,76.0,74.0,46.0,335.0,156.0,28.000000000000004,43.0,763.0,261.0,272.0,16.0,792.0,212.0,79.0,290.0,27.0,82.0,65.0,474.0,142.0
01200517,01,20,05,17,100.0,762.0,72.0,38.0,52.0,13.0,41.0,227.99999999999997,89.0,69.0,22.0,36.0,115.99999999999999,22.0,41.0,227.99999999999997,77.0,95.0,4.0,914.0,182.0,61.0,462.0,149.0,100.0,30.0,32.0,86.0
01200518,01,20,05,18,100.0,1283.0,107.0,102.0,148.0,27.0,59.0,289.0,204.99999999999997,91.0,49.0,56.99999999999999,309.0,46.0,112.00000000000001,330.0,109.00000000000001,115.99999999999999,12.0,1675.0,619.0,54.0,684.0,174.0,137.0,60.0,73.0,229.0
01200519,01,20,05,19,100.0,1472.0,153.0,75.0,156.0,56.99999999999999,89.0,336.0,155.0,122.0,87.0,93.0,430.0,54.0,147.0,450.0,125.0,231.99999999999997,16.0,1938.0,606.0,71.0,900.0,238.0,278.0,53.0,100.0,292.0
01200520,01,20,05,20,100.0,1292.0,122.0,55.00000000000001,180.0,66.0,83.0,290.0,94.0,93.0,74.0,85.0,321.0,52.0,106.0,426.99999999999994,151.0,159.0,22.0,1643.0,761.0,96.0,497.0,133.0,108.0,61.0,105.0,239.0
01200521,01,20,05,21,100.0,865.0,48.0,40.0,112.99999999999999,18.0,28.000000000000004,168.0,231.0,71.0,42.0,44.0,186.0,32.0,94.0,307.0,68.0,160.0,4.0,1352.0,480.99999999999994,47.0,632.0,208.0,148.0,15.0,49.0,146.0
01200522,01,20,05,22,100.0,1369.0,150.0,59.0,140.0,69.0,117.0,261.0,107.0,112.99999999999999,77.0,126.0,246.0,53.0,61.0,525.0,153.0,206.99999999999997,30.0,1304.0,436.00000000000006,102.0,469.00000000000006,110.00000000000001,81.0,28.000000000000004,114.99999999999999,195.0
01200623,01,20,06,23,100.0,1667.0000000000002,168.0,77.0,193.0,77.0,100.0,367.0,187.0,118.0,61.0,115.99999999999999,277.0,65.0,72.0,555.0,180.0,214.0,26.0,2081.0,919.0,118.0,721.0,159.0,189.0,45.0,126.0,352.0
01200624,01,20,06,24,100.0,994.9999999999999,95.0,61.0,157.0,69.0,77.0,155.0,70.0,47.0,25.0,91.0,124.0,12.0,45.0,779.0,399.0,209.0,46.0,1515.0,635.0,130.0,523.0,106.0,74.0,63.0,114.99999999999999,254.0
01200625,01,20,06,25,100.0,952.9999999999999,78.0,70.0,73.0,33.0,50.0,204.99999999999997,165.0,33.0,62.0,43.0,295.0,72.0,81.0,338.0,109.00000000000001,137.0,3.0,1935.0000000000002,941.0,40.0,751.0,240.0,204.99999999999997,27.0,42.0,323.0
01200626,01,20,06,26,100.0,915.0,94.0,64.0,112.00000000000001,41.0,37.0,225.0,35.0,41.0,37.0,83.0,143.0,27.0,50.0,426.0,151.0,122.0,18.0,723.0,281.0,66.0,246.0,47.0,48.0,25.0,88.0,79.0
01200627,01,20,06,27,100.0,357.0,22.0,26.0,48.0,12.0,22.0,104.0,20.0,36.0,10.0,15.0,177.0,49.0,69.0,365.0,112.00000000000001,127.0,21.0,1170.0,356.0,42.0,619.0,168.0,181.0,19.0,12.0,194.0
01200628,01,20,06,28,100.0,508.0,56.99999999999999,40.0,43.0,17.0,37.0,136.0,35.0,28.999999999999996,12.0,28.000000000000004,81.0,15.0,27.0,162.0,72.0,54.0,12.0,348.0,151.0,34.0,112.99999999999999,16.0,16.0,24.0,34.0,91.0
01200629,01,20,06,29,100.0,911.9999999999999,128.0,43.0,88.0,54.0,109.00000000000001,153.0,56.99999999999999,33.0,27.0,80.0,102.0,14.000000000000002,18.0,392.0,155.0,125.0,15.0,719.0,206.0,72.0,264.0,20.0,72.0,41.0,91.0,82.0
01300730,01,30,07,30,100.0,1466.0,69.0,80.0,95.0,28.999999999999996,40.0,280.0,425.0,199.0,71.0,49.0,368.0,65.0,135.0,465.00000000000006,139.0,176.0,6.0,2748.0,1361.0,28.000000000000004,967.0,266.0,214.0,41.0,32.0,359.0
01300731,01,30,07,31,100.0,1531.0,63.0,120.0,146.0,33.0,76.0,299.0,312.0,185.0,69.0,51.0,417.0,97.0,140.0,371.0,104.0,171.0,18.0,2329.0,1170.0,32.0,861.0,220.00000000000003,229.99999999999997,24.0,39.0,323.0
01300732,01,30,07,32,100.0,1668.0,99.0,264.0,145.0,32.0,74.0,291.0,395.0,91.0,72.0,80.0,488.99999999999994,147.0,117.0,403.0,146.0,105.0,34.0,2897.0,1332.0,44.0,961.0,192.0,288.0,31.0,77.0,374.0
01300733,01,30,07,33,100.0,1688.0,128.0,94.0,168.0,57.99999999999999,70.0,358.0,328.0,158.0,74.0,96.0,544.0,139.0,178.0,468.0,127.0,182.0,35.0,3602.0000000000005,2053.0,46.0,1035.0,257.0,262.0,45.0,106.0,462.0
01300834,01,30,08,34,100.0,1312.0,82.0,63.0,172.0,47.0,108.0,327.0,107.0,76.0,54.0,80.0,404.0,87.0,78.0,802.0,290.0,235.0,99.0,5612.0,3243.0,54.0,1780.9999999999998,713.0,383.0,41.0,92.0,946.0000000000001
01300835,01,30,08,35,100.0,1260.0,97.0,53.0,124.0,40.0,85.0,415.00000000000006,73.0,81.0,100.0,83.0,392.0,48.0,131.0,611.0,235.0,188.0,70.0,3215.0,1922.0,61.0,833.0,217.0,175.0,30.0,98.0,615.0
01300836,01,30,08,36,100.0,2285.0,142.0,105.0,264.0,88.0,117.0,500.0,381.0,185.0,122.0,91.0,705.0,176.0,190.0,764.0,344.0,242.0,47.0,4588.0,2191.0,80.0,1771.0,487.0,467.0,51.0,173.0,645.0
01400937,01,40,09,37,100.0,1579.0,97.0,92.0,174.0,33.0,50.0,438.99999999999994,286.0,121.0,70.0,70.0,354.0,66.0,80.0,359.0,122.0,151.0,13.0,2425.0,1149.0,46.0,766.0,128.0,221.0,45.0,70.0,400.0
01400938,01,40,09,38,100.0,1570.0,122.0,91.0,180.0,51.0,90.0,311.0,301.0,63.0,98.0,117.0,409.99999999999994,79.0,145.0,373.0,130.0,130.0,18.0,1998.0,978.9999999999999,51.0,640.0,193.0,111.00000000000001,56.00000000000001,97.0,268.0
01400939,01,40,09,39,100.0,918.0,89.0,34.0,74.0,34.0,39.0,238.0,186.0,53.0,41.0,53.0,257.0,46.0,68.0,434.0,111.00000000000001,178.0,9.0,1294.0,484.99999999999994,44.0,401.0,78.0,100.0,41.0,39.0,168.0
01400940,01,40,09,40,100.0,654.0,42.0,24.0,59.0,21.0,22.0,277.0,71.0,27.0,38.0,9.0,258.0,63.0,49.0,170.0,62.0,63.0,6.0,1391.0,738.0,25.0,465.00000000000006,63.0,96.0,19.0,13.0,415.00000000000006
01400941,01,40,09,41,100.0,438.0,27.0,28.000000000000004,47.0,4.0,23.0,143.0,76.0,12.0,9.0,12.0,139.0,19.0,37.0,149.0,42.0,52.0,9.0,817.0,413.0,22.0,263.0,72.0,78.0,6.0,15.0,182.0
