id,district_id,forecast_area_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_age_below_6_percentage,inhabitants_age_6_15_percentage,inhabitants_age_15_18_percentage,inhabitants_age_18_27_percentage,inhabitants_age_27_45_percentage,inhabitants_age_45_55_percentage,inhabitants_age_55_65_percentage,inhabitants_age_above_65_percentage,inhabitants_female_percentage,inhabitants_foreigners_percentage
0110,01,10,124547,6341,8528,2573,13146,46874,16386,14254,16445,60965,44274,100.0,5.0912506925096555,6.8472143046400165,2.065886773667772,10.555051506660137,37.63559138317262,13.156479080186594,11.444675504026593,13.203850755136614,48.94939259877797,35.548026046392124
0120,01,20,90529,4504,5989,1926,11478,34413,9893,10209,12117,43357,32342,100.0,4.975201316705144,6.6155596549172095,2.127495056832617,12.678810105049209,38.013233328546654,10.927989925880105,11.277049343304355,13.384661268764706,47.89294038374444,35.72556860232633
0130,01,30,78770,4423,7401,2519,11010,26229,9566,8318,9304,38246,30900,100.0,5.615081883965977,9.395709026279041,3.197917989082138,13.977402564428083,33.29820997841818,12.144217341627524,10.559857813888536,11.811603402310524,48.55401802716771,39.22813253776818
0140,01,40,103158,5248,7202,2443,13613,37784,11433,11580,13855,49894,40435,100.0,5.087341747610462,6.981523488241338,2.368211869171562,13.196262044630567,36.62730956396983,11.082998894899086,11.225498749491072,13.43085364198608,48.366583299404795,39.197153880455225
0210,02,10,40981,2155,3623,1390,5301,13003,5307,4966,5236,20125,15633,100.0,5.258534442790562,8.840682267392207,3.391815719479759,12.93526268270662,31.729337985895906,12.949903613869843,12.11781069276006,12.776652595105048,49.10812327664039,38.146946145774876
0220,02,20,64657,3138,4725,1651,6380,22493,8985,8914,8371,31986,17927,100.0,4.8533028133071445,7.307793433038959,2.5534744884544596,9.867454413288584,34.78818998716303,13.896407194889957,13.786596965525774,12.946780704332092,49.470281640038976,27.726309602981893
0230,02,30,45780,1902,3139,1106,4623,16168,7222,6133,5487,21994,15328,100.0,4.154652686762779,6.856705985146353,2.4159021406727827,10.09829619921363,35.316732197466145,15.775447793796419,13.39667977282656,11.985583224115334,48.04281345565749,33.48186981214504
0240,02,40,53262,2841,3696,1040,5738,20667,6166,5264,7850,26366,15802,100.0,5.334009237354962,6.939281288723668,1.9526116180391275,10.773159100296645,38.80252337501408,11.576733881566595,9.88321880515189,14.738462693853027,49.50245953963426,29.668431527167588
0250,02,50,87944,4882,6327,1649,8239,41865,12480,7297,5205,42151,25302,100.0,5.5512598926589645,7.19435095060493,1.8750568543618666,9.368461748385336,47.60415719093969,14.190848721913946,8.297325570817794,5.9185390703174745,47.92936414081688,28.770581278995728
0310,03,10,17674,1149,1646,488,1710,4694,2025,2059,3903,8811,3723,100.0,6.501075025461129,9.313115310625777,2.7611180264795747,9.675229150164084,26.558786918637544,11.457508204141677,11.6498811813964,22.083286183093808,49.85289125268756,21.064841009392328
0320,03,20,49064,2562,5114,1582,4382,11296,6943,7988,9197,25079,6695,100.0,5.221751182129464,10.423120821783792,3.224360019566281,8.931191912603946,23.02299037991195,14.150904940485894,16.280776129137454,18.744904614381216,51.114870373389856,13.64544268710256
0330,03,30,37751,2182,4022,1213,3099,8501,4761,6071,7902,19043,5458,100.0,5.779979338295674,10.654022410002383,3.2131599162936078,8.209054064792985,22.518608778575402,12.611586448041113,16.081693200180126,20.931895843818708,50.443696855712425,14.45789515509523
0340,03,40,95353,5155,8687,2910,8587,27188,13494,12950,16382,49727,14212,100.0,5.406227386657997,9.11035835264753,3.0518179816051934,9.005484882489277,28.512999066626115,14.151626063154804,13.581114385493901,17.180371881325183,52.150430505595004,14.904617578891068
0350,03,50,57552,3192,5100,1634,5256,18243,7746,7424,8957,29328,11262,100.0,5.546288573811509,8.861551292743954,2.8391715318320823,9.132610508757297,31.69829024186822,13.459132610508757,12.899638587711982,15.563316652766193,50.95913261050876,19.56839032527106
0360,03,60,108982,5449,8362,2722,10524,40811,16874,12298,11942,54965,27863,100.0,4.999908241727992,7.672826705327486,2.4976601640637903,9.656640546145235,37.44746838927529,15.483290818667303,11.284432291571084,10.957772843221816,50.43493420931897,25.566607329650772
0370,03,70,60900,3079,5170,1798,5839,21407,10482,8094,5031,30550,14958,100.0,5.055829228243022,8.489326765188835,2.9523809523809526,9.58784893267652,35.151067323481115,17.211822660098523,13.29064039408867,8.261083743842365,50.164203612479476,24.561576354679804
0410,04,10,19646,1065,1691,593,2064,5085,2448,2610,4090,9990,6476,100.0,5.420950829685432,8.6073500967118,3.0184261427262546,10.505955410770639,25.88313142624453,12.460551766262853,13.285147103736131,20.818487223862363,50.85004581085209,32.96345312022804
0420,04,20,41112,1721,2882,1016,4622,9334,4406,5931,11200,21468,9144,100.0,4.186125705390154,7.010118700136212,2.4712979178828567,11.24245962249465,22.703833430628528,10.717065576960499,14.426444833625219,27.242654212881884,52.21833041447752,22.241681260945708
0430,04,30,109983,5349,6868,2312,12220,34389,12586,14606,21653,56065,33419,100.0,4.863478901284744,6.244601438404117,2.102143058472673,11.110808033968885,31.267559531927663,11.443586736131946,13.28023421801551,19.68758808179446,50.97605993653565,30.385605048052884
0440,04,40,54276,2495,4127,1338,4646,12163,6344,7982,15181,29022,11548,100.0,4.59687523030437,7.603729088363181,2.4651779792173336,8.55995283366497,22.40953644336355,11.688407399218807,14.706315867049893,27.970005158817894,53.471147468494365,21.276438941705358
