id,district_id,forecast_area_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
0110,01,10,100.0,18062.0,2125.0,761.0,2730.0,1178.0,1671.0,2404.0,1285.0,936.9999999999999,419.00000000000006,1841.0,1938.0,309.0,549.0,10363.0,4361.0,3252.0000000000005,441.0,14783.000000000002,4090.0,1038.0,6517.0,688.0,2003.0,2347.0,3046.0,2184.0
0120,01,20,100.0,13350.0,1294.0,750.0,1503.0,553.0,849.0,2917.0,1450.0,896.0000000000001,585.0,897.0000000000001,2807.0,513.0,923.0,5284.0,1861.0,1957.0,229.0,17317.0,6573.999999999999,933.0,6881.0,1768.0,1637.0,491.0,982.0,2562.0
0130,01,30,100.0,11210.0,680.0,779.0,1114.0,327.0,570.0,2470.0,2021.0,975.0,562.0,530.0,3319.0,759.0,969.0,3884.0000000000005,1385.0,1299.0,309.0,24991.0,13272.0,345.0,8209.0,2352.0,2019.0000000000002,263.0,617.0,3724.0
0140,01,40,100.0,16608.0,1237.0,1057.0,1625.0,541.0,819.9999999999999,3634.0000000000005,3328.0,1239.0,633.0,839.0,3885.0,941.0,1170.0,4289.0,1393.0,1666.0,195.0,25528.0,12469.0,600.0,8404.0,2045.0,2044.0000000000002,487.0,764.0,3626.0
0210,02,10,100.0,4247.0,340.0,347.0,559.0,183.0,234.0,876.0,576.0,214.0,183.0,273.0,826.0,231.99999999999997,208.0,2869.0,629.0,1487.0,92.0,15169.999999999998,9636.0,316.0,4047.0,1236.0,951.0,276.0,327.0,3290.9999999999995
0220,02,20,100.0,9413.0,1232.0,571.0,1657.0,556.0,869.0,1214.0,475.0,371.0,412.0,1071.0,1226.0,243.00000000000003,312.0,1828.0,610.0,691.0,69.0,8838.0,4741.0,376.0,2706.0,826.0,618.0,135.0,1607.0,1660.0000000000002
0230,02,30,100.0,6104.0,786.0,357.0,1054.0,400.0,591.0,637.0,425.0,219.0,171.0,749.0,656.0,165.0,165.0,1042.0,275.0,455.99999999999994,50.0,11028.0,8465.0,219.0,1594.0,363.0,446.0,50.0,861.0,1944.0000000000002
0240,02,40,100.0,6298.0,615.0,257.0,1017.0,285.0,552.0,955.0000000000001,455.0,371.0,164.0,537.0,994.0,217.0,238.0,3393.0,1329.0,1053.0,239.0,5583.0,1316.0,283.0,2520.0,133.0,1156.0,2039.0,664.0,856.0
0250,02,50,100.0,13043.0,1698.9999999999998,565.0,2358.0,701.0,1431.0,1668.0,496.0,603.0,252.99999999999997,1357.0,1395.0,361.0,405.0,4134.0,1585.0,1295.0,286.0,6182.0,1492.0,348.0,2713.0,182.0,1122.0,1455.0,1695.0,877.0
0310,03,10,100.0,958.0,36.0,26.0,43.0,40.0,38.0,405.0,119.0,49.0,15.0,19.0,167.0,60.0,43.0,1198.0,321.0,441.0,44.0,1928.0,295.0,87.0,825.0,26.0,380.0,275.0,28.999999999999996,65.0
0320,03,20,100.0,3125.0,180.0,158.0,278.0,163.0,119.0,983.0,277.0,302.0,79.0,179.0,476.0,93.0,168.0,2241.0,745.0,678.0,204.0,3025.0,671.0,174.0,1181.0,74.0,491.0,204.99999999999997,346.0,264.0
0330,03,30,100.0,1904.0,79.0,81.0,101.0,101.0,79.0,618.0,149.0,303.0,38.0,97.0,444.00000000000006,110.00000000000001,164.0,1810.0000000000002,488.0,579.0,231.0,2978.0,438.0,137.0,1241.0,79.0,623.0,219.0,84.0,202.99999999999997
0340,03,40,100.0,7564.0,655.0,293.0,974.0,401.0,484.0,1829.0,530.0,438.0,217.0,550.0,993.0,168.0,264.0,3933.0,1424.0,1272.0,300.0,5911.0,1474.0,373.0,2067.0,178.0,718.0,380.0,578.0,726.0
0350,03,50,100.0,4796.0,383.0,175.0,708.0,244.0,286.0,1094.0,379.0,303.0,134.0,325.0,791.0,172.0,250.0,2915.0,1104.0,941.0,149.0,4020.0000000000005,692.0,238.0,1620.0,49.0,720.0,571.0,372.0,277.0
0360,03,60,100.0,13790.0,1787.0,570.0,2273.0,844.9999999999999,1271.0,1876.0000000000002,705.0,821.0000000000001,295.0,1432.0,1122.0,164.0,302.0,6028.0,2064.0,2368.0,220.00000000000003,7389.0,1475.0,463.0,3294.0,206.0,1441.0,1277.0,1793.0,740.0
0370,03,70,100.0,8763.0,1219.0,393.0,1489.0,724.0,851.0,968.0,307.0,323.0,150.0,1073.0,576.0,97.0,145.0,2981.0,1267.0,890.0,121.0,2918.0,739.0,256.0,1132.0,84.0,350.0,513.0,1599.0,385.0
0410,04,10,100.0,2777.0,35.0,79.0,153.0,42.0,47.0,1514.0,308.0,227.0,129.0,28.000000000000004,974.0,121.0,280.0,1395.0,429.0,564.0,125.0,4589.0,1632.0,295.0,1752.0,352.0,581.0,153.0,52.0,688.0
0420,04,20,100.0,3954.0,298.0,193.0,409.99999999999994,250.99999999999997,214.0,1027.0,234.0,312.0,192.0,292.0,799.0,127.0,271.0,2508.0,649.0,1196.0,81.0,4089.0,1180.0,601.0,1390.0,121.0,418.0,194.0,429.0,712.0
0430,04,30,100.0,13943.0,1268.0,872.0000000000001,1747.0,678.0,864.0,3206.0,903.9999999999999,994.9999999999999,744.0,869.9999999999999,3133.0,487.0,1081.0,8723.0,2883.0,3522.0,371.0,15613.0,5682.0,1730.0,5342.0,908.0,1451.0,763.0,1574.0,2868.0
0440,04,40,100.0,5693.0,498.00000000000006,292.0,517.0,330.0,235.0,1645.0,289.0,404.0,326.0,337.0,1050.0,183.0,302.0,4714.0,1678.0,1809.0,112.99999999999999,4744.0,1351.0,892.0,1482.0,190.0,326.0,160.0,696.0,1091.0
0450,04,50,100.0,15358.000000000002,1432.0,986.0,1962.0,844.9999999999999,882.0,3417.0,769.0,1106.0,910.0,1141.0,3201.0,491.0,1019.9999999999999,10400.0,3304.0,4258.0,334.0,12991.0,3772.0,1525.0,5024.0,596.0,1618.0,594.0,1950.0,2695.0
0510,05,10,100.0,12822.0,233.0,367.0,781.0,247.00000000000003,252.99999999999997,5144.0,1930.9999999999998,1588.0,809.0,407.0,4596.0,1151.0,1493.0,9417.0,2726.0,3709.0000000000005,1275.0,22771.0,7850.0,1115.0,7916.0,1128.0,3071.0,612.0,239.0,3176.0
0520,05,20,100.0,9734.0,187.0,339.0,570.0,234.0,233.0,3965.9999999999995,1611.0,1048.0,501.0,358.0,3504.9999999999995,773.0,1293.0,6152.0,1793.0,2354.0,857.0,16252.000000000002,4786.0,933.0,6490.000000000001,709.0,2915.0,569.0,227.0,1919.0000000000002
0530,05,30,100.0,4471.0,79.0,176.0,257.0,85.0,104.0,2338.0,373.0,330.0,301.0,110.00000000000001,1425.0,214.0,463.0,2374.0,729.0,991.0,280.0,7028.0,2994.0,418.0,2317.0,453.0,741.0,214.0,93.0,1714.9999999999998
0540,05,40,100.0,1286.0,46.0,34.0,92.0,99.0,66.0,509.0,48.0,64.0,67.0,158.0,176.0,19.0,37.0,715.0,252.0,262.0,55.00000000000001,1048.0,371.0,171.0,268.0,37.0,72.0,42.0,91.0,249.00000000000003
0610,06,10,100.0,8500.0,517.0,632.0,899.0,375.0,322.0,2582.0,451.99999999999994,509.99999999999994,772.0,443.0,2471.0,501.99999999999994,624.0,3811.0,1103.0,1668.0,173.0,7127.0,2711.0,818.0,2403.0,358.0,706.0,289.0,756.0,1642.0000000000002
0620,06,20,100.0,7587.0,242.0,533.0,536.0,320.0,217.0,3364.0,385.0,486.00000000000006,527.0,291.0,2069.0,430.99999999999994,586.0,3697.9999999999995,1118.0,1473.0,288.0,9361.0,3125.0,742.0,3404.0,560.0,1192.0,316.0,744.0,1560.0
0630,06,30,100.0,7280.0,509.0,586.0,763.0,451.99999999999994,368.0,2023.0,363.0,476.0,482.0,558.0,1544.0,280.0,440.00000000000006,3406.0,1027.0,1348.0,242.0,6975.0,1821.0,936.9999999999999,2466.0,202.0,1032.0,223.0,1419.0,1220.0
0640,06,40,100.0,5499.0,539.0,254.0,472.0,548.0,312.0,1365.0,173.0,290.0,154.0,665.0,725.0,110.00000000000001,261.0,3211.9999999999995,982.0,1294.0,117.0,4141.0,973.0,767.0,1239.0,112.00000000000001,403.0,197.0,1597.0,683.0
0710,07,10,100.0,6738.0,689.0,463.0,1074.0,326.0,389.0,1250.0,397.0,463.99999999999994,317.0,552.0,1426.0,330.0,438.0,3789.0,1138.0,1607.0,143.0,9030.0,4544.0,434.99999999999994,2803.0,653.0,874.0,213.0,764.0,1705.0
0720,07,20,100.0,6684.0,790.0,455.0,949.0,394.0,413.0,1181.0,353.0,438.0,457.0,586.0,1408.0,234.0,394.0,2232.0,693.0,898.0,95.0,7036.0,3581.0,405.99999999999994,2065.0,496.0,511.00000000000006,182.0,867.0,1585.0
0730,07,30,100.0,4989.0,486.00000000000006,244.0,619.0,279.0,304.0,1213.0,241.0,376.0,343.0,362.0,1022.0000000000001,177.0,267.0,1719.0000000000002,573.0,684.0,61.0,5218.0,2527.0,405.99999999999994,1465.0,281.0,508.0,287.0,685.0,1205.0
0740,07,40,100.0,7602.0,482.0,572.0,757.0,266.0,353.0,2163.0,673.0,585.0,728.0,382.0,2584.0,471.0,649.0,3311.9999999999995,782.0,1629.0,108.0,11609.0,5008.0,421.0,4387.0,961.9999999999999,1547.0,215.0,499.0,2689.0
0750,07,50,100.0,5689.0,163.0,405.99999999999994,400.0,227.99999999999997,141.0,2252.0,514.0,405.99999999999994,514.0,162.0,1912.0,325.0,529.0,2314.0,687.0,935.0,200.99999999999997,8241.0,3989.0,264.0,2754.0,758.0,836.0,185.0,238.0,2143.0
0760,07,60,100.0,8181.999999999999,231.99999999999997,329.0,434.0,254.99999999999997,124.0,4432.0,543.0,488.0,616.0,213.0,2699.0,432.0,988.0000000000001,4373.0,1626.0000000000002,1233.0,790.0,11509.0,3577.0000000000005,499.0,4660.0,816.0,1989.9999999999998,250.0,276.0,2133.0
0810,08,10,100.0,24543.0,2440.0,1417.0,3461.0,1060.0,1592.0,4400.0,2415.0,2078.0,839.0,2469.0,6341.0,1148.0,1823.0,4530.0,1246.0,1813.0,248.0,38538.0,18755.0,707.0,15478.0,6047.0,2805.0,409.99999999999994,2540.0,6672.0
0820,08,20,100.0,7464.0,214.0,351.0,690.0,194.0,204.99999999999997,2996.0,894.0,743.0,418.0,182.0,2540.0,418.0,947.0000000000001,2383.0,537.0,1075.0,199.0,15419.0,7101.000000000001,273.0,6046.0,1832.9999999999998,1701.0000000000002,262.0,263.0,3447.9999999999995
0830,08,30,100.0,3892.0,59.0,179.0,202.99999999999997,94.0,46.0,2320.0,327.0,193.0,183.0,39.0,1767.0000000000002,227.99999999999997,748.0,1498.0,488.0,407.0,260.0,11054.0,6706.999999999999,113.99999999999999,3206.0,960.0,883.0,235.0,50.0,3099.0
0840,08,40,100.0,4210.0,117.0,180.0,371.0,192.0,71.0,1973.0,330.0,305.0,301.0,95.0,2083.0,225.0,1018.0,1174.0,281.0,548.0,136.0,8040.000000000001,4630.0,247.00000000000003,2353.0,687.0,716.0,254.0,111.00000000000001,2305.0
