id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
01100101,01,10,01,01,100.0,137.0,170.0,43.0,376.0,957.0,272.0,190.0,259.0,1154.0,1581.0
01100102,01,10,01,02,100.0,79.0,96.0,24.0,153.0,653.0,176.0,167.0,90.0,672.0,1093.0
01100103,01,10,01,03,100.0,234.0,299.0,104.0,418.0,1332.0,428.0,330.0,449.0,1741.0,2202.0
01100104,01,10,01,04,100.0,194.0,282.0,105.0,466.0,1268.0,413.99999999999994,267.0,256.0,1569.0,1960.0000000000002
01100205,01,10,02,05,100.0,91.0,155.0,43.0,291.0,922.0000000000001,212.0,145.0,174.0,941.0,1528.0
01100206,01,10,02,06,100.0,73.0,91.0,31.0,107.0,424.0,164.0,80.0,56.99999999999999,523.0,674.0
01100207,01,10,02,07,100.0,368.0,479.0,104.0,495.0,2259.0,555.0,389.0,440.00000000000006,2567.0,3257.0
01100308,01,10,03,08,100.0,242.0,272.0,59.0,400.0,1848.9999999999998,461.00000000000006,198.0,169.0,1827.0,2502.0
01100309,01,10,03,09,100.0,378.0,508.0,171.0,574.0,2525.0,841.0,457.0,246.0,2837.0,3660.0
01100310,01,10,03,10,100.0,379.0,429.0,121.0,724.0,2684.0,600.0,403.0,278.0,2650.0,3877.0000000000005
01100311,01,10,03,11,100.0,387.0,597.0,162.0,914.0,2054.0,530.0,370.0,354.0,2675.0,3454.9999999999995
01100312,01,10,03,12,100.0,438.0,480.99999999999994,121.0,635.0,2685.0,629.0,389.0,303.0,2704.0,3784.0000000000005
01100313,01,10,03,13,100.0,390.0,469.00000000000006,105.0,1245.0,2575.0,609.0,350.0,316.0,3021.0,4184.0
01100414,01,10,04,14,100.0,329.0,353.0,71.0,275.0,1789.0,297.0,85.0,90.0,1641.0,2422.0
01100415,01,10,04,15,100.0,392.0,549.0,183.0,778.0,2873.0,790.0,412.0,194.0,3093.0,4163.0
01100416,01,10,04,16,100.0,448.00000000000006,566.0,153.0,520.0,2937.0,830.0000000000001,375.0,219.0,3088.0,3932.0
01200517,01,20,05,17,100.0,141.0,245.00000000000003,81.0,395.0,986.9999999999999,285.0,179.0,176.0,1095.0,1767.0000000000002
01200518,01,20,05,18,100.0,325.0,365.0,104.0,801.0,1814.0,542.0,433.0,358.0,2214.0,3270.0000000000005
01200519,01,20,05,19,100.0,293.0,468.0,169.0,741.0,2273.0,659.0,484.0,524.0,2586.0,3831.0
01200520,01,20,05,20,100.0,257.0,382.0,141.0,610.0,1891.0,578.0,516.0,466.0,2293.0,2989.0
01200521,01,20,05,21,100.0,185.0,327.0,119.0,434.0,1212.0,398.0,320.0,294.0,1523.0,2126.0
01200522,01,20,05,22,100.0,307.0,345.0,122.0,533.0,1739.0,575.0,408.0,529.0,2295.0,2623.0
01200623,01,20,06,23,100.0,355.0,499.0,180.0,764.0,2445.0,742.0,539.0,499.0,2891.0,3731.0
01200624,01,20,06,24,100.0,492.0,375.0,79.0,638.0,2792.0,394.0,229.0,140.0,2424.0,3593.0
01200625,01,20,06,25,100.0,247.00000000000003,492.0,181.0,509.99999999999994,1382.0,574.0,424.0,483.0,2118.0,2441.0
01200626,01,20,06,26,100.0,154.0,240.0,70.0,264.0,1232.0,369.0,235.0,292.0,1332.0,1772.0
01200627,01,20,06,27,100.0,182.0,341.0,97.0,284.0,662.0,312.0,227.99999999999997,222.00000000000003,1142.0,1195.0
01200628,01,20,06,28,100.0,126.0,146.0,37.0,149.0,635.0,178.0,172.0,130.0,792.0,886.0
01200629,01,20,06,29,100.0,135.0,171.0,45.0,652.0,1289.0,279.0,229.0,284.0,1485.0,2118.0
01300730,01,30,07,30,100.0,411.00000000000006,719.0,258.0,852.9999999999999,1863.0,780.0,511.00000000000006,505.99999999999994,2744.0,3968.0
01300731,01,30,07,31,100.0,405.0,637.0,223.0,795.0,1980.9999999999998,655.0,546.0,412.0,2633.0,3745.0000000000005
01300732,01,30,07,32,100.0,505.99999999999994,759.0,234.0,856.0,2233.0,795.0,589.0,430.99999999999994,3057.0,4075.0
01300733,01,30,07,33,100.0,451.99999999999994,869.9999999999999,337.0,961.0,2451.0,1076.0,700.0,661.0,3570.0000000000005,4642.0
01300834,01,30,08,34,100.0,710.0,1400.0,498.00000000000006,972.0000000000001,2815.0,1309.0,1032.0,961.9999999999999,4854.0,4465.0
01300835,01,30,08,35,100.0,424.0,773.0,259.0,1251.0,1987.0,834.0,634.0,661.0,3379.9999999999995,3640.9999999999995
01300836,01,30,08,36,100.0,672.0,1138.0,393.0,1400.0,3540.0,1360.0,905.0000000000001,729.0,4806.0,6364.0
01400937,01,40,09,37,100.0,404.0,516.0,183.0,764.0,2226.0,767.0,606.0,538.0,2860.0,3760.0
01400938,01,40,09,38,100.0,334.0,467.0,155.0,720.0,2108.0,671.0,486.00000000000006,445.0,2486.0,3452.0000000000005
01400939,01,40,09,39,100.0,252.99999999999997,348.0,110.00000000000001,505.0,1355.0,430.0,298.0,273.0,1657.9999999999998,2529.0
01400940,01,40,09,40,100.0,368.0,375.0,88.0,283.0,1038.0,351.0,308.0,281.0,1560.0,1417.0
01400941,01,40,09,41,100.0,141.0,193.0,48.0,233.0,666.0,221.0,199.0,250.99999999999997,958.0,1110.0
01400942,01,40,09,42,100.0,307.0,436.00000000000006,160.0,724.0,2014.0,617.0,441.0,354.0,2420.0,3452.0000000000005
01401043,01,40,10,43,100.0,290.0,512.0,238.0,712.0,1589.0,755.0,657.0,511.00000000000006,2550.0,3236.9999999999995
01401044,01,40,10,44,100.0,448.00000000000006,787.0,270.0,847.0000000000001,2657.0,953.9999999999999,705.0,557.0,3390.0,4636.0
01401045,01,40,10,45,100.0,282.0,479.0,169.0,514.0,1395.0,538.0,412.0,321.0,1897.0,2481.0
01401046,01,40,10,46,100.0,277.0,335.0,142.0,713.0,1960.0000000000002,577.0,401.99999999999994,372.0,2193.0,3138.0
01401047,01,40,10,47,100.0,300.0,451.0,188.0,1178.0,2397.0,570.0,459.0,324.0,2697.0,4299.0
01401048,01,40,10,48,100.0,319.0,475.0,171.0,1099.0,2231.0,717.0,589.0,492.0,2792.0,4081.0
01401049,01,40,10,49,100.0,229.99999999999997,396.0,128.0,484.99999999999994,1291.0,540.0,530.0,594.0,2004.0,2843.0
