id,district_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
01,01,100.0,59229.99999999999,5336.0,3347.0,6972.0,2599.0,3910.0,11425.0,8084.0,4047.0,2199.0,4107.0,11949.0,2522.0,3611.0,23820.0,9000.0,8173.999999999999,1174.0,82619.0,36405.0,2916.0,30011.0,6853.0,7703.0,3588.0000000000005,5409.0,12096.0
02,02,100.0,39105.0,4672.0,2097.0,6645.0,2125.0,3677.0000000000005,5350.0,2427.0,1778.0,1183.0,3986.9999999999995,5097.0,1218.0,1328.0,13266.0,4428.0,4982.0,736.0,46801.0,25650.0,1542.0,13580.000000000002,2740.0,4293.0,3954.9999999999995,5154.0,8628.0
03,03,100.0,40900.0,4339.0,1696.0,5866.0,2518.0,3128.0,7773.0,2466.0,2539.0,927.9999999999999,3675.0,4569.0,864.0,1336.0,21106.0,7413.0,7169.0,1269.0,28169.0,5784.0,1728.0,11360.0,696.0,4723.0,3440.0,4801.0,2660.0
04,04,100.0,41725.0,3531.0,2422.0,4789.0,2146.0,2242.0,10809.0,2504.0,3044.0,2301.0,2668.0,9157.0,1409.0,2954.0,27739.999999999996,8943.0,11349.0,1024.0,42026.0,13616.999999999998,5043.0,14990.0,2167.0,4394.0,1864.0,4701.0,8054.000000000001
05,05,100.0,28313.0,545.0,916.0,1700.0,665.0,656.0,11957.0,3963.0000000000005,3030.0,1678.0,1033.0,9702.0,2157.0,3286.0,18658.0,5500.0,7316.0,2467.0,47099.0,16001.0,2637.0,16991.0,2327.0,6798.999999999999,1437.0,650.0,7059.0
06,06,100.0,28866.000000000004,1807.0,2005.0,2670.0,1695.0,1219.0,9334.0,1373.0,1762.0,1935.0000000000002,1957.0,6809.0,1323.0,1911.0,14127.000000000002,4230.0,5783.0,819.9999999999999,27604.000000000004,8630.0,3264.0,9512.0,1232.0,3333.0,1025.0,4516.0,5105.0
07,07,100.0,39884.0,2842.0,2469.0,4233.0,1748.0,1723.9999999999998,12491.0,2721.0,2757.0,2975.0,2257.0,11051.0,1969.0000000000002,3265.0,17739.0,5499.0,6986.0,1398.0,52642.99999999999,23226.0,2431.0,18134.0,3965.9999999999995,6266.0,1332.0,3329.0,11460.0
08,08,100.0,40109.0,2830.0,2127.0,4725.0,1540.0,1914.0,11689.0,3965.9999999999995,3319.0,1741.0,2785.0,12731.0,2019.0000000000002,4536.0,9585.0,2552.0,3843.0,843.0,73051.0,37193.0,1341.0,27083.0,9527.0,6105.0,1161.0,2964.0,15524.0
09,09,100.0,20395.0,1035.0,690.0,1839.9999999999998,778.0,1019.0,5985.0,1912.0,2487.0,575.0,1038.0,4451.0,977.0,1558.0,13458.000000000002,4232.0,4992.0,1303.0,24070.0,5218.0,1212.0,10214.0,1073.0,4304.0,2093.0,1177.0,2312.0
10,10,100.0,19356.0,281.0,480.0,675.0,280.0,393.0,5711.0,1809.0,6027.0,341.0,279.0,4345.0,717.0,1775.0,27042.0,9332.0,6804.000000000001,5292.0,29164.999999999996,2582.0,915.0,10829.0,348.0,5521.0,7762.0,261.0,1276.0
11,11,100.0,22927.0,976.0,832.0,2012.0,563.0,1128.0,5989.0,2691.0,3477.0000000000005,689.0,823.0,7205.0,1255.0,2654.0,24757.0,8237.0,7288.0,3638.0000000000005,36274.0,3961.9999999999995,1508.0,16244.0,618.0,7894.0,13272.0,942.0,2382.0
12,12,100.0,28581.0,1506.0,1347.0,2307.0,732.0,799.0,10512.0,4045.0000000000005,2364.0,1571.0,807.0,8643.0,1872.0,2715.0,15288.0,3776.0,7881.0,1083.0,43695.0,19006.0,1587.0,14356.0,2408.0,4537.0,1361.0,846.0000000000001,7865.000000000001
