id,district_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_age_below_6_percentage,inhabitants_age_6_15_percentage,inhabitants_age_15_18_percentage,inhabitants_age_18_27_percentage,inhabitants_age_27_45_percentage,inhabitants_age_45_55_percentage,inhabitants_age_55_65_percentage,inhabitants_age_above_65_percentage,inhabitants_female_percentage,inhabitants_foreigners_percentage
01,01,397004,20516,29120,9461,49247,145300,47278,44361,51721,192462,147951,100.0,5.167706118830037,7.334938690794048,2.3830994146154696,12.40466091021753,36.59912746471068,11.90869613404399,11.173942831810258,13.027828434977984,48.47860474957431,37.26687892313428
02,02,292624,14918,21510,6836,30281,114196,40160,32574,32149,142622,89992,100.0,5.098009732626169,7.350729946962656,2.3361036688719996,10.348091749138828,39.02482366449779,13.724096451418886,11.131691180491005,10.986453605992672,48.73899611788507,30.753458362950408
03,03,427276,22768,38101,12347,39397,132140,62325,56884,63314,217503,84171,100.0,5.32864003594866,8.917187017290932,2.8897012703732483,9.220503842949288,30.926146097604356,14.586590400584164,13.313174622492252,14.818056712757095,50.904567539482684,19.699444855316
04,04,343500,15921,23364,7968,35224,94225,39648,47924,79226,177463,93506,100.0,4.634934497816594,6.80174672489083,2.3196506550218343,10.254439592430858,27.430858806404657,11.54235807860262,13.951673944687046,23.06433770014556,51.663173216885006,27.22154294032023
05,05,259277,15354,24680,7873,26455,66010,29564,35687,53654,131916,69363,100.0,5.921851918990114,9.518777215101995,3.0365207866490276,10.2033732263178,25.45925785935505,11.402476887652973,13.764043860427266,20.69369824550577,50.878404177771266,26.752469366739046
06,06,310044,14153,25436,8683,29837,68542,36747,46981,79665,163567,55338,100.0,4.5648359587671425,8.203996852059706,2.8005702416431215,9.6234727974094,22.10718478667544,11.852188721600806,15.153010540439421,25.69474010140496,52.7560604301325,17.848434415760345
07,07,356959,18904,28159,8876,35263,97861,41583,51031,75282,181440,83582,100.0,5.295846301676103,7.888581041520175,2.4865600811297655,9.878725567922366,27.415193341532223,11.649237027221613,14.296039601186692,21.089817037811066,50.829366958110036,23.415014049232543
08,08,329488,18021,27176,8425,32493,105323,39187,41447,57416,164602,93795,100.0,5.469394940028165,8.247948331957462,2.556997523430292,9.8616641577235,31.96565580537076,11.893301121740398,12.579213810518135,17.42582430923129,49.9569028310591,28.46689409022483
09,09,297236,16935,24702,7355,28141,85519,34067,40422,60095,150169,50836,100.0,5.697492901263642,8.310568033481811,2.4744647350926536,9.467561129876596,28.77141396062388,11.461263104065457,13.599294836426273,20.217941299169684,50.52180758723708,17.10290812687561
10,10,294091,17487,28223,8709,27136,75433,31653,41254,64196,147814,57643,100.0,5.9461187183558835,9.596689460065082,2.9613282963436487,9.227075973083162,25.64954384867269,10.76299512735854,14.027630903359844,21.82861767276115,50.26131367501896,19.600395795859104
11,11,315548,19196,27875,8212,31719,98749,34367,36351,59079,158614,79702,100.0,6.08338509513608,8.83383827500095,2.6024566785401904,10.052036457210948,31.294446486746864,10.891211479711487,11.519958928594065,18.722666599059416,50.266203556986575,25.258280832076263
12,12,274098,14765,24130,7681,27601,66500,31120,39860,62441,138323,65999,100.0,5.386759480185919,8.803420674357348,2.8022823953476497,10.06975607264555,24.26139555925253,11.353603455698327,14.542244014914374,22.780538347598302,50.46479726229305,24.078614218272296
