id,district_id,forecast_area_id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
0110,01,10,100.0,4559.0,5796.0,1600.0,8371.0,29786.0,7808.0,4607.0,3894.0,32702.999999999996,44274.0
0120,01,20,100.0,3199.0,4396.0,1425.0,6775.0,20353.0,5885.0,4396.0,4397.0,24190.0,32342.0
0130,01,30,100.0,3579.9999999999995,6296.0,2202.0,7088.0,16870.0,6809.0,4917.0,4362.0,25044.0,30900.0
0140,01,40,100.0,3953.0,5770.0,2050.0,8777.0,22927.0,7708.0,6092.0,5313.0,29464.999999999996,40435.0
0210,02,10,100.0,1853.0,3165.0,1247.0,3402.0000000000005,9372.0,4112.0,3261.9999999999995,2732.0,14258.000000000002,15633.000000000002
0220,02,20,100.0,1864.9999999999998,2616.0,1024.0,3409.0000000000005,11747.0,4097.0,2796.0,2534.0,14654.0,17927.0
0230,02,30,100.0,1185.0,1989.9999999999998,775.0,2531.0,9449.0,3949.0,2653.0,2613.0,12035.0,15328.0
0240,02,40,100.0,1907.0,2146.0,550.0,3486.9999999999995,11328.0,2167.0,1287.0,1102.0,11669.0,15802.000000000002
0250,02,50,100.0,2774.0,2799.0,675.0,4106.0,20539.0,3427.0000000000005,1548.0,953.9999999999999,17798.0,25302.0
0310,03,10,100.0,580.0,599.0,172.0,750.0,1845.0,471.0,275.0,285.0,2214.0,3722.9999999999995
0320,03,20,100.0,1089.0,1623.9999999999998,432.0,1489.0,3632.0,1288.0,721.0,787.0,5559.0,6695.0
0330,03,30,100.0,1038.0,1401.0,352.0,991.0,2868.0,840.0,436.00000000000006,508.0,4126.0,5458.0
0340,03,40,100.0,2401.0,2908.0,784.0,2709.0,9813.0,2547.0,1310.0,1319.0,12028.0,14212.0
0350,03,50,100.0,1614.0,1875.0,488.99999999999994,1939.0,7209.0,1617.0000000000002,828.9999999999999,683.0,8012.0,11262.0
0360,03,60,100.0,3117.0,3954.9999999999995,1185.0,4705.0,19531.0,4611.0,2207.0,1428.0,20317.0,27863.0
0370,03,70,100.0,1723.9999999999998,2302.0,634.0,2382.0,10755.0,2998.0,1452.0,852.9999999999999,11767.0,14958.000000000002
0410,04,10,100.0,860.0,1328.0,451.99999999999994,1192.0,3502.0000000000005,1623.0,1217.0,1148.0,5595.0,6476.000000000001
0420,04,20,100.0,1010.0,1598.0,563.0,2375.0,4820.0,1889.0,1477.0,1736.0,7848.999999999999,9144.0
0430,04,30,100.0,3632.0,4745.0,1651.0000000000002,6743.000000000001,19740.0,6990.000000000001,5555.0,6606.999999999999,28004.000000000004,33419.0
0440,04,40,100.0,1571.0,2533.0,788.0,2032.0,6430.0,2982.0,2243.0,2697.0,11113.0,11548.0
0450,04,50,100.0,3560.0,5397.0,1855.9999999999998,6213.0,18741.0,7420.0,5884.0,7164.0,28758.999999999996,32919.0
0510,05,10,100.0,5031.0,7481.999999999999,2332.0,6422.0,17701.0,6984.0,4906.0,4890.0,27460.000000000004,34168.0
0520,05,20,100.0,3410.0,5677.0,1803.0,4433.0,12177.0,5082.0,3894.0,3564.0,19714.0,23868.0
0530,05,30,100.0,1700.0,2208.0,686.0,1839.0,5993.0,2408.0,1741.0,1729.0,9084.0,9642.0
0540,05,40,100.0,308.0,777.0,267.0,356.0,919.0,628.0,478.0,595.0,2232.0,1685.0000000000002
0610,06,10,100.0,2025.0,3000.0,964.0,3070.0,9388.0,3827.0000000000005,2925.0,3264.0,14721.0,15304.0
0620,06,20,100.0,2179.0,3404.9999999999995,1067.0,3232.0,8583.0,3622.0,2722.0,3290.9999999999995,14311.000000000002,15269.999999999998
0630,06,30,100.0,1903.0,3408.0,1165.0,3208.0,7545.999999999999,3399.0,2576.0,2924.0,13504.0,14036.000000000002
0640,06,40,100.0,1335.0,2682.0,914.0,2866.0,5110.0,2463.0,2144.0,2511.0,10558.0,10728.0
0710,07,10,100.0,1563.0,2397.0,827.9999999999999,2915.0,9113.0,3621.0,3183.0,3639.0,13307.0,16199.0
0720,07,20,100.0,1644.0000000000002,2289.0,685.0,2641.0,8597.0,3004.0,2326.0,2321.0,11580.0,13368.0
0730,07,30,100.0,1464.0,1776.0000000000002,609.0,2044.0000000000002,6204.0,2238.0,1825.0,1880.0,9257.0,9746.0
0740,07,40,100.0,2429.0,3404.9999999999995,1083.0,3767.0,10890.0,3770.0000000000005,2828.0,2707.0,14676.0,17867.0
0750,07,50,100.0,1977.0,2589.0,784.0,2152.0,7347.0,2792.0,2178.0,2381.0,11037.0,11473.0
0760,07,60,100.0,2737.0,4462.0,1392.0,3019.0,8327.0,4061.9999999999995,3146.0,3401.0,15280.000000000002,14929.0
0810,08,10,100.0,5889.0,9359.0,3292.0,10273.0,37856.0,12217.0,8544.0,7375.0,45430.0,58535.0
0820,08,20,100.0,2886.0,4267.0,1253.0,4009.0000000000005,10709.0,4313.0,3192.0,2892.0,15938.999999999998,17845.0
0830,08,30,100.0,2129.0,2781.0,819.0,2108.0,6270.0,2786.0,2425.0,2596.0,11020.0,9143.0
