id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
01100101,01,10,01,01,3580,2404,1999,1176,823,1581,100.0,67.15083798882682,55.837988826815646,32.849162011173185,22.988826815642458,44.162011173184354
01100102,01,10,01,02,2034,1438,941,596,345,1093,100.0,70.69813176007867,46.263520157325466,29.301868239921337,16.96165191740413,53.736479842674534
01100103,01,10,01,03,5790,3594,3588,2196,1392,2202,100.0,62.072538860103634,61.968911917098445,37.92746113989637,24.041450777202073,38.031088082901555
01100104,01,10,01,04,4889,3252,2929,1637,1292,1960,100.0,66.5166700756801,59.91000204540806,33.483329924319904,26.426672121088156,40.089997954591944
01100205,01,10,02,05,2917,2033,1389,884,505,1528,100.0,69.69489201234144,47.617415152553995,30.305107987658552,17.31230716489544,52.382584847446
01100206,01,10,02,06,1876,1027,1202,849,353,674,100.0,54.74413646055437,64.0724946695096,45.25586353944563,18.816631130063964,35.927505330490405
01100207,01,10,02,07,8844,5089,5587,3755,1832,3257,100.0,57.541836273179555,63.172772501130716,42.458163726820445,20.714608774310268,36.82722749886929
01100308,01,10,03,08,7297,3650,4795,3647,1148,2502,100.0,50.02055639303824,65.7119364122242,49.979443606961766,15.732492805262439,34.288063587775795
01100309,01,10,03,09,12651,5700,8991,6951,2040,3660,100.0,45.05572682001423,71.06948067346454,54.94427317998577,16.125207493478776,28.930519326535453
01100310,01,10,03,10,10181,5618,6304,4563,1741,3877,100.0,55.18121991945782,61.91926136921717,44.81878008054218,17.10048128867498,38.08073863078283
01100311,01,10,03,11,9787,5368,6332,4419,1913,3455,100.0,54.84826811075917,64.6980688668642,45.15173188924083,19.546336977623376,35.301931133135795
01100312,01,10,03,12,10727,5681,6943,5046,1897,3784,100.0,52.95982101239862,64.72452689475156,47.04017898760138,17.684347907150183,35.27547310524844
01100313,01,10,03,13,11590,6059,7406,5531,1875,4184,100.0,52.27782571182053,63.899913718723035,47.72217428817947,16.17773943054357,36.10008628127696
01100414,01,10,04,14,5513,3289,3091,2224,867,2422,100.0,59.65898784690731,56.067476872846,40.34101215309269,15.726464719753311,43.932523127154
01100415,01,10,04,15,13348,6171,9185,7177,2008,4163,100.0,46.231645190290685,68.81180701228648,53.768354809709315,15.043452202577164,31.188192987713514
01100416,01,10,04,16,13523,6048,9591,7475,2116,3932,100.0,44.72380388966945,70.9236116246395,55.276196110330545,15.647415514308955,29.076388375360494
01200517,01,20,05,17,3924,2489,2157,1435,722,1767,100.0,63.430173292558614,54.96941896024465,36.569826707441386,18.399592252803263,45.030581039755354
01200518,01,20,05,18,7096,4742,3826,2354,1472,3270,100.0,66.82638105975197,53.917700112739574,33.173618940248026,20.744081172491544,46.08229988726043
01200519,01,20,05,19,9592,5611,5761,3981,1780,3831,100.0,58.496663886572144,60.0604670558799,41.503336113427856,18.557130942452044,39.939532944120096
01200520,01,20,05,20,9513,4841,6524,4672,1852,2989,100.0,50.88825817302638,68.57983811626195,49.11174182697361,19.468096289288344,31.42016188373804
01200521,01,20,05,21,5259,3289,3133,1970,1163,2126,100.0,62.54040692146796,59.57406351017303,37.45959307853204,22.114470431640996,40.42593648982697
01200522,01,20,05,22,11521,4558,8898,6963,1935,2623,100.0,39.56253797413419,77.23287909035675,60.437462025865806,16.79541706449093,22.76712090964326
01200623,01,20,06,23,10990,6023,7259,4967,2292,3731,100.0,54.804367606915385,66.05095541401273,45.19563239308462,20.855323020928115,33.94904458598726
01200624,01,20,06,24,6942,5139,3349,1803,1546,3593,100.0,74.0276577355229,48.2425813886488,25.972342264477096,22.27023912417171,51.75741861135119
01200625,01,20,06,25,6905,4293,4464,2612,1852,2441,100.0,62.17233888486604,64.64880521361333,37.82766111513396,26.821144098479362,35.35119478638668
01200626,01,20,06,26,6079,2856,4307,3223,1084,1772,100.0,46.98141141635138,70.85046882710972,53.01858858364863,17.831880243461097,29.14953117289028
01200627,01,20,06,27,3388,2328,2193,1060,1133,1195,100.0,68.71310507674144,64.728453364817,31.286894923258558,33.44155844155844,35.271546635183
01200628,01,20,06,28,3281,1573,2395,1708,687,886,100.0,47.942700396220665,72.99603779335568,52.05729960377934,20.93873818957635,27.003962206644317
01200629,01,20,06,29,6039,3084,3921,2955,966,2118,100.0,51.06805762543467,64.92796820665673,48.931942374565324,15.996025832091407,35.072031793343264
01300730,01,30,07,30,8060,5901,4092,2159,1933,3968,100.0,73.21339950372209,50.76923076923077,26.786600496277917,23.982630272952854,49.23076923076923
01300731,01,30,07,31,8922,5654,5177,3268,1909,3745,100.0,63.37144138085631,58.02510647836808,36.62855861914369,21.396547859224388,41.97489352163192
01300732,01,30,07,32,10078,6403,6003,3675,2328,4075,100.0,63.53443143480849,59.56538995832506,36.46556856519151,23.099821393133556,40.43461004167494
01300733,01,30,07,33,11684,7508,7042,4176,2866,4642,100.0,64.25881547415268,60.27045532351934,35.741184525847316,24.52927079767203,39.72954467648066
01300834,01,30,08,34,14258,9698,9793,4560,5233,4465,100.0,68.01795483237481,68.68424744003366,31.982045167625195,36.70220227240847,31.315752559966338
01300835,01,30,08,35,10821,6823,7180,3998,3182,3641,100.0,63.05332224378524,66.35246280380741,36.94667775621477,29.40578504759264,33.64753719619259
01300836,01,30,08,36,14947,10137,8583,4810,3773,6364,100.0,67.81962935706161,57.42289422626614,32.180370642938385,25.24252358332776,42.57710577373386
01400937,01,40,09,37,10966,6004,7206,4962,2244,3760,100.0,54.75104869596936,65.71220134962613,45.24895130403064,20.463250045595476,34.28779865037389
01400938,01,40,09,38,9681,5386,6229,4295,1934,3452,100.0,55.634748476397064,64.34252659849189,44.365251523602936,19.977275074888958,35.65747340150811
