id,district_id,forecast_area_id,district_region_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
011001,01,10,01,100.0,2444.0,296.0,115.99999999999999,303.0,134.0,199.0,478.0,148.0,200.99999999999997,87.0,185.0,332.0,63.0,105.0,1788.0,787.0,550.0,78.0,3335.0,1002.9999999999999,252.0,1520.0,250.0,352.0,81.0,284.0,499.0
011002,01,10,02,100.0,1963.0,161.0,73.0,247.00000000000003,109.00000000000001,191.0,252.99999999999997,306.0,99.0,22.0,153.0,191.0,32.0,71.0,1896.0,947.0000000000001,479.0,76.0,1773.9999999999998,422.0,128.0,873.0,107.0,256.0,281.0,240.0,245.00000000000003
011003,01,10,03,100.0,8458.0,966.0,350.0,1327.0,469.00000000000006,831.0,1114.0,653.0,424.0,192.0,835.0,1011.9999999999999,147.0,264.0,4391.0,1772.0,1426.0,222.00000000000003,7075.0,1980.9999999999998,432.0,3129.0,276.0,1085.0,1766.0,1548.0,1058.0
011004,01,10,04,100.0,5197.0,702.0,222.00000000000003,852.9999999999999,466.0,450.0,559.0,178.0,213.0,118.0,668.0,403.0,67.0,109.00000000000001,2288.0,855.0000000000001,797.0,65.0,2599.0,684.0,225.99999999999997,994.9999999999999,55.00000000000001,310.0,219.0,974.0,382.0
012005,01,20,05,100.0,7043.000000000001,652.0,369.0,789.0,250.0,417.0,1572.0,881.0,559.0,351.0,441.0,1607.9999999999998,259.0,561.0,2267.0,683.0,969.0,88.0,8826.0,3085.0,430.99999999999994,3644.0,1011.9999999999999,852.0,247.00000000000003,474.0,1187.0
012006,01,20,06,100.0,6307.0,642.0,381.0,714.0,303.0,432.0,1345.0,569.0,337.0,234.0,455.99999999999994,1199.0,254.0,362.0,3017.0,1178.0,988.0000000000001,141.0,8491.0,3489.0,501.99999999999994,3236.9999999999995,756.0,785.0,244.0,508.0,1375.0
013007,01,30,07,100.0,6353.0,359.0,558.0,554.0,152.0,260.0,1228.0,1460.0,633.0,286.0,276.0,1818.0,448.00000000000006,570.0,1707.0,516.0,634.0,93.0,11576.0,5916.0,150.0,3824.0,935.0,994.0,141.0,254.0,1518.0
013008,01,30,08,100.0,4857.0,321.0,221.0,560.0,175.0,310.0,1242.0,561.0,342.0,276.0,254.0,1501.0,311.0,399.0,2177.0,869.0,665.0,216.0,13415.0,7356.0,195.0,4385.0,1417.0,1025.0,122.0,363.0,2206.0
014009,01,40,09,100.0,6723.999999999999,532.0,390.0,704.0,206.0,290.0,1654.0,1252.0,377.0,288.0,353.0,1648.9999999999998,327.0,433.0,1891.0,605.0,722.0,80.0,9682.0,4542.0,243.00000000000003,3145.0,629.0,819.0,213.0,322.0,1635.0000000000002
014010,01,40,10,100.0,9884.0,705.0,667.0,921.0000000000001,335.0,530.0,1980.0,2076.0,861.9999999999999,345.0,486.00000000000006,2236.0,614.0,737.0,2398.0,788.0,944.0,114.99999999999999,15846.0,7927.0,357.0,5259.0,1416.0,1225.0,274.0,442.0,1991.0
021001,02,10,01,100.0,4247.0,340.0,347.0,559.0,183.0,234.0,876.0,576.0,214.0,183.0,273.0,826.0,231.99999999999997,208.0,2869.0,629.0,1487.0,92.0,15169.999999999998,9636.0,316.0,4047.0,1236.0,951.0,276.0,327.0,3290.9999999999995
022002,02,20,02,100.0,9413.0,1232.0,571.0,1657.0,556.0,869.0,1214.0,475.0,371.0,412.0,1071.0,1226.0,243.00000000000003,312.0,1828.0,610.0,691.0,69.0,8838.0,4741.0,376.0,2706.0,826.0,618.0,135.0,1607.0,1660.0000000000002
023003,02,30,03,100.0,2151.0,273.0,121.0,345.0,170.0,185.0,216.0,185.0,55.00000000000001,73.0,277.0,252.99999999999997,69.0,56.99999999999999,398.0,85.0,187.0,10.0,5827.0,4752.0,77.0,702.0,159.0,209.0,32.0,278.0,1030.0
023004,02,30,04,100.0,3953.0,513.0,236.0,709.0,229.99999999999997,405.99999999999994,421.0,240.0,164.0,98.0,472.0,403.0,96.0,108.0,644.0,190.0,269.0,40.0,5201.0,3713.0000000000005,142.0,892.0,204.0,237.0,18.0,583.0,914.0
024005,02,40,05,100.0,2997.0,297.0,119.0,469.00000000000006,150.0,259.0,459.0,217.0,154.0,98.0,239.0,451.99999999999994,124.0,107.0,1523.0,600.0,479.0,93.0,1944.0000000000002,380.0,112.00000000000001,876.0,39.0,401.0,1062.0,268.0,401.0
024006,02,40,06,100.0,3301.0,318.0,138.0,548.0,135.0,293.0,496.0,238.0,217.0,66.0,298.0,542.0,93.0,131.0,1870.0,729.0,574.0,146.0,3639.0,936.0,171.0,1644.0000000000002,94.0,755.0,977.0,396.0,455.0
025007,02,50,07,100.0,4545.0,577.0,175.0,851.0,256.0,508.0,631.0,177.0,225.0,86.0,423.00000000000006,459.99999999999994,134.0,121.0,1406.0,531.0,482.0,101.0,1900.0,400.0,93.0,842.0,77.0,323.0,530.0,528.0,314.0
025008,02,50,08,100.0,8498.0,1122.0,390.0,1507.0,445.0,923.0,1037.0,319.0,378.0,167.0,934.0,935.0,227.0,284.0,2728.0,1054.0,813.0000000000001,185.0,4282.0,1092.0,254.99999999999997,1871.0,105.0,799.0,925.0,1167.0,563.0
