id,district_id,forecast_area_id,district_region_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_age_below_6_percentage,inhabitants_age_6_15_percentage,inhabitants_age_15_18_percentage,inhabitants_age_18_27_percentage,inhabitants_age_27_45_percentage,inhabitants_age_45_55_percentage,inhabitants_age_55_65_percentage,inhabitants_age_above_65_percentage,inhabitants_female_percentage,inhabitants_foreigners_percentage
011001,01,10,01,16293,798,1037,328,1988,5791,1909,1916,2526,7651,6836,100.0,4.897808874976984,6.364696495427484,2.013134474927883,12.201558951697047,35.542871171668814,11.71668814828454,11.75965138402995,15.503590498987297,46.95881666973547,41.956668507948194
011002,01,10,02,13637,649,855,224,1291,5089,1533,1614,2382,6646,5459,100.0,4.759111241475398,6.26970741365403,1.6425900124660848,9.46689154506123,37.317591845713864,11.241475397814767,11.83544767910831,17.467184864706315,48.73505903057857,40.030798562733736
011003,01,10,03,62233,3043,4098,1177,6852,22826,7795,7112,9330,30592,21462,100.0,4.889688750341459,6.584930824482188,1.8912795462214582,11.010235727025854,36.67828965339932,12.525508974338372,11.428020503591343,14.992046020600004,49.15719955650539,34.486526440955764
011004,01,10,04,32384,1851,2538,844,3015,13168,5149,3612,2207,16076,10517,100.0,5.715785573122529,7.837203557312253,2.6062252964426875,9.310153162055336,40.662055335968375,15.899827075098813,11.153656126482213,6.815093873517787,49.641798418972336,32.47591403162055
012005,01,20,05,46905,2201,2954,996,6097,17663,5150,5466,6378,22317,16606,100.0,4.692463490033045,6.297836051593647,2.1234409977614326,12.998614220232385,37.656966208293355,10.979639697260419,11.653341861208826,13.597697473616885,47.57914934441957,35.403475109263404
012006,01,20,06,43624,2303,3035,930,5381,16750,4743,4743,5739,21040,15736,100.0,5.279204107830552,6.957179534201358,2.1318540253071703,12.334953236750412,38.39629561709151,10.872455529066569,10.872455529066569,13.155602420685861,48.230331927379424,36.071887034659824
013007,01,30,07,38744,2199,3530,1224,5376,13553,4653,4017,4192,18501,16430,100.0,5.675717530456328,9.111088168490605,3.1591988436919265,13.875696882097873,34.98090026842866,12.00960148668181,10.368056989469338,10.819739830683462,47.75190997315713,42.40656617798885
013008,01,30,08,40026,2224,3871,1295,5634,12676,4913,4301,5112,19745,14470,100.0,5.556388347574077,9.671213711087793,3.2353969919552292,14.075850697046919,31.669414880327786,12.27452156098536,10.745515414980263,12.771698396042572,49.33043521710888,36.1515015240094
014009,01,40,09,46542,2421,3159,970,5527,16220,5040,5609,7596,22983,15720,100.0,5.2017532551244035,6.787417816166045,2.0841390571956513,11.875295432082849,34.850242791457184,10.828928709552663,12.051480383309698,16.32074255511151,49.38120407373985,33.77594430836663
014010,01,40,10,56616,2827,4043,1473,8086,21564,6393,5971,6259,26911,24715,100.0,4.993288116433517,7.141090857708068,2.6017380245866892,14.282181715416137,38.0881729546418,11.291860958033064,10.54648862512364,11.055178748057086,47.53249964674297,43.65373745937544
