id,district_id,forecast_area_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
0101,01,01,100.0,17325.0,2030.0,689.0,2055.0,1059.0,1450.0,1566.0,2286.0,1101.0,776.0,308.0,1527.0,247.00000000000003,417.0,5785.0,2626.0,1058.0,307.0,9651.0,2614.0,587.0,4483.0,501.99999999999994,1207.0,1593.0,2124.0,1263.0
0102,01,02,100.0,12972.999999999998,1007.0,696.0,1253.0,454.0,679.0,590.0,3397.9999999999995,1306.0,918.0,538.0,2659.0,523.0,980.0000000000001,3089.0,1192.0,696.0,178.0,15049.0,6575.0,521.0,5995.0,1664.9999999999998,1226.0,343.0,639.0,2422.0
0103,01,03,100.0,11622.0,581.0,844.9999999999999,872.0000000000001,302.0,498.00000000000006,367.0,3009.0,2149.0,1016.0,519.0,3495.0000000000005,905.0000000000001,1225.0,2645.0,1144.0,459.0,303.0,23487.0,14297.0,191.0,6609.999999999999,2200.0,1237.0,239.0,421.0,3556.0
0104,01,04,100.0,17494.0,1019.9999999999999,1096.0,1377.0,458.0,681.0,556.0,4758.0,3484.0000000000005,1153.0,695.0,4083.0,1059.0,1356.0,2554.0,1000.0,461.00000000000006,199.0,23013.0,12854.0,343.0,6901.000000000001,1948.0,1288.0,391.0,559.0,3547.0
0201,02,01,100.0,4271.0,295.0,346.0,518.0,178.0,244.0,216.0,944.0,557.0,155.0,174.0,906.0,286.0,250.99999999999997,1290.0,482.0,248.0,101.0,16408.0,10999.0,236.0,4354.0,1342.0,790.0,119.0,270.0,3116.0
0202,02,02,100.0,9751.0,1215.0,551.0,1438.0,544.0,777.0,817.0,1376.0,467.0,323.0,467.0,1395.0,280.0,393.0,869.9999999999999,395.0,133.0,60.0,8719.0,5307.0,260.0,2601.0,866.0,514.0,80.0,1327.0,1583.0
0203,02,03,100.0,6845.999999999999,851.0,335.0,1039.0,426.0,626.0,729.0,683.0,413.0,157.0,161.0,708.0,181.0,225.99999999999997,523.0,171.0,86.0,49.0,11922.0,9941.0,141.0,1417.0,319.0,220.00000000000003,34.0,839.0,2150.0
0204,02,04,100.0,4715.0,413.99999999999994,117.0,593.0,215.0,417.0,319.0,736.0,381.0,394.0,73.0,700.0,121.0,227.99999999999997,1610.0000000000002,704.0,264.0,162.0,2441.0,593.0,100.0,914.0,80.0,337.0,1367.0,358.0,391.0
0205,02,05,100.0,11238.0,1489.0,333.0,1644.0000000000002,649.0,1141.0,993.0,1423.0,347.0,444.00000000000006,206.0,988.0000000000001,254.99999999999997,273.0,1842.0000000000002,745.0,320.0,236.0,2893.0,624.0,120.0,1379.0,85.0,534.0,899.0,1046.0,488.99999999999994
0301,03,01,100.0,629.0,19.0,7.000000000000001,24.0,24.0,24.0,14.000000000000002,285.0,51.0,27.0,15.0,161.0,40.0,40.0,420.0,212.0,62.0,51.0,617.0,55.00000000000001,22.0,306.0,6.0,139.0,33.0,25.0,38.0
0302,03,02,100.0,2074.0,151.0,78.0,124.0,97.0,60.0,91.0,700.0,129.0,145.0,47.0,180.0,35.0,30.0,1189.0,521.0,158.0,231.0,1282.0,283.0,43.0,450.0,30.0,188.0,100.0,190.0,171.0
0303,03,03,100.0,1042.0,57.99999999999999,43.0,44.0,45.0,36.0,39.0,422.0,67.0,57.99999999999999,31.0,143.0,13.0,43.0,711.0,318.0,55.00000000000001,181.0,1241.0,114.99999999999999,26.0,593.0,30.0,225.0,57.99999999999999,36.0,73.0
0304,03,04,100.0,5157.0,497.0,125.0,529.0,349.0,298.0,311.0,1338.0,274.0,227.99999999999997,133.0,509.99999999999994,99.0,113.99999999999999,1766.0,717.0,291.0,225.99999999999997,2319.0,606.0,123.0,875.0,102.0,275.0,191.0,350.0,287.0
0305,03,05,100.0,3130.0,204.99999999999997,153.0,343.0,144.0,192.0,161.0,739.0,278.0,172.0,130.0,580.0,124.0,186.0,1118.0,466.0,167.0,130.0,1938.0,206.0,69.0,1054.0,45.0,543.0,357.0,145.0,128.0
0306,03,06,100.0,11617.0,1348.0,417.0,1757.0,773.0,1054.0,1099.0,1563.0,413.99999999999994,391.0,197.0,735.0,130.0,200.0,2419.0,1081.0,409.99999999999994,159.0,3745.0000000000005,558.0,222.00000000000003,1880.0,98.0,640.0,939.0,1284.0,369.0
0307,03,07,100.0,8620.0,1103.0,318.0,1203.0,581.0,753.0,944.0,919.9999999999999,257.0,266.0,87.0,383.0,53.0,105.0,1519.0,711.0,262.0,126.0,1954.0,426.99999999999994,152.0,850.0,49.0,263.0,438.99999999999994,1238.0,225.0
0401,04,01,100.0,2901.0,64.0,57.99999999999999,112.99999999999999,52.0,59.0,46.0,1782.0,186.0,152.0,103.0,740.0,140.0,267.0,1196.0,413.0,210.0,147.0,3744.0,1600.0,321.0,1175.0,241.0,294.0,113.99999999999999,44.0,561.0
0402,04,02,100.0,4578.0,322.0,225.99999999999997,412.0,271.0,224.00000000000003,398.0,1152.0,290.0,245.00000000000003,164.0,710.0,142.0,236.0,1337.0,498.00000000000006,282.0,87.0,4298.0,874.0,492.0,1939.9999999999998,88.0,596.0,132.0,409.99999999999994,552.0
0403,04,03,100.0,21694.0,1897.0,1230.0,2500.0,1083.0,1174.0,1437.0,5079.0,1216.0,1312.0,936.9999999999999,3984.0000000000005,619.0,1627.0,7645.0,2641.0,1926.0000000000002,372.0,16445.0,6140.0,1854.0,6092.0,1099.0,1199.0,821.0000000000001,1947.0,3243.0
0404,04,04,100.0,5636.0,423.00000000000006,313.0,513.0,301.0,229.99999999999997,312.0,1634.0,219.0,340.0,317.0,964.0,175.0,311.0,2810.0,1108.0,703.0,63.0,2980.0,940.0,559.0,977.9999999999999,108.0,146.0,112.99999999999999,691.0,752.0
0405,04,05,100.0,11426.0,984.0,693.0,1305.0,585.0,542.0,632.0,2722.0,522.0,603.0,689.0,2109.0,337.0,664.0,4344.0,1627.0,993.0,192.0,7852.0,2344.0,803.9999999999999,3283.0,352.0,832.0,353.0,1094.0,1588.0
0406,04,06,100.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,15.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0
0501,05,01,100.0,10773.0,167.0,287.0,555.0,225.99999999999997,168.0,353.0,5233.0,1106.0,950.0,614.0,3030.0,723.0,1049.0,5785.0,2482.0,645.0,1408.0,14584.0,6238.0,501.0,4383.0,875.0,1201.0,229.0,209.0,2291.0
0502,05,02,100.0,8863.0,198.0,263.0,509.0,223.0,183.0,397.0,3902.0000000000005,972.0000000000001,901.0,522.0,2482.0,559.0,858.0,4059.0000000000005,1827.0,469.00000000000006,981.0,11286.0,3826.0,765.0,3961.9999999999995,591.0,1166.0,332.0,188.0,1436.0
0503,05,03,100.0,3734.0000000000005,66.0,132.0,200.0,63.0,49.0,88.0,2174.0,176.0,137.0,278.0,1120.0,126.0,416.0,1460.0,557.0,154.0,289.0,5248.0,2502.0,272.0,1664.0,275.0,405.99999999999994,200.0,56.00000000000001,1103.0
0504,05,04,100.0,1207.0,60.0,28.000000000000004,102.0,82.0,53.0,98.0,416.0,28.999999999999996,42.0,65.0,221.0,28.000000000000004,64.0,422.0,190.0,42.0,36.0,1293.0,287.0,163.0,552.0,21.0,235.0,15.0,52.0,148.0
0601,06,01,100.0,7715.000000000001,405.0,564.0,747.0,337.0,252.99999999999997,354.0,2637.0,360.0,326.0,655.0,2082.0,448.00000000000006,577.0,2171.0,836.0,492.0,165.0,5481.0,2445.0,500.0,1721.0,308.0,372.0,222.00000000000003,667.0,1335.0
0602,06,02,100.0,7101.000000000001,211.0,433.0,401.99999999999994,292.0,193.0,263.0,3479.0,295.0,285.0,466.0,1672.0,375.0,490.00000000000006,2062.0,882.0,386.0,285.0,5802.0,2318.0,507.0,1884.0,334.0,541.0,128.0,669.0,1115.0
0603,06,03,100.0,6856.0,443.0,509.99999999999994,557.0,419.00000000000006,289.0,436.00000000000006,1922.0,304.0,386.0,425.0,1282.0,218.00000000000003,382.0,1839.9999999999998,784.0,330.0,152.0,5035.0,1423.0,661.0,1888.0,169.0,724.0,112.00000000000001,1401.0,956.0
0604,06,04,100.0,5451.0,494.00000000000006,279.0,413.99999999999994,499.0,289.0,531.0,1286.0,167.0,155.0,130.0,508.0,74.0,197.0,1697.0,708.0,323.0,77.0,3112.0,679.0,432.0,1190.0,105.0,334.0,67.0,1614.0,457.0
0701,07,01,100.0,7218.000000000001,712.0,530.0,992.0,280.0,401.0,430.0,1330.0,453.0,417.0,321.0,1502.0,296.0,624.0,2866.0,892.0,876.0,99.0,9177.0,5051.0,381.0,2861.0,650.0,674.0,155.0,658.0,1520.0
