id,district_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
01,01,371407,188733,250476,182674,67802,120931,100.0,50.81568198768467,67.4397628477654,49.18431801231533,18.255444835450056,32.56023715223461
02,02,281323,115370,209391,165953,43438,71932,100.0,41.0098001229903,74.43081440195078,58.990199877009694,15.440614524941083,25.569185598049216
03,03,397406,73444,349723,323962,25761,47683,100.0,18.4808483012335,88.00143933408152,81.5191516987665,6.482287635315018,11.99856066591848
04,04,336249,133257,255008,202992,52016,81241,100.0,39.63045243257229,75.83903595252328,60.36954756742771,15.46948838509557,24.16096404747672
05,05,239942,81211,196798,158731,38067,43144,100.0,33.846096139900474,82.01898792208117,66.15390386009953,15.865084061981646,17.98101207791883
06,06,304086,77206,262923,226880,36043,41163,100.0,25.389527962484298,86.46336891537263,74.6104720375157,11.852896877856923,13.536631084627377
07,07,346108,121289,280094,224819,55275,66014,100.0,35.04368578593965,80.92676274457685,64.95631421406036,15.970448530516487,19.073237255423162
08,08,327522,143621,247626,183901,63725,79896,100.0,43.850794755772135,75.60591349588731,56.14920524422787,19.45670825165943,24.3940865041127
09,09,259524,32010,239543,227514,12029,19981,100.0,12.334119387802284,92.30090473328093,87.66588061219771,4.635024121083213,7.699095266719071
10,10,262015,42466,240340,219549,20791,21675,100.0,16.207469038032173,91.7275728488827,83.79253096196783,7.935041886914871,8.272427151117302
11,11,283121,62979,242566,220142,22424,40555,100.0,22.244552682422004,85.67573581613514,77.755447317578,7.920288498557154,14.324264183864848
12,12,261919,80146,219393,181773,37620,42526,100.0,30.59953649792493,83.76368266525147,69.40046350207507,14.363219163176403,16.236317334748527
