id,district_id,forecast_area_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_age_below_6_percentage,inhabitants_age_6_15_percentage,inhabitants_age_15_18_percentage,inhabitants_age_18_27_percentage,inhabitants_age_27_45_percentage,inhabitants_age_45_55_percentage,inhabitants_age_55_65_percentage,inhabitants_age_above_65_percentage,inhabitants_female_percentage,inhabitants_foreigners_percentage
0101,01,01,109856,6424,6809,1946,11862,40606,16487,10464,15258,53455,31484,100.0,5.8476551121468106,6.198113894552869,1.7714098456160792,10.797771628313429,36.96293329449461,15.007828429944656,9.525196621031167,13.889091173900377,48.65915380133994,28.659335857850277
0102,01,02,83170,4683,5553,1756,12677,27317,11513,8997,10674,39772,25422,100.0,5.6306360466514365,6.67668630515811,2.1113382229169173,15.242274858723098,32.84477576049056,13.842731754238308,10.817602500901767,12.833954550919803,47.82012744980161,30.56630996753637
0103,01,03,76243,5581,7247,2308,11351,24550,9744,6617,8845,36631,27842,100.0,7.320016263788151,9.505134897629947,3.0271631494038798,14.887924137297851,32.19967734742862,12.780189656755375,8.678829531891452,11.601065015804728,48.04506643232821,36.51745078236691
0104,01,04,102138,5845,7098,2369,16111,33896,13518,9950,13351,48893,36183,100.0,5.722649748379643,6.949421371086177,2.3194109929702953,15.773757073762948,33.18647320292153,13.23503495271104,9.741721983982456,13.071530674185905,47.86954904149288,35.42560065793338
0201,02,01,40396,2690,4148,1376,5655,12109,5660,3876,4882,19706,14317,100.0,6.659075155956034,10.268343400336667,3.406277849292009,13.998910783245865,29.975740172294284,14.011288246361026,9.595009406871966,12.085354985642143,48.78205762946826,35.441627883948904
0202,02,02,64057,3994,4402,1427,6887,23751,10110,7301,6185,31487,16503,100.0,6.235071889098771,6.872004620884526,2.2277034516134067,10.751362068158047,37.07791498196919,15.782818427338153,11.397661457764178,9.655463103173737,49.15465913171082,25.762992334951683
0203,02,03,48497,2809,3431,1161,5292,18932,7634,4815,4423,23327,16087,100.0,5.792110852217663,7.074664412231685,2.393962513145143,10.912015176196466,39.03746623502485,15.741179866795886,9.928449182423655,9.120151761964658,48.099882466956714,33.17112398705074
0204,02,04,47728,2804,2742,723,5111,17676,5858,4327,8487,24045,8798,100.0,5.874958095876634,5.745055313442843,1.5148340596714718,10.70859872611465,37.034864230640295,12.27371773382501,9.065957090177672,17.782014750251424,50.37923231645994,18.43362386858867
0205,02,05,80645,5517,4602,1050,9228,42028,9685,4509,4026,38450,16227,100.0,6.841093682187364,5.706491412982826,1.302002604005208,11.442742885485771,52.11482422964846,12.009424018848037,5.591171182342364,4.992249984499969,47.67809535619072,20.121520243040486
0301,03,01,15840,1119,1262,353,1327,4050,2090,1926,3713,8194,1441,100.0,7.0643939393939394,7.967171717171717,2.228535353535354,8.377525252525253,25.568181818181817,13.194444444444445,12.15909090909091,23.440656565656564,51.72979797979798,9.097222222222221
0302,03,02,45904,3116,4328,1271,3235,11469,8622,5971,7892,23412,2839,100.0,6.788079470198675,9.428372255141165,2.768821889159986,7.047316138027187,24.98475078424538,18.782676890902753,13.00758103868944,17.19240153363541,51.00209132101777,6.184646218194493
0303,03,03,34567,2185,2989,978,2385,7866,6269,5005,6890,17529,1933,100.0,6.321057656146036,8.646975439002517,2.829288049295571,6.8996441692944135,22.755807562125728,18.135794254635925,14.479127491538172,19.93230537796164,50.71021494488963,5.592038649579079
0304,03,04,87347,5877,7519,2003,6503,25847,14437,9163,15998,45835,6651,100.0,6.728336405371678,8.608194900797967,2.2931525982575245,7.445018146015318,29.591170847310156,16.528329536217615,10.49034311424548,18.315454451784262,52.474612751439665,7.614457279586019
0305,03,05,52687,3691,4058,1060,4653,17053,8217,5137,8818,26833,5487,100.0,7.005523184087156,7.702089699546377,2.011881488792302,8.831400535236396,32.366617951297286,15.59587754094938,9.75003321502458,16.736576385066527,50.92907168751305,10.414333706606943
