id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_age_below_6_percentage,inhabitants_age_6_15_percentage,inhabitants_age_15_18_percentage,inhabitants_age_18_27_percentage,inhabitants_age_27_45_percentage,inhabitants_age_45_55_percentage,inhabitants_age_55_65_percentage,inhabitants_age_above_65_percentage,inhabitants_female_percentage,inhabitants_foreigners_percentage
01011101,01,01,11,01,3114,127,107,31,454,941,344,398,712,1501,1207,100.0,4.078355812459859,3.4360950545921645,0.995504174694926,14.579319203596661,30.218368657675015,11.046885035324342,12.780989081567116,22.864482980089917,48.20166987797045,38.76043673731535
01011102,01,01,11,02,192,7,3,0,31,39,42,37,33,77,52,100.0,3.6458333333333335,1.5625,0.0,16.145833333333336,20.3125,21.875,19.270833333333336,17.1875,40.10416666666667,27.083333333333332
01011103,01,01,11,03,5518,273,394,137,722,1590,733,769,900,2467,2148,100.0,4.947444726350127,7.140268213120696,2.4827836172526276,13.0844508880029,28.81478796665459,13.283798477709317,13.936208771293948,16.310257339615802,44.70822761870243,38.92714751721638
01011104,01,01,11,04,4704,285,388,175,893,1605,643,387,328,2135,1800,100.0,6.058673469387755,8.24829931972789,3.7202380952380953,18.983843537414966,34.119897959183675,13.66921768707483,8.22704081632653,6.972789115646258,45.38690476190476,38.265306122448976
01011105,01,01,11,05,1135,74,67,21,92,316,222,174,169,529,458,100.0,6.5198237885462555,5.903083700440528,1.8502202643171806,8.105726872246697,27.841409691629952,19.559471365638768,15.330396475770925,14.889867841409693,46.6079295154185,40.352422907488986
01011201,01,01,12,01,2190,82,145,52,267,578,333,336,397,1039,772,100.0,3.744292237442922,6.621004566210045,2.374429223744292,12.191780821917808,26.392694063926943,15.205479452054796,15.342465753424658,18.12785388127854,47.44292237442922,35.25114155251142
01011202,01,01,12,02,608,39,36,12,37,206,116,85,77,270,221,100.0,6.4144736842105265,5.921052631578947,1.9736842105263157,6.0855263157894735,33.881578947368425,19.078947368421055,13.980263157894738,12.664473684210526,44.40789473684211,36.348684210526315
01011203,01,01,12,03,1004,45,42,19,96,319,204,116,163,492,375,100.0,4.482071713147411,4.183266932270916,1.8924302788844622,9.56175298804781,31.772908366533866,20.318725099601593,11.553784860557768,16.235059760956176,49.00398406374502,37.35059760956175
01011204,01,01,12,04,7463,367,378,111,712,2375,1074,888,1558,3691,2176,100.0,4.917593461074635,5.064987270534638,1.4873375318236635,9.540399303229265,31.823663406136944,14.390995578185716,11.898700254589308,20.876323194425833,49.45732279244272,29.157175398633257
01011301,01,01,13,01,6431,440,331,61,652,2840,962,573,572,3083,1815,100.0,6.841859741875292,5.146944487638003,0.9485305551236201,10.13839216296066,44.1610946975587,14.958793344736431,8.909967345669413,8.894417664437878,47.93966723682164,28.22267143523558
01011302,01,01,13,02,12535,697,1003,257,1191,5006,2365,1062,954,6078,3246,100.0,5.5604307937774236,8.001595532508974,2.0502592740327086,9.501396090945354,39.936178699641005,18.867171918627843,8.472277622656561,7.610690067810132,48.48823294774631,25.895492620662147
01011303,01,01,13,03,9536,419,391,236,1257,3586,1214,922,1511,4449,3079,100.0,4.393875838926174,4.1002516778523495,2.4748322147651005,13.181627516778525,37.60486577181208,12.730704697986578,9.668624161073826,15.845218120805368,46.65478187919463,32.288171140939596
01011304,01,01,13,04,8607,428,470,170,812,2091,966,962,2708,4591,1924,100.0,4.9726966422679215,5.460671546415708,1.9751365167886603,9.434181480190542,24.294179156500523,11.223422795399093,11.176948995004068,31.462762867433486,53.340304403392594,22.353897990008136
