id,district_id,forecast_area_id,district_region_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
010111,01,01,11,100.0,2498.0,288.0,147.0,250.99999999999997,88.0,200.99999999999997,103.0,499.0,193.0,206.0,72.0,347.0,78.0,114.99999999999999,1127.0,466.0,227.0,70.0,3231.0,846.0000000000001,229.0,1583.0,290.0,356.0,95.0,161.0,398.0
010112,01,01,12,100.0,1784.0,136.0,79.0,168.0,90.0,112.00000000000001,121.0,225.99999999999997,331.0,102.0,34.0,166.0,16.0,62.0,1259.0,666.0,200.99999999999997,38.0,951.0,186.0,41.0,531.0,49.0,123.0,156.0,150.0,151.0
010113,01,01,13,100.0,7515.000000000001,897.0000000000001,229.99999999999997,869.0,478.0,687.0,732.0,1022.0000000000001,409.99999999999994,281.0,140.0,758.0,112.99999999999999,178.0,2419.0,1063.0,430.0,162.0,4040.0,1288.0,206.99999999999997,1698.0,132.0,505.0,1205.0,1037.0,569.0
010114,01,01,14,100.0,5528.0,709.0,233.0,767.0,403.0,450.0,610.0,539.0,167.0,187.0,62.0,256.0,40.0,62.0,980.0000000000001,430.99999999999994,200.0,37.0,1429.0,294.0,110.00000000000001,671.0,31.0,223.0,137.0,776.0,145.0
010221,01,02,21,100.0,7470.0,537.0,401.99999999999994,704.0,236.0,346.0,324.0,2042.0000000000002,850.0,564.0,337.0,1584.0,275.0,616.0,1409.0,513.0,319.0,87.0,7936.0,3123.0,276.0,3415.0,1021.0000000000001,596.0,202.99999999999997,335.0,1164.0
010222,01,02,22,100.0,5503.0,470.0,294.0,549.0,218.00000000000003,333.0,266.0,1356.0,455.99999999999994,354.0,200.99999999999997,1075.0,248.0,364.0,1680.0,679.0,377.0,91.0,7113.0,3452.0000000000005,245.00000000000003,2580.0,644.0,630.0,140.0,304.0,1258.0
010331,01,03,31,100.0,6679.000000000001,307.0,639.0,451.99999999999994,173.0,235.0,183.0,1569.0,1474.0,620.0,258.0,2073.0,574.0,802.0,1059.0,467.0,173.0,80.0,11206.0,6706.999999999999,89.0,3120.0,796.0,670.0,106.0,197.0,1552.0
010332,01,03,32,100.0,4943.0,274.0,206.0,420.0,129.0,263.0,184.0,1440.0,675.0,396.0,261.0,1422.0,331.0,423.00000000000006,1586.0,677.0,286.0,223.0,12281.0,7590.000000000001,102.0,3490.0,1404.0,567.0,133.0,224.00000000000003,2004.0
010441,01,04,41,100.0,6995.999999999999,445.0,375.0,590.0,188.0,219.0,225.99999999999997,2159.0,1277.0,316.0,364.0,1646.0,332.0,493.0,1025.0,409.0,187.0,68.0,7822.0,4319.0,161.0,2358.0,505.99999999999994,536.0,166.0,204.99999999999997,1421.0
010442,01,04,42,100.0,10498.0,575.0,721.0,787.0,270.0,462.0,330.0,2599.0,2207.0,836.9999999999999,331.0,2437.0,727.0,863.0000000000001,1529.0,591.0,274.0,131.0,15191.0,8535.0,182.0,4543.0,1442.0,752.0,225.0,354.0,2126.0
020101,02,01,01,100.0,4271.0,295.0,346.0,518.0,178.0,244.0,216.0,944.0,557.0,155.0,174.0,906.0,286.0,250.99999999999997,1290.0,482.0,248.0,101.0,16408.0,10999.0,236.0,4354.0,1342.0,790.0,119.0,270.0,3116.0
020202,02,02,02,100.0,9751.0,1215.0,551.0,1438.0,544.0,777.0,817.0,1376.0,467.0,323.0,467.0,1395.0,280.0,393.0,869.9999999999999,395.0,133.0,60.0,8719.0,5307.0,260.0,2601.0,866.0,514.0,80.0,1327.0,1583.0
020303,02,03,03,100.0,2697.0,360.0,149.0,378.0,185.0,241.0,288.0,234.0,166.0,69.0,80.0,338.0,113.99999999999999,106.0,190.0,65.0,38.0,15.0,6970.999999999999,5986.0,65.0,732.0,154.0,123.0,19.0,320.0,1258.0
020304,02,03,04,100.0,4149.0,491.0,186.0,661.0,241.0,385.0,441.0,449.0,247.00000000000003,88.0,81.0,370.0,67.0,120.0,333.0,106.0,48.0,34.0,4951.0,3954.9999999999995,76.0,685.0,165.0,97.0,15.0,519.0,892.0
