id,district_id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
01,01,100.0,15615.0,20171.0,6389.0,29202.999999999996,69251.0,23433.0,13538.999999999998,11132.0,89077.0,120931.0
02,02,100.0,8726.0,11382.0,3672.9999999999995,16797.0,47154.0,13775.0,7253.0,6609.999999999999,55590.0,71932.0
03,03,100.0,7813.0,7966.0,1935.0000000000002,10085.0,32330.0,7844.0,3403.0,2068.0,35951.0,47683.0
04,04,100.0,9619.0,12788.0,3886.9999999999995,15741.0,43277.0,19539.0,14497.999999999998,13908.000000000002,66136.0,81241.0
05,05,100.0,7906.0,11021.0,3359.0000000000005,10247.0,24134.0,10773.0,7658.0,6113.0,39362.0,43144.0
06,06,100.0,6503.0,9613.0,2964.0,9510.0,22188.0,11032.0,8090.000000000001,7306.0,39091.0,41163.0
07,07,100.0,10106.0,13994.0,4309.0,14771.0,38729.0,17196.0,11796.0,10388.0,59554.0,66014.0
08,08,100.0,12943.0,17517.0,5557.0,18249.0,49805.0,18627.0,11469.0,9454.0,69500.0,79896.0
09,09,100.0,3474.0,3936.0,1150.0,5088.0,11433.0,3683.0,2032.0,1214.0,14981.0,19981.0
10,10,100.0,4848.0,5876.0,1522.0,5968.0,13293.0,4700.0,3854.0,2405.0,20725.0,21675.0
11,11,100.0,6948.999999999999,7679.000000000001,2055.0,11047.0,21927.0,6614.0,4534.0,2174.0,29560.000000000004,40555.0
12,12,100.0,8261.0,11392.0,3597.0,9802.0,23849.0,10747.0,7093.000000000001,5405.0,39196.0,42526.0
