id,district_id,forecast_area_id,district_region_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
010111,01,01,11,14663,8753,8998,5910,3088,5665,100.0,59.69446907181341,61.36534133533383,40.30553092818659,21.059810407147243,38.63465866466617
010112,01,01,12,11265,5274,7721,5991,1730,3544,100.0,46.81757656458056,68.53972481136262,53.182423435419445,15.357301375943186,31.46027518863737
010113,01,01,13,54256,20869,39904,33387,6517,14352,100.0,38.46394868770274,73.54762606900618,61.53605131229726,12.011574756708935,26.452373930993804
010114,01,01,14,29672,11173,21749,18499,3250,7923,100.0,37.65502830951739,73.2980587759504,62.34497169048261,10.953087085467782,26.70194122404961
010221,01,02,21,45629,21868,31489,23761,7728,14140,100.0,47.92566131188499,69.01093602752636,52.07433868811502,16.93659733941134,30.989063972473645
010222,01,02,22,37541,18658,26259,18883,7376,11282,100.0,49.70032764177832,69.94752404038252,50.299672358221684,19.647851682160837,30.052475959617485
010331,01,03,31,38678,23686,23218,14992,8226,15460,100.0,61.238947205129534,60.028957029836086,38.76105279487047,21.267904234965613,39.971042970163914
010332,01,03,32,37565,23314,25183,14251,10932,12382,100.0,62.06309064288567,67.03846665779317,37.93690935711433,29.10155730067882,32.96153334220684
010441,01,04,41,45549,20345,32495,25204,7291,13054,100.0,44.66618367033305,71.34075391336802,55.33381632966695,16.00693758370107,28.659246086631978
010442,01,04,42,56589,34793,33460,21796,11664,23129,100.0,61.48368057396314,59.128099100531905,38.51631942603686,20.611779674495043,40.871900899468095
020101,02,01,01,40396,27644,26079,12752,13327,14317,100.0,68.43251807109615,64.5583721160511,31.567481928903852,32.990890187147244,35.441627883948904
020202,02,02,02,64057,26607,47554,37450,10104,16503,100.0,41.53644410446945,74.23700766504831,58.46355589553054,15.773451769517774,25.762992334951683
020303,02,03,03,22258,12658,14469,9600,4869,7789,100.0,56.86944020127594,65.0058405966394,43.13055979872406,21.875280797915355,34.99415940336059
020304,02,03,04,26239,12610,17941,13629,4312,8298,100.0,48.05823392659781,68.37531918137124,51.941766073402185,16.433553107969054,31.624680818628757
020405,02,04,05,23538,5690,19892,17848,2044,3646,100.0,24.17367660803807,84.51015379386524,75.82632339196194,8.683830401903306,15.48984620613476
020407,02,04,07,24190,7549,19038,16641,2397,5152,100.0,31.207110376188506,78.7019429516329,68.79288962381149,9.909053327821415,21.298057048367095
020506,02,05,06,29964,8116,24268,21848,2420,5696,100.0,27.085836336937657,80.99052195968495,72.91416366306234,8.076358296622614,19.009478040315045
020508,02,05,08,50681,14496,40150,36185,3965,10531,100.0,28.602434837513073,79.22100984589886,71.39756516248693,7.82344468341193,20.778990154101145
030101,03,01,01,15840,2051,14399,13789,610,1441,100.0,12.948232323232322,90.90277777777777,87.05176767676768,3.8510101010101008,9.097222222222221
030202,03,02,02,27974,3566,25871,24408,1463,2103,100.0,12.747551297633516,92.48230499749768,87.25244870236648,5.229856295131193,7.517695002502324
030203,03,02,03,17930,1972,17194,15958,1236,736,100.0,10.998326826547686,95.89514779698828,89.00167317345232,6.893474623535973,4.1048522030117125
030304,03,03,04,19231,1849,18329,17382,947,902,100.0,9.614684623784514,95.30965628412459,90.38531537621549,4.924340907909105,4.690343715875409
030307,03,03,07,15336,1580,14305,13756,549,1031,100.0,10.302556077203965,93.27725612936881,89.69744392279604,3.5798122065727704,6.722743870631194
030405,03,04,05,17725,2529,16709,15196,1513,1016,100.0,14.267983074753174,94.26798307475318,85.73201692524682,8.535966149506347,5.7320169252468265
030406,03,04,06,35308,4326,32859,30982,1877,2449,100.0,12.252180808881839,93.06389486801858,87.74781919111815,5.316075676900419,6.936105131981421
030408,03,04,08,34314,4831,31128,29483,1645,3186,100.0,14.078801655301042,90.71515999300577,85.92119834469895,4.793961648306814,9.28484000699423
030509,03,05,09,37410,6256,33081,31154,1927,4329,100.0,16.722801390002672,88.42822774659183,83.27719860999733,5.151029136594493,11.57177225340818
030510,03,05,10,15277,1662,14119,13615,504,1158,100.0,10.879099299600707,92.41997774432153,89.1209007003993,3.299077043922236,7.58002225567847
030611,03,06,11,25708,7162,20668,18546,2122,5040,100.0,27.859032207873035,80.39520771744205,72.14096779212696,8.254239925315076,19.60479228255796
030612,03,06,12,27139,5909,23132,21230,1902,4007,100.0,21.773094071262758,85.23527027524965,78.22690592873724,7.0083643465123995,14.764729724750358
030613,03,06,13,22519,6464,18187,16055,2132,4332,100.0,28.70464940716728,80.76291131933034,71.29535059283272,9.467560726497624,19.237088680669657
030614,03,06,14,26676,5739,22654,20937,1717,4022,100.0,21.513720197930724,84.92277702804019,78.48627980206928,6.436497225970911,15.077222971959813
030715,03,07,15,26382,8742,20265,17640,2625,6117,100.0,33.13622924721401,76.81373663861723,66.863770752786,9.949965885831249,23.18626336138276
030716,03,07,16,32637,8806,26823,23831,2992,5814,100.0,26.981646597420106,82.18586267120139,73.01835340257989,9.167509268621503,17.8141373287986
040101,04,01,01,19709,9493,14317,10216,4101,5392,100.0,48.165812572936225,72.64194023035162,51.83418742706378,20.807752803287837,27.358059769648385
040202,04,02,02,12881,3623,10593,9258,1335,2288,100.0,28.126698237714464,82.23740392826645,71.87330176228554,10.364102165980903,17.76259607173356
040203,04,02,03,28791,9858,22352,18933,3419,6439,100.0,34.23986662498697,77.63537216491264,65.76013337501303,11.87523878989962,22.364627835087354
040304,04,03,04,24419,10585,17916,13834,4082,6503,100.0,43.3473934231541,73.36909783365412,56.6526065768459,16.716491256808222,26.630902166345876
040305,04,03,05,15151,6485,11302,8666,2636,3849,100.0,42.80245528347964,74.59573625503268,57.19754471652037,17.398191538512307,25.40426374496733
040306,04,03,06,26865,12684,19369,14181,5188,7496,100.0,47.21384701284199,72.09752466033873,52.786152987158005,19.31137167318072,27.90247533966127
040307,04,03,07,23970,9234,18121,14736,3385,5849,100.0,38.52315394242803,75.59866499791406,61.47684605757197,14.121818940342093,24.40133500208594
040308,04,03,08,21729,10455,14907,11274,3633,6822,100.0,48.11542178655253,68.60416954300705,51.88457821344746,16.719591329559574,31.395830456992957
040309,04,03,09,15496,7233,10670,8263,2407,4826,100.0,46.67656169334022,68.85647909137842,53.32343830665979,15.533040784718638,31.143520908621582
040310,04,03,10,14931,5873,11474,9058,2416,3457,100.0,39.3342709798406,76.84682874556292,60.6657290201594,16.181099725403524,23.153171254437076
040411,04,04,11,18947,6579,15269,12368,2901,3678,100.0,34.72317517285058,80.58795587691982,65.27682482714941,15.311131049770413,19.41204412308017
040412,04,04,12,14557,3949,12467,10608,1859,2090,100.0,27.127842275194062,85.64264614961874,72.87215772480593,12.770488424812804,14.35735385038126
040413,04,04,13,18304,5079,15408,13225,2183,2896,100.0,27.74803321678322,84.17832167832168,72.25196678321679,11.926354895104895,15.821678321678323
040514,04,05,14,31106,13016,23335,18090,5245,7771,100.0,41.844017231402304,75.01768147624253,58.1559827685977,16.861698707644827,24.982318523757474
