id,district_id,forecast_area_id,district_region_id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
010111,01,01,11,100.0,609.0,818.0,312.0,1590.0,2986.0,994.0,814.0,630.0,4026.0,5665.0
010112,01,01,12,100.0,398.0,480.99999999999994,135.0,690.0,2065.0,671.0,482.0,352.0,2579.0,3544.0
010113,01,01,13,100.0,1678.0,1669.0000000000002,589.0,3397.0,9310.0,2428.0,1112.0,686.0,9984.0,14352.000000000002
010114,01,01,14,100.0,1024.0,977.9999999999999,193.0,1360.0,5883.0,1120.0,375.0,240.0,5634.0,7923.0
010221,01,02,21,100.0,1599.0,2104.0,669.0,3411.9999999999995,7938.0,2802.0,1855.9999999999998,1488.0,10159.0,14140.0
010222,01,02,22,100.0,1492.0,1963.0,611.0,3162.0,6395.0,2236.0,1443.0,1356.0,8916.0,11282.0
010331,01,03,31,100.0,2247.0,3016.0,999.0,3775.0,7722.0,3005.0,1560.0,1362.0,11125.0,15460.0
010332,01,03,32,100.0,2271.0,3325.0,992.0,3086.0,7472.0,2928.0,1660.0000000000002,1580.0,11177.0,12382.0
010441,01,04,41,100.0,1642.0000000000002,2067.0,619.0,2997.0,7281.999999999999,2679.0,1735.0000000000002,1324.0,9519.0,13054.0
010442,01,04,42,100.0,2655.0,3750.0,1270.0,5734.0,12198.0,4570.0,2502.0,2114.0,15958.000000000002,23129.0
020101,02,01,01,100.0,2312.0,3759.0000000000005,1233.0,3754.0,8815.0,3811.0,2030.9999999999998,1929.0,13416.999999999998,14316.999999999998
020202,02,02,02,100.0,1927.0,2477.0,875.0,3571.0,10592.0,3428.0,1984.0,1753.0,12906.0,16503.0
020303,02,03,03,100.0,755.0,1279.0,476.99999999999994,1571.0,4542.0,1823.0,963.0000000000001,1248.0,6107.0,7789.0
020304,02,03,04,100.0,797.0,1115.0,391.0,1636.0,5230.0,1655.9999999999998,789.0,996.0000000000001,6050.0,8298.0
020405,02,04,05,100.0,540.0,592.0,167.0,830.0000000000001,2470.0,598.0,344.0,149.0,2863.0,3646.0
020407,02,04,07,100.0,640.0,690.0,189.0,1564.0,3249.0,653.0,387.0,177.0,3581.0,5152.0
020506,02,05,06,100.0,668.0,569.0,127.0,1316.0,4377.0,652.0,270.0,137.0,3946.0,5696.0
020508,02,05,08,100.0,1087.0,901.0,214.0,2555.0,7879.000000000001,1154.0,484.99999999999994,221.0,6720.0,10531.0
030101,03,01,01,100.0,242.0,274.0,57.99999999999999,295.0,759.0,197.0,131.0,95.0,919.9999999999999,1441.0
030202,03,02,02,100.0,424.0,470.0,128.0,592.0,1191.0,424.0,216.0,121.0,1757.0,2103.0
030203,03,02,03,100.0,208.0,306.0,99.0,172.0,611.0,260.0,174.0,142.0,1042.0,736.0
030304,03,03,04,100.0,278.0,252.0,68.0,193.0,609.0,217.0,134.0,98.0,921.0000000000001,902.0
030307,03,03,07,100.0,178.0,243.00000000000003,86.0,256.0,505.99999999999994,168.0,101.0,42.0,668.0,1031.0
030405,03,04,05,100.0,260.0,384.0,145.0,279.0,786.0,352.0,197.0,126.0,1260.0,1016.0
030406,03,04,06,100.0,561.0,612.0,102.0,476.0,1696.0,484.0,222.00000000000003,173.0,2220.0,2449.0
030408,03,04,08,100.0,532.0,488.99999999999994,126.0,667.0,2130.0,483.0,258.0,146.0,2419.0,3186.0
030509,03,05,09,100.0,768.0,714.0,222.00000000000003,973.0,2525.0,603.0,282.0,169.0,2919.0,4329.0
030510,03,05,10,100.0,172.0,158.0,63.0,315.0,618.0,206.0,88.0,42.0,758.0,1158.0
030611,03,06,11,100.0,617.0,521.0,112.00000000000001,1191.0,3667.0,711.0,212.0,131.0,3457.0,5040.0
030612,03,06,12,100.0,480.0,451.0,107.0,836.9999999999999,3129.0,566.0,235.0,104.0,2962.0,4007.0
030613,03,06,13,100.0,621.0,607.0,108.0,718.0,3386.9999999999995,712.0,202.99999999999997,108.0,3185.0,4332.0
030614,03,06,14,100.0,633.0,717.0,171.0,972.0000000000001,2249.0,550.0,265.0,182.0,2760.0,4022.0
030715,03,07,15,100.0,909.0,875.0,163.0,1028.0,4293.0,963.0000000000001,305.0,206.0,4334.0,6117.0
030716,03,07,16,100.0,930.0000000000001,893.0,177.0,1121.0,4174.0,948.0,380.0,183.0,4369.0,5814.0
040101,04,01,01,100.0,906.0,1120.0,332.0,1209.0,2981.0,1288.0,919.0,738.0,4625.0,5392.0
040202,04,02,02,100.0,229.99999999999997,392.0,158.0,685.0,1096.0,454.0,333.0,275.0,1804.0,2288.0
040203,04,02,03,100.0,783.0,992.0,293.0,1614.0,3250.0,1261.0,847.0000000000001,818.0,4538.0,6439.0
040304,04,03,04,100.0,763.0,994.0,317.0,1346.0,3539.0,1504.0,1049.0,1073.0,5289.0,6503.0
040305,04,03,05,100.0,463.0,574.0,166.0,756.0,2282.0,942.0,698.0,604.0,3151.0,3849.0
040306,04,03,06,100.0,873.0,1041.0,347.0,1453.0,4350.0,1889.0,1353.0,1378.0,6308.0,7495.999999999999
