id,district_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_age_below_6_percentage,inhabitants_age_6_15_percentage,inhabitants_age_15_18_percentage,inhabitants_age_18_27_percentage,inhabitants_age_27_45_percentage,inhabitants_age_45_55_percentage,inhabitants_age_55_65_percentage,inhabitants_age_above_65_percentage,inhabitants_female_percentage,inhabitants_foreigners_percentage
01,01,371407,22533,26707,8379,52001,126369,51262,36028,48128,178751,120931,100.0,6.066929271661547,7.190763771280563,2.256015637831274,14.001082370553059,34.02439910933289,13.802109276346433,9.700409523783883,12.958291039210353,48.12806436066094,32.56023715223461
02,02,281323,17814,19325,5737,32173,114496,38947,24828,28003,137015,71932,100.0,6.33222310298127,6.869328138829743,2.039292912417399,11.436320528360639,40.699125204835724,13.84422887570515,8.825442640665711,9.954038596204363,48.7038031017727,25.569185598049216
03,03,397406,27281,32358,8435,32894,132001,66163,38760,59514,202245,47683,100.0,6.864768020613679,8.142302833877697,2.12251450657514,8.277177496061961,33.21565351303201,16.648716929286422,9.753249825115876,14.975616875437211,50.891279950478854,11.99856066591848
04,04,336249,15980,21255,6939,33777,83662,52186,45059,77391,173372,81241,100.0,4.7524304904995995,6.321208390210827,2.0636492599234493,10.045234335269399,24.88096618874703,15.520046156271098,13.400485949400592,23.015979229678006,51.56059943672695,24.16096404747672
05,05,239942,14236,19886,6817,25581,54224,36018,30386,52794,122400,43144,100.0,5.9331004992873275,8.287836227088214,2.8411032666227674,10.661326487234415,22.59879470872127,15.011127689191555,12.663893774328796,22.002817347525653,51.01232797926165,17.98101207791883
06,06,304086,15426,23839,8166,28005,62331,48792,39590,77937,160493,41163,100.0,5.072907006570509,7.839558545937662,2.6854245180639684,9.209565714962215,20.497819695743967,16.0454608235828,13.019343212117624,25.62992048302125,52.778819149845766,13.536631084627377
07,07,346108,18799,25066,8306,35491,87172,54490,44972,71812,176794,66014,100.0,5.431541599731875,7.242248084412958,2.399828955123834,10.254313682434384,25.186358015417156,15.74364071330336,12.993632045488694,20.74843690408774,51.0805875622638,19.073237255423162
08,08,327522,19905,24523,8254,36305,99269,45739,35907,57620,164477,79896,100.0,6.07745433894517,7.487435958500497,2.520136051929336,11.08475155867392,30.309109006417888,13.965168752022764,10.96323300419514,17.592711329315282,50.21861126886132,24.3940865041127
09,09,259524,15028,18271,5642,21700,67367,40622,31646,59248,132391,19981,100.0,5.790601254604584,7.0401966677455645,2.1739800557944546,8.361461753055593,25.95790755382932,15.652502273392827,12.193862610009093,22.829487831568564,51.0130084308195,7.699095266719071
10,10,262015,16491,21273,6033,22034,64057,38742,43724,49661,132524,21675,100.0,6.293914470545579,8.11900082056371,2.3025399309199854,8.409442207507203,24.447836955899472,14.786176363948627,16.687594221704863,18.95349502891056,50.5787836574242,8.272427151117302
11,11,283121,18118,20543,5574,28103,82774,37250,35215,55544,142620,40555,100.0,6.399384008957301,7.255908251242402,1.968769536699856,9.926144651933273,29.236262940580175,13.15691877324536,12.438144821472092,19.61846701586954,50.37422162255714,14.324264183864848
12,12,261919,15033,21507,7535,26190,55744,40088,33542,62280,133661,42526,100.0,5.739560703881734,8.211317239299172,2.8768436043204195,9.999274584890747,21.28291571058228,15.30549521035129,12.806249260267489,23.778343686406867,51.031425746127624,16.236317334748527
