id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
01011101,01,01,11,01,3419,2049,2032,1370,662,1387,100.0,59.92980403626792,59.43258262649898,40.07019596373208,19.36238666276689,40.56741737350102
01011102,01,01,11,02,192,90,119,102,17,73,100.0,46.875,61.979166666666664,53.125,8.854166666666668,38.02083333333333
01011103,01,01,11,03,5211,3041,3358,2170,1188,1853,100.0,58.35732105162157,64.44060640951832,41.64267894837843,22.797927461139896,35.559393590481676
01011104,01,01,11,04,4636,2994,2849,1642,1207,1787,100.0,64.58153580672995,61.45383951682485,35.41846419327006,26.03537532355479,38.54616048317515
01011105,01,01,11,05,1599,1109,763,490,273,836,100.0,69.3558474046279,47.71732332707943,30.64415259537211,17.073170731707318,52.28267667292058
01011201,01,01,12,01,2573,1593,1439,980,459,1134,100.0,61.912164788184995,55.926933540614066,38.087835211815005,17.839098328799068,44.07306645938593
01011202,01,01,12,02,646,316,418,330,88,228,100.0,48.91640866873065,64.70588235294117,51.08359133126935,13.622291021671826,35.294117647058826
01011203,01,01,12,03,1157,630,732,527,205,425,100.0,54.451166810717375,63.267070008643046,45.548833189282625,17.718236819360413,36.732929991356954
01011204,01,01,12,04,8312,4291,5498,4021,1477,2814,100.0,51.62415784408084,66.14533205004813,48.37584215591915,17.76948989412897,33.854667949951875
01011301,01,01,13,01,6967,3077,4814,3890,924,2153,100.0,44.1653509401464,69.09717238409645,55.83464905985359,13.262523324242858,30.902827615903544
01011302,01,01,13,02,12352,5060,9044,7292,1752,3308,100.0,40.965025906735754,73.21891191709845,59.034974093264246,14.183937823834198,26.781088082901555
01011303,01,01,13,03,9903,4845,6433,5058,1375,3470,100.0,48.92456831263254,64.9601130970413,51.07543168736747,13.884681409673835,35.0398869029587
01011304,01,01,13,04,9013,4134,6357,4879,1478,2656,100.0,45.867080883168754,70.53145456562743,54.132919116831246,16.398535448796185,29.468545434372572
01011305,01,01,13,05,9422,4188,6657,5234,1423,2765,100.0,44.4491615368287,70.65378900445765,55.5508384631713,15.10295054128635,29.34621099554235
