id,district_id,forecast_area_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_age_below_6_percentage,inhabitants_age_6_15_percentage,inhabitants_age_15_18_percentage,inhabitants_age_18_27_percentage,inhabitants_age_27_45_percentage,inhabitants_age_45_55_percentage,inhabitants_age_55_65_percentage,inhabitants_age_above_65_percentage,inhabitants_female_percentage,inhabitants_foreigners_percentage
0101,01,01,117395,6909,7828,2025,11893,44222,16385,12367,15766,57180,37293,100.0,5.885259167766941,6.668086375058563,1.7249456961540102,10.13075514289365,37.66940670386303,13.95715320073257,10.534520209548958,13.429873503982282,48.70735550917841,31.76711103539333
0102,01,02,86828,4797,5741,1778,11656,31330,10228,9807,11491,41346,28052,100.0,5.524715529552679,6.611922421338738,2.0477265398258626,13.42424102823974,36.082830423365735,11.779610263970147,11.294743631086748,13.234210162620352,47.61827981757037,32.307550559727275
0103,01,03,77339,5313,7489,2287,10855,25452,9243,7766,8934,37390,28575,100.0,6.869755233452721,9.683342168892798,2.957110901356366,14.035609459651663,32.909657481994856,11.951279432110578,10.041505579332549,11.551739743208472,48.345595365856816,36.94772365818022
0104,01,04,101798,5844,7214,2310,13808,36188,11916,11149,13369,49109,36931,100.0,5.74078076190102,7.086583233462347,2.2691997878150847,13.564117173225407,35.54883200062869,11.705534489872099,10.952081573311853,13.132870979783492,48.24161574883593,36.27870881549736
0201,02,01,40490,2496,3918,1299,5211,12601,5350,4616,4999,19915,14300,100.0,6.1644850580390225,9.6764633242776,3.208199555445789,12.869844406026179,31.1212645097555,13.213139046678194,11.40034576438627,12.346258335391456,49.184983946653496,35.3173623116819
0202,02,02,65074,3880,4658,1389,6166,23855,9227,8628,7271,32042,17314,100.0,5.962442757476103,7.158004733073117,2.1344930386944094,9.47536650582414,36.65826597412177,14.179242093616498,13.258751575129851,11.173433322064112,49.23932753480653,26.606632449211666
0203,02,03,47571,2483,3322,1062,4724,17948,7112,5868,5052,22767,15929,100.0,5.219566542641525,6.983246095310168,2.2324525446175194,9.930419793571714,37.7288684282441,14.950284837400938,12.335246263479851,10.619915494734187,47.85898972062812,33.484686048222656
0204,02,04,50328,3031,3197,796,5261,19308,5715,4860,8160,25058,12109,100.0,6.022492449531076,6.3523287235733585,1.5816245429979336,10.453425528532826,38.36432999523128,11.355507868383405,9.656652360515022,16.213638531235098,49.78938165633445,24.06016531553012
0205,02,05,86324,5929,5573,1242,8270,44215,10789,5869,4437,41152,21711,100.0,6.8683100875770355,6.45591029146008,1.4387655808349937,9.58018627496409,51.219822992447064,12.498262360409619,6.798804503961818,5.139937908345304,47.67156294889023,25.150595431166305
0301,03,01,16692,1269,1486,392,1375,4438,1845,2050,3837,8485,2345,100.0,7.602444284687275,8.90246824826264,2.3484303858135633,8.237479031871557,26.5875868679607,11.053199137311287,12.281332374790319,22.98705966930266,50.8327342439492,14.048646057991853
