id,district_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
01,01,100.0,56501.0,4660.0,3325.0,6157.0,2471.0,3484.0000000000005,12122.0,7964.0,4042.0,2249.0,4056.0,12207.0,2787.0,3765.0,16238.999999999998,7134.0,3263.0000000000005,1119.0,76252.0,35914.0,2114.0,27402.0,6550.0,6360.0,2973.0,5087.0,11978.0
02,02,100.0,39064.0,5076.0,1903.0,6164.0,2187.0,3645.0000000000005,5618.0,2539.0,1871.0,1194.0,4186.0,5032.0,1171.0,1453.0,7745.0,3130.0,1423.0,711.0,44287.0,26345.0,1083.0,12427.0,2815.0,3180.0,3109.0,4383.0,8260.0
03,03,100.0,36860.0,3890.9999999999995,1378.0,4978.0,2316.0,2767.0,7408.0,2162.0,2073.0,869.0,3597.9999999999995,3696.0,680.0,1061.0,12056.0,5223.0,2070.0,1252.0,18021.0,3307.0,1052.0,7797.0,505.99999999999994,3057.0,2658.0,4238.0,1873.0
04,04,100.0,47680.0,4378.0,2815.0,5252.0,2495.0,2640.0,12419.0,2753.0,3173.0,2394.0,3208.0,9250.0,1591.0,3088.0,19190.0,7108.0,4595.0,1021.0000000000001,36862.0,12381.0,4389.0,13502.000000000002,1921.0,3413.0000000000005,1648.0,4498.0,7609.999999999999
05,05,100.0,27561.0,543.0,803.9999999999999,1668.0,649.0,554.0,12439.0,3650.0,2640.0,1689.0,1026.0,8221.0,1697.0,2875.0,12256.0,5241.0,1497.0,2688.0,37478.0,13852.000000000002,1989.0,13113.999999999998,1905.0,4614.0,964.0,574.0,5969.0
06,06,100.0,28739.0,1789.0,1930.9999999999998,2510.0,1730.9999999999998,1219.0,9581.0,1423.0,1729.0,1780.0,1871.0,6416.0,1332.0,1891.0,9200.0,3664.0,1801.0000000000002,760.0,23066.0,7531.999999999999,2716.0,7913.0,1079.0,2486.0,713.0,4648.0,4554.0
07,07,100.0,39915.0,2733.0,2476.0,4210.0,1623.9999999999998,1655.9999999999998,13122.999999999998,2812.0,2521.0,3047.0,2342.0,10646.0,1801.0000000000002,3414.0,11944.0,4850.0,2370.0,1421.0,46040.0,22390.0,1745.0,15658.000000000002,3565.0,4792.0,973.0,2890.0,10380.0
08,08,100.0,40770.0,2947.0,2051.0,4490.0,1544.0,1916.0,12573.0,4057.0,3253.0,1945.0,2940.0,12821.0,2045.0,4748.0,6064.0,2194.0,1032.0,982.0,67028.0,36675.0,971.0000000000001,23840.0,8510.0,4523.0,964.0,2589.0,14591.999999999998
09,09,100.0,17312.0,790.0,574.0,1335.0,738.0,712.0,5639.0,1691.0,1870.0,461.00000000000006,875.0,3143.0,612.0,1146.0,6916.0,2628.0,1131.0,1084.0,13866.999999999998,2978.0,533.0,6396.0,612.0,2602.0,1504.0,787.0,1607.0
10,10,100.0,15263.0,214.0,387.0,472.0,219.0,281.0,5576.0,1626.0000000000002,3174.0,244.0,233.0,2810.0,495.0,1100.0,20561.0,8680.0,1832.0,5469.0,19018.0,1373.0,415.00000000000006,6606.0,215.0,3226.0,5591.0,174.0,1014.0
11,11,100.0,20685.0,848.0,641.0,1514.0,547.0,843.0,6263.0,2615.0,2567.0,683.0,781.0,6286.0,1232.0,2244.0,17784.0,7555.0,1892.0000000000002,3879.0,25258.0,2268.0,772.0,11504.0,386.0,5344.0,9793.0,673.0,1700.0
12,12,100.0,27316.000000000004,1482.0,1303.0,2186.0,759.0,717.0,10678.0,3529.0,2046.0,1521.0,762.0,8098.999999999999,1764.0,2642.0,7737.0,3334.0000000000005,1092.0,1184.0,37518.0,17391.0,1246.0,12025.0,2131.0,3478.0,1002.9999999999999,765.0,6842.0
