id,district_id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
01,01,100.0,16442.0,21567.0,6491.0,27216.000000000004,78809.0,25480.0,16593.0,14741.0,98965.0,130851.0
02,02,100.0,10130.0,11960.0,3628.0,15447.999999999998,56172.0,15638.999999999998,9604.0,8804.0,63608.00000000001,81363.0
03,03,100.0,10169.0,10964.0,2548.0,10421.0,42197.0,10691.0,4931.0,4696.0,48101.0,61151.0
04,04,100.0,10288.0,13977.000000000002,4138.0,15290.0,48200.0,21282.0,16129.0,17591.0,73156.0,86881.0
05,05,100.0,9186.0,12972.999999999998,3867.0,9927.0,28374.0,12712.0,9044.0,8751.0,46556.0,51995.00000000001
06,06,100.0,7243.000000000001,11135.0,3269.0,9932.0,26145.0,12421.0,9411.0,10455.0,45638.0,47741.0
07,07,100.0,11348.0,15096.0,4600.0,13803.0,42920.0,18428.0,13665.0,14377.000000000002,66263.0,72076.0
08,08,100.0,13025.0,18593.0,5820.0,16377.000000000002,55261.0,20072.0,14081.0,12719.0,75481.0,85604.0
09,09,100.0,5651.0,5553.0,1518.0,6456.0,18433.0,5106.0,2888.0,3495.0000000000005,23812.0,30226.0
10,10,100.0,6847.0,8337.0,2270.0,7033.0,19240.0,6359.0,4610.0,5139.0,29155.0,34449.0
11,11,100.0,9369.0,10045.0,2643.0,12394.0,31108.0,8125.0,5621.0,4929.0,40404.0,55211.0
12,12,100.0,9145.0,12756.0,3863.0000000000005,10584.0,28410.000000000004,12561.0,8701.0,8156.999999999999,45617.0,51528.0
