id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_age_below_6_percentage,inhabitants_age_6_15_percentage,inhabitants_age_15_18_percentage,inhabitants_age_18_27_percentage,inhabitants_age_27_45_percentage,inhabitants_age_45_55_percentage,inhabitants_age_55_65_percentage,inhabitants_age_above_65_percentage,inhabitants_female_percentage,inhabitants_foreigners_percentage
01011101,01,01,11,01,3419,156,143,28,442,1162,360,377,751,1623,1387,100.0,4.562737642585551,4.182509505703422,0.8189529102076631,12.927756653992395,33.98654577361802,10.529394559812811,11.02661596958175,21.96548698449839,47.47002047382276,40.56741737350102
01011102,01,01,11,02,192,6,6,4,19,68,25,36,28,71,73,100.0,3.125,3.125,2.083333333333333,9.895833333333332,35.41666666666667,13.020833333333334,18.75,14.583333333333334,36.97916666666667,38.02083333333333
01011103,01,01,11,03,5211,264,306,102,604,1578,638,740,979,2428,1853,100.0,5.066206102475532,5.872193436960276,1.9573978123200921,11.59086547687584,30.28209556706966,12.24333141431587,14.200729226635964,18.787180963346767,46.59374400307043,35.559393590481676
01011104,01,01,11,04,4636,256,410,112,779,1629,584,500,366,2073,1787,100.0,5.52200172562554,8.843830888697154,2.4158757549611733,16.80327868852459,35.13805004314064,12.597066436583262,10.785159620362382,7.894736842105263,44.715271786022434,38.54616048317515
01011105,01,01,11,05,1599,92,88,43,137,603,235,204,197,717,836,100.0,5.7535959974984365,5.5034396497811136,2.689180737961226,8.567854909318324,37.71106941838649,14.696685428392744,12.757973733583489,12.320200125078173,44.8405253283302,52.28267667292058
01011201,01,01,12,01,2573,109,139,51,316,827,338,349,444,1216,1134,100.0,4.236300038865138,5.402254178002332,1.9821220365332297,12.281383598911775,32.14146910221531,13.136416634279053,13.56393315196269,17.25612125923047,47.260007773027596,44.07306645938593
01011202,01,01,12,02,646,42,23,19,63,210,107,95,87,305,228,100.0,6.5015479876160995,3.560371517027864,2.941176470588235,9.75232198142415,32.50773993808049,16.563467492260063,14.705882352941178,13.46749226006192,47.21362229102167,35.294117647058826
01011203,01,01,12,03,1157,66,86,16,93,430,158,141,167,547,425,100.0,5.704407951598963,7.433016421780467,1.382886776145203,8.038029386343993,37.16508210890233,13.65600691443388,12.186689714779602,14.433880726015557,47.27744165946413,36.732929991356954
01011204,01,01,12,04,8312,472,433,125,709,2961,1002,1010,1600,4060,2814,100.0,5.678537054860443,5.209335899903754,1.5038498556304138,8.529836381135707,35.62319538017324,12.054860442733398,12.151106833493744,19.249278152069298,48.84504331087584,33.854667949951875
01011301,01,01,13,01,6967,446,423,78,655,2998,1011,658,698,3367,2153,100.0,6.401607578584757,6.071479833500789,1.1195636572412804,9.401464044782546,43.03143390268408,14.511267403473518,9.444524185445673,10.018659394287354,48.327831204248604,30.902827615903544
01011302,01,01,13,02,12352,694,973,317,1067,4620,2202,1443,1036,5998,3308,100.0,5.618523316062176,7.877266839378239,2.5663860103626943,8.638277202072539,37.402849740932645,17.827072538860104,11.682318652849741,8.387305699481866,48.5589378238342,26.781088082901555
01011303,01,01,13,03,9903,474,528,120,1119,3913,1229,1005,1515,4690,3470,100.0,4.786428355043927,5.331717661314753,1.2117540139351712,11.29960617994547,39.51327880440271,12.410380692719377,10.148439866707058,15.298394425931535,47.35938604463294,35.0398869029587
01011304,01,01,13,04,9013,500,631,192,878,2522,837,939,2514,4724,2656,100.0,5.547542438699656,7.000998557638965,2.130256296460668,9.741484522356595,27.981804060801064,9.286586042383224,10.418284699877955,27.89304338178187,52.413180960834346,29.468545434372572
01011305,01,01,13,05,9422,554,475,113,846,3461,1063,993,1917,4634,2765,100.0,5.879855656973041,5.041392485671832,1.1993207386966676,8.978985353428147,36.73317766928466,11.282105710040332,10.539163659520272,20.345998726385055,49.18276374442793,29.34621099554235
01011306,01,01,13,06,10779,628,568,138,1480,3812,1311,1230,1612,5272,3347,100.0,5.826143427034048,5.269505519992578,1.28026718619538,13.730401707022915,35.3650616940347,12.162538268856109,11.411077094350125,14.955005102514148,48.909917432043784,31.051117914463312
01011401,01,01,14,01,17771,1216,1422,329,1631,7670,2906,1567,1030,8778,5438,100.0,6.842608744583872,8.001800686511732,1.8513308198750775,9.177874064487087,43.16020482809071,16.352484384671655,8.817736762140566,5.7959597096393,49.39508187496483,30.600416408755837
01011402,01,01,14,02,13443,934,1174,238,1055,5758,2379,1080,825,6677,3619,100.0,6.947853901658855,8.733169679387041,1.7704381462471175,7.847950606263483,42.83270103399539,17.69694264673064,8.033920999776836,6.137022985940638,49.66897269954623,26.92107416499293
01022101,01,02,21,01,3450,197,219,70,479,1405,402,396,282,1562,1299,100.0,5.710144927536232,6.347826086956522,2.0289855072463765,13.884057971014494,40.72463768115942,11.652173913043478,11.478260869565217,8.17391304347826,45.27536231884058,37.65217391304348
01022102,01,02,21,02,6866,362,423,134,1213,2649,775,687,623,3118,2987,100.0,5.272356539469851,6.1607923099330035,1.951645790853481,17.666763763472183,38.58141567142441,11.287503641130208,10.005825808330906,9.07369647538596,45.41217593941159,43.504223711039906
01022103,01,02,21,03,275,15,46,19,39,73,35,27,21,128,174,100.0,5.454545454545454,16.727272727272727,6.909090909090909,14.181818181818182,26.545454545454543,12.727272727272727,9.818181818181818,7.636363636363637,46.54545454545455,63.272727272727266
01022104,01,02,21,04,18536,951,1177,369,2467,6906,2191,2153,2322,8709,6063,100.0,5.130556754423824,6.3498057833405275,1.9907207596029348,13.309236081139405,37.25722917565818,11.8202416918429,11.61523521795425,12.52697453603798,46.984246870953825,32.70932239965473
01022105,01,02,21,05,5235,300,379,129,805,1904,602,556,560,2399,1920,100.0,5.730659025787966,7.239732569245463,2.464183381088825,15.377268385864372,36.370582617000956,11.499522445081183,10.620821394460362,10.69723018147087,45.8261700095511,36.67621776504298
01022106,01,02,21,06,11333,569,678,233,1218,3456,1429,1693,2057,5734,2267,100.0,5.020735903997176,5.982528897908762,2.0559428218477014,10.747374922791847,30.495014559251743,12.609194388070238,14.938674666901969,18.150533839230565,50.595605753110384,20.003529515573987
01022201,01,02,22,01,10825,649,722,207,1532,4348,1265,1104,998,5054,3320,100.0,5.9953810623556585,6.669745958429561,1.912240184757506,14.152424942263279,40.1662817551963,11.685912240184757,10.198614318706698,9.219399538106234,46.688221709006925,30.669745958429562
01022202,01,02,22,02,5178,429,299,76,719,2704,423,254,274,2440,2340,100.0,8.28505214368482,5.774430281962148,1.4677481653147935,13.885670142912321,52.22093472383159,8.16917728852839,4.905368868288915,5.291618385477018,47.122441096948634,45.19119351100811
01022203,01,02,22,03,6976,434,606,184,916,2238,832,717,1049,3402,2374,100.0,6.2213302752293576,8.686926605504587,2.637614678899083,13.130733944954128,32.081422018348626,11.926605504587156,10.278096330275229,15.037270642201836,48.767201834862384,34.03096330275229
01022204,01,02,22,04,5935,314,369,100,612,2006,800,718,1016,2917,1527,100.0,5.290648694187026,6.217354675652906,1.6849199663016006,10.311710193765796,33.79949452401011,13.479359730412805,12.097725358045492,17.11878685762426,49.14911541701769,25.72872788542544
01022205,01,02,22,05,3280,261,370,104,380,870,375,391,529,1612,1090,100.0,7.9573170731707314,11.28048780487805,3.1707317073170733,11.585365853658537,26.52439024390244,11.432926829268293,11.920731707317072,16.128048780487806,49.146341463414636,33.23170731707317
01022206,01,02,22,06,3132,129,207,72,303,1068,474,414,465,1480,713,100.0,4.118773946360153,6.609195402298851,2.2988505747126435,9.67432950191571,34.099616858237546,15.134099616858238,13.218390804597702,14.846743295019158,47.254150702426564,22.76500638569604
01022207,01,02,22,07,5807,187,246,81,973,1703,625,697,1295,2791,1978,100.0,3.2202514206991566,4.236266574823489,1.3948682624418804,16.75563974513518,29.32667470294472,10.76287239538488,12.002755295333218,22.300671603237472,48.06268296883072,34.06233855691407
01033101,01,03,31,01,26381,1880,2569,772,3747,9002,3120,2571,2720,12573,10845,100.0,7.126340927182443,9.738069064857283,2.9263485083961944,14.203403964974793,34.12304309920018,11.826693453621925,9.745650278609604,10.310450703157576,47.65930025397066,41.10913157196467
01033102,01,03,31,02,11665,731,1013,322,1694,4039,1483,1151,1232,5625,4419,100.0,6.266609515645093,8.684097728246892,2.760394342048864,14.522074582083155,34.624946420917276,12.713244749249894,9.867123874839264,10.561508786969567,48.221174453493354,37.88255465066438
01033201,01,03,32,01,14193,1118,1654,465,1708,4376,1691,1416,1765,7083,4303,100.0,7.877122525188474,11.653632072148241,3.2762629465229334,12.034101317550904,30.83210033114916,11.914323962516733,9.976749101669839,12.435707743253717,49.90488268864933,30.31776227717889
01033202,01,03,32,02,10443,683,945,281,1425,2952,1180,1213,1764,5294,3156,100.0,6.5402662070286315,9.04912381499569,2.6907976635066553,13.645504165469694,28.26773915541511,11.299435028248588,11.615436177343677,16.891697787991955,50.69424494876951,30.22120080436656
01033203,01,03,32,03,14657,901,1308,447,2281,5083,1769,1415,1453,6815,5852,100.0,6.1472334038343455,8.9240635873644,3.049737326874531,15.562529849218803,34.67967524049942,12.069318414409496,9.654090195810875,9.913351981988129,46.49655454731528,39.92631507129699
01044101,01,04,41,01,20529,1129,1389,414,2480,7016,2493,2503,3105,9897,6462,100.0,5.499537240001948,6.766038287300892,2.016659359929855,12.080471528082224,34.17604364557455,12.143796580447171,12.19250815918944,15.124945199473917,48.20984948122168,31.477422183252955
01044102,01,04,41,02,16506,985,1064,317,1686,4847,1833,2080,3694,8557,4166,100.0,5.967526959893372,6.4461407972858344,1.9205137525748213,10.214467466375863,29.365079365079367,11.105052708106143,12.601478250333212,22.379740700351388,51.84175451351024,25.23930691869623
01044103,01,04,41,03,8643,468,503,194,1283,3376,1042,960,817,4215,3166,100.0,5.414786532454009,5.819738516718732,2.2445909984958927,14.844382737475414,39.060511396505845,12.055999074395464,11.107254425546685,9.45273631840796,48.767788962165916,36.630799490917504
01044201,01,04,42,01,23685,1532,2061,690,3486,8312,2889,2341,2374,11223,10177,100.0,6.46822883681655,8.7017099430019,2.9132362254591513,14.718176060797974,35.09394131306734,12.197593413552882,9.883892759130251,10.023221448173949,47.38442051931602,42.968123284779395
