id,district_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_age_below_6_percentage,inhabitants_age_6_15_percentage,inhabitants_age_15_18_percentage,inhabitants_age_18_27_percentage,inhabitants_age_27_45_percentage,inhabitants_age_45_55_percentage,inhabitants_age_55_65_percentage,inhabitants_age_above_65_percentage,inhabitants_female_percentage,inhabitants_foreigners_percentage
01,01,383360,22863,28272,8400,48212,137192,47772,41089,49560,185025,130851,100.0,5.963845993322204,7.374791318864775,2.191151919866444,12.576168614357261,35.78672787979967,12.461393989983305,10.718123956594324,12.927796327212022,48.26403380634391,34.13266903171953
02,02,289787,17819,20668,5788,29632,117927,38193,29841,29919,140934,81363,100.0,6.148999092436859,7.132134981900499,1.9973290727327315,10.22544144492334,40.69437207328141,13.17968024790622,10.29756338276044,10.324479704058497,48.63365161308133,28.076828843253836
03,03,410716,26458,36401,9687,33051,131983,63493,48028,61615,209180,61151,100.0,6.441920938069128,8.862815181293156,2.3585640686021483,8.04716641182715,32.13485717624831,15.459100692449285,11.693725104451739,15.001850427059088,50.93057002892509,14.888876985556928
04,04,341392,16256,21856,6947,33367,89364,45968,48439,79195,175300,86881,100.0,4.76168158597741,6.402024652012936,2.0349041570979987,9.773808407929888,26.17636031307119,13.464873224914466,14.188674602802642,23.197673056193466,51.34859633500493,25.449043914327223
05,05,245527,15034,21610,6655,24544,58659,31510,33956,53559,125257,51995,100.0,6.1231554981733165,8.801476008748528,2.7104961979741535,9.996456601514293,23.891058824487736,12.83361911317289,13.829843560993291,21.81389419493579,51.015570588978,21.176897041873193
06,06,308840,15455,24669,8043,28397,65791,42158,44453,79874,162348,47741,100.0,5.00420929931356,7.9876311358632295,2.604261106074343,9.194728662090403,21.302616241419507,13.650433881621552,14.39353710659241,25.862582567024994,52.56702499676208,15.458166040668308
07,07,349539,19751,25944,8136,33806,91389,46677,49300,74536,178485,72076,100.0,5.650585485453698,7.422347720855184,2.3276372593616164,9.671596016467404,26.145580321509186,13.353874674928978,14.104291652719725,21.324086868704207,51.062971513908316,20.620302741611095
08,08,327945,19448,25817,7979,32218,104081,40401,40124,57877,164451,85604,100.0,5.93026269648874,7.87235664516916,2.4330299287990362,9.824208327615912,31.73733400417753,12.319443809175318,12.2349784262605,17.648386162313802,50.145908612724696,26.10315754166095
09,09,276165,16989,20946,5968,23275,76394,34865,37678,60050,140779,30226,100.0,6.1517571017326595,7.58459616533594,2.161026922310937,8.427932576539387,27.66244817409882,12.62469900240798,13.643292958919487,21.74424709865479,50.97640903083301,10.944906124961527
10,10,273731,17159,24640,6790,21933,69883,30762,44678,57886,137787,34449,100.0,6.26856293222178,9.001538006290847,2.48053746196083,8.01261092094063,25.52980846159186,11.238040265808404,16.32186343527039,21.14703851591526,50.33664436983754,12.584983067317914
11,11,296837,19652,23812,6476,27952,91077,32549,37484,57835,149341,55211,100.0,6.6204684725960705,8.021911015136252,2.181668727281303,9.416615853144993,30.682495780512536,10.965277239697208,12.627805832830813,19.483757078800824,50.31077662151282,18.599770244275476
12,12,266123,15512,22375,7198,25813,60264,34679,37443,62839,134840,51528,100.0,5.828883636513943,8.407766333612653,2.7047643382946984,9.699650161767304,22.64516783592549,13.031192343390085,14.069809824780272,23.612765525715552,50.6682999966181,19.362475246408618
