id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
01011101,01,01,11,01,100.0,129.0,118.0,25.0,333.0,851.0,214.0,167.0,212.0,982.0,1387.0
01011102,01,01,11,02,100.0,6.0,3.0,4.0,12.0,53.0,6.0,3.0,3.0,31.0,73.0
01011103,01,01,11,03,100.0,211.0,248.0,84.0,382.0,1044.0,368.0,335.0,369.0,1449.0,1853.0
01011104,01,01,11,04,100.0,190.0,336.0,96.0,505.0,1072.0,342.0,261.0,192.0,1359.0,1787.0
01011105,01,01,11,05,100.0,79.0,85.0,34.0,110.00000000000001,479.0,163.0,99.0,60.0,519.0,836.0
01011201,01,01,12,01,100.0,96.0,121.0,39.0,225.0,629.0,209.0,125.0,149.0,746.0,1134.0
01011202,01,01,12,02,100.0,33.0,20.0,13.0,26.0,145.0,45.0,22.0,12.0,159.0,227.99999999999997
01011203,01,01,12,03,100.0,48.0,77.0,13.0,36.0,296.0,85.0,41.0,34.0,313.0,425.0
01011204,01,01,12,04,100.0,372.0,349.0,100.0,444.00000000000006,1857.9999999999998,474.0,358.0,336.0,2141.0,2814.0
01011301,01,01,13,01,100.0,260.0,210.0,44.0,331.0,1602.0,348.0,153.0,129.0,1506.0,2153.0
01011302,01,01,13,02,100.0,405.0,504.0,141.0,474.0,2310.0,702.0,342.0,182.0,2503.0,3308.0
01011303,01,01,13,03,100.0,343.0,370.0,75.0,640.0,2403.0,504.0,291.0,219.0,2291.0,3470.0000000000005
01011304,01,01,13,04,100.0,388.0,488.99999999999994,153.0,582.0,1547.0,383.0,282.0,310.0,2098.0,2656.0
01011305,01,01,13,05,100.0,398.0,321.0,74.0,434.0,1993.0,495.0,241.0,231.99999999999997,1975.0,2765.0
01011306,01,01,13,06,100.0,394.0,347.0,89.0,1091.0,2048.0,493.0,286.0,219.0,2445.0,3347.0
01011401,01,01,14,01,100.0,706.0,722.0,160.0,789.0,4002.0000000000005,926.0,323.0,200.99999999999997,3957.0,5438.0
01011402,01,01,14,02,100.0,520.0,533.0,91.0,467.0,2793.0,672.0,225.0,132.0,2729.0,3619.0
01022101,01,02,21,01,100.0,149.0,195.0,60.0,231.0,780.0,218.00000000000003,174.0,122.0,869.0,1299.0
01022102,01,02,21,02,100.0,298.0,367.0,112.99999999999999,690.0,1593.0,572.0,354.0,331.0,1970.0,2987.0
01022103,01,02,21,03,100.0,15.0,46.0,13.0,36.0,57.99999999999999,23.0,18.0,9.0,104.0,174.0
01022104,01,02,21,04,100.0,583.0,873.0,270.0,1254.0,3488.0000000000005,1214.0,869.9999999999999,871.0000000000001,4322.0,6063.0
01022105,01,02,21,05,100.0,224.00000000000003,324.0,105.0,446.0,1105.0,397.0,249.00000000000003,237.0,1399.0,1920.0
01022106,01,02,21,06,100.0,298.0,335.0,131.0,445.0,1535.0,476.99999999999994,389.0,425.0,2016.0,2267.0
01022201,01,02,22,01,100.0,395.0,522.0,164.0,746.0,2102.0,671.0,476.99999999999994,389.0,2578.0,3320.0000000000005
01022202,01,02,22,02,100.0,339.0,271.0,66.0,447.0,1834.0,267.0,129.0,133.0,1669.0000000000002,2340.0
01022203,01,02,22,03,100.0,337.0,508.0,156.0,491.0,1319.0,565.0,342.0,451.0,2046.0,2374.0
01022204,01,02,22,04,100.0,165.0,224.00000000000003,67.0,267.0,1054.0,336.0,212.0,221.0,1200.0,1527.0
01022205,01,02,22,05,100.0,224.00000000000003,318.0,88.0,227.0,607.0,236.0,217.0,208.0,1035.0,1090.0
01022206,01,02,22,06,100.0,104.0,136.0,34.0,136.0,511.00000000000006,175.0,140.0,92.0,649.0,713.0
01022207,01,02,22,07,100.0,107.0,154.0,48.0,669.0,1106.0,240.0,200.0,257.0,1310.0,1978.0
01033101,01,03,31,01,100.0,1547.0,2216.0,659.0,2235.0,5546.0,2103.0,1377.0,1132.0,7917.0,10845.0
01033102,01,03,31,02,100.0,553.0,882.0,292.0,1010.0,2355.0,1013.0000000000001,589.0,530.0,3458.0,4419.0
01033201,01,03,32,01,100.0,913.0000000000001,1477.0,411.00000000000006,952.0,2865.0,1170.0,786.0,844.0,4663.0,4303.0
01033202,01,03,32,02,100.0,551.0,799.0,250.99999999999997,914.0,1872.0,734.0,575.0,528.0,3086.0,3156.0
01033203,01,03,32,03,100.0,723.0,1166.0,405.0,1319.0,3196.0,1255.0,770.0,632.0,4419.0,5852.0
01044101,01,04,41,01,100.0,805.0000000000001,1030.0,321.0,1196.0,3854.9999999999995,1357.0,965.0,803.9999999999999,4844.0,6462.0
01044102,01,04,41,02,100.0,697.0,741.0,229.99999999999997,802.0,2540.0,846.0000000000001,670.0,634.0,3472.0,4166.0
01044103,01,04,41,03,100.0,320.0,417.0,161.0,714.0,1779.0,582.0,377.0,293.0,2246.0,3166.0
01044201,01,04,42,01,100.0,1273.0,1896.0,630.0,2121.0,5387.0,2238.0,1552.0,1147.0,7640.000000000001,10177.0
01044202,01,04,42,02,100.0,627.0,871.0000000000001,246.0,1801.0000000000002,3906.0,1070.0,722.0,553.0,4415.0,6754.000000000001
01044203,01,04,42,03,100.0,617.0,946.0000000000001,335.0,1186.0,3290.9999999999995,1292.0,885.0,907.0,4435.0,6206.0
02010101,02,01,01,01,100.0,314.0,444.00000000000006,165.0,498.00000000000006,1638.0,615.0,393.0,299.0,2107.0,2540.0
02010102,02,01,01,02,100.0,756.0,1301.0,434.0,1044.0,2989.0,1294.0,899.0,841.0,4767.0,4759.0
02010103,02,01,01,03,100.0,853.9999999999999,1345.0,430.0,1140.0,3318.0,1601.0000000000002,1069.0,944.9999999999999,5253.0,5403.0
02010104,02,01,01,04,100.0,229.99999999999997,426.0,154.0,376.0,992.0,418.0,355.0,322.0,1592.0,1598.0
02020201,02,02,02,01,100.0,87.0,104.0,21.0,74.0,380.0,68.0,40.0,55.00000000000001,371.0,480.0
02020202,02,02,02,02,100.0,180.0,254.0,83.0,300.0,1033.0,333.0,236.0,244.0,1279.0,1691.0
02020203,02,02,02,03,100.0,370.0,411.00000000000006,103.0,491.0,1802.0,625.0,380.0,274.0,2155.0,2727.0
02020204,02,02,02,04,100.0,365.0,449.0,137.0,549.0,2303.0,709.0,494.00000000000006,413.99999999999994,2581.0,3433.0
02020205,02,02,02,05,100.0,413.99999999999994,509.0,177.0,638.0,2406.0,900.0,585.0,547.0,3047.0,3644.0
02020206,02,02,02,06,100.0,639.0,849.0,312.0,959.0,3615.0,1200.0,763.0,682.0,4421.0,5339.0
02030301,02,03,03,01,100.0,290.0,499.0,210.0,581.0,1752.0,851.0,598.0,756.0,2680.0,3272.0
02030302,02,03,03,02,100.0,453.0,646.0,237.0,742.0,2606.0,1024.0,677.0,735.0,3399.0,4261.0
02030401,02,03,04,01,100.0,422.0,617.0,196.0,779.0,3176.0,1038.0,596.0,612.0,3534.0000000000005,4762.0
02030402,02,03,04,02,100.0,323.0,409.0,150.0,607.0,2330.0,754.0,450.0,567.0,2614.0,3634.0000000000005
02040501,02,04,05,01,100.0,168.0,223.0,59.0,200.0,606.0,204.99999999999997,134.0,131.0,906.0,964.0
02040502,02,04,05,02,100.0,241.0,264.0,61.0,313.0,1262.0,250.99999999999997,147.0,131.0,1322.0,1679.0
02040503,02,04,05,03,100.0,372.0,268.0,52.0,358.0,1696.0,287.0,145.0,151.0,1668.0,2132.0
02040701,02,04,07,01,100.0,626.0,522.0,147.0,1035.0,2519.0,561.0,346.0,324.0,2959.0,3936.0
02040702,02,04,07,02,100.0,236.0,229.0,56.99999999999999,864.0,1848.9999999999998,276.0,161.0,111.00000000000001,1732.0,2707.0
02040703,02,04,07,03,100.0,66.0,104.0,21.0,99.0,411.00000000000006,43.0,28.000000000000004,10.0,363.0,691.0
02050601,02,05,06,01,100.0,252.99999999999997,249.00000000000003,42.0,405.99999999999994,1882.9999999999998,244.0,121.0,68.0,1584.0,2295.0
02050602,02,05,06,02,100.0,676.0,542.0,117.0,830.0000000000001,4266.0,662.0,275.0,206.99999999999997,3717.0,5259.0
02050801,02,05,08,01,100.0,785.0,599.0,141.0,1047.0,4504.0,674.0,319.0,133.0,3943.0,5880.0
02050802,02,05,08,02,100.0,585.0,403.0,64.0,1036.0,4669.0,633.0,229.0,123.0,3672.0,5626.0
02050803,02,05,08,03,100.0,250.0,181.0,32.0,416.0,1732.0,224.00000000000003,103.0,69.0,1401.0,2149.0
02050804,02,05,08,04,100.0,175.0,112.99999999999999,26.0,66.0,434.99999999999994,149.0,61.0,53.0,541.0,501.99999999999994
03010101,03,01,01,01,100.0,74.0,75.0,12.0,83.0,315.0,81.0,49.0,36.0,293.0,470.0
03010102,03,01,01,02,100.0,373.0,335.0,66.0,358.0,869.0,225.99999999999997,132.0,168.0,1186.0,1842.0000000000002
03010104,03,01,01,04,100.0,6.0,6.0,4.0,9.0,24.0,6.0,0.0,0.0,19.0,33.0
03020203,03,02,02,03,100.0,12.0,18.0,7.000000000000001,3.0,40.0,22.0,10.0,15.0,52.0,47.0
03020209,03,02,02,09,100.0,282.0,326.0,84.0,450.0,846.0000000000001,306.0,160.0,181.0,1392.0,1527.0
03020210,03,02,02,10,100.0,222.00000000000003,316.0,61.0,179.0,673.0,217.0,121.0,133.0,981.0,1086.0
03020307,03,02,03,07,100.0,305.0,426.0,112.00000000000001,213.0,779.0,363.0,234.0,268.0,1380.0,1224.0
03030405,03,03,04,05,100.0,381.0,343.0,56.00000000000001,257.0,727.0,209.0,125.0,166.0,1100.0,1335.0
03030406,03,03,04,06,100.0,83.0,115.99999999999999,16.0,65.0,210.0,104.0,56.99999999999999,122.0,407.0,332.0
03030711,03,03,07,11,100.0,84.0,100.0,32.0,49.0,163.0,49.0,56.00000000000001,70.0,325.0,258.0
03030715,03,03,07,15,100.0,178.0,225.99999999999997,49.0,246.0,569.0,157.0,69.0,97.0,700.0,1085.0
03030716,03,03,07,16,100.0,13.0,3.0,3.0,0.0,13.0,0.0,16.0,0.0,28.999999999999996,17.0
03040508,03,04,05,08,100.0,88.0,168.0,56.99999999999999,89.0,249.00000000000003,133.0,110.00000000000001,105.0,500.0,338.0
03040512,03,04,05,12,100.0,246.0,257.0,72.0,204.99999999999997,690.0,242.0,126.0,160.0,1041.0,989.0
03040513,03,04,05,13,100.0,65.0,109.00000000000001,24.0,73.0,194.0,97.0,43.0,47.0,288.0,320.0
03040614,03,04,06,14,100.0,848.0,916.0,181.0,609.0,2557.0,705.0,316.0,436.00000000000006,3304.0,3629.0
03040818,03,04,08,18,100.0,791.0,735.0,143.0,729.0,3239.0,656.0,329.0,415.00000000000006,3511.0,4525.0
03050919,03,05,09,19,100.0,86.0,90.0,37.0,77.0,265.0,79.0,40.0,36.0,339.0,484.0
03050920,03,05,09,20,100.0,156.0,152.0,42.0,110.00000000000001,527.0,138.0,88.0,89.0,656.0,775.0
03050923,03,05,09,23,100.0,287.0,240.0,54.0,281.0,1296.0,265.0,110.00000000000001,75.0,1235.0,1723.9999999999998
03050924,03,05,09,24,100.0,155.0,185.0,50.0,197.0,740.0,183.0,73.0,45.0,768.0,1101.0
03050925,03,05,09,25,100.0,247.00000000000003,283.0,66.0,238.0,835.0,181.0,109.00000000000001,93.0,1041.0,1313.0
03051017,03,05,10,17,100.0,83.0,63.0,19.0,180.0,412.0,94.0,74.0,56.00000000000001,423.00000000000006,685.0
03051021,03,05,10,21,100.0,155.0,118.0,28.999999999999996,143.0,442.0,101.0,54.0,77.0,565.0,750.0
03051022,03,05,10,22,100.0,66.0,82.0,19.0,56.00000000000001,191.0,62.0,28.000000000000004,44.0,281.0,322.0
03061126,03,06,11,26,100.0,487.0,448.00000000000006,85.0,652.0,2737.0,539.0,217.0,159.0,2553.0,3597.9999999999995
03061131,03,06,11,31,100.0,317.0,352.0,59.0,405.0,1966.0,444.00000000000006,149.0,106.0,1898.9999999999998,2607.0
03061227,03,06,12,27,100.0,329.0,327.0,81.0,409.0,2214.0,480.99999999999994,166.0,94.0,2058.0,2676.0
03061228,03,06,12,28,100.0,304.0,293.0,72.0,368.0,1792.0000000000002,321.0,160.0,149.0,1776.0000000000002,2305.0
03061332,03,06,13,32,100.0,637.0,743.0,161.0,686.0,3728.0,986.0,360.0,153.0,3732.0,4940.0
03061429,03,06,14,29,100.0,239.0,214.0,52.0,244.0,649.0,210.0,113.99999999999999,209.0,1018.0,1165.0
03061430,03,06,14,30,100.0,233.0,291.0,76.0,261.0,534.0,111.00000000000001,77.0,90.0,798.0,1359.0
03061434,03,06,14,34,100.0,165.0,152.0,28.999999999999996,204.99999999999997,1044.0,173.0,82.0,77.0,951.0,1355.0
03061435,03,06,14,35,100.0,105.0,122.0,27.0,163.0,625.0,125.0,88.0,52.0,650.0,888.0000000000001
03061441,03,06,14,41,100.0,94.0,152.0,34.0,67.0,325.0,92.0,24.0,28.999999999999996,430.99999999999994,438.0
03071536,03,07,15,36,100.0,367.0,416.0,148.0,499.0,2004.0,582.0,206.0,92.0,2153.0,2877.0
03071537,03,07,15,37,100.0,591.0,592.0,156.0,539.0,2722.0,721.0,247.00000000000003,179.0,2908.0,3909.0000000000005
03071633,03,07,16,33,100.0,108.0,135.0,28.000000000000004,82.0,493.0,96.0,40.0,57.99999999999999,497.0,700.0
03071638,03,07,16,38,100.0,564.0,611.0,124.0,607.0,2870.0,670.0,285.0,187.0,3017.0,3870.0000000000005
03071639,03,07,16,39,100.0,343.0,428.0,121.0,335.0,1629.0,463.99999999999994,187.0,128.0,1844.0000000000002,2253.0
04010101,04,01,01,01,100.0,434.0,547.0,143.0,590.0,1829.0,787.0,541.0,531.0,2645.0,3146.0
04010102,04,01,01,02,100.0,19.0,45.0,12.0,60.0,107.0,31.0,33.0,16.0,84.0,270.0
04010103,04,01,01,03,100.0,437.0,620.0,166.0,389.0,1277.0,644.0,480.0,388.0,2257.0,2206.0
04020204,04,02,02,04,100.0,0.0,20.0,6.0,9.0,13.0,6.0,0.0,12.0,35.0,41.0
04020205,04,02,02,05,100.0,12.0,36.0,12.0,45.0,95.0,68.0,50.0,19.0,153.0,188.0
04020206,04,02,02,06,100.0,85.0,90.0,21.0,76.0,317.0,118.0,81.0,112.00000000000001,430.99999999999994,583.0
04020207,04,02,02,07,100.0,49.0,80.0,33.0,99.0,257.0,141.0,94.0,76.0,421.0,480.0
04020208,04,02,02,08,100.0,61.0,130.0,43.0,86.0,168.0,132.0,102.0,118.0,423.00000000000006,426.0
04020209,04,02,02,09,100.0,46.0,89.0,21.0,396.0,438.0,98.0,74.0,55.00000000000001,569.0,934.0
04020310,04,02,03,10,100.0,55.00000000000001,51.0,19.0,155.0,198.0,32.0,9.0,12.0,250.99999999999997,461.00000000000006
04020311,04,02,03,11,100.0,323.0,498.00000000000006,167.0,582.0,1501.0,749.0,501.0,603.0,2466.0,2809.0
04020312,04,02,03,12,100.0,136.0,224.00000000000003,72.0,209.0,591.0,268.0,174.0,211.0,902.9999999999999,1149.0
04020313,04,02,03,13,100.0,199.0,271.0,66.0,377.0,972.0000000000001,338.0,252.0,328.0,1419.0,1679.0
04020314,04,02,03,14,100.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,6.0
04030415,04,03,04,15,100.0,100.0,108.0,34.0,290.0,748.0,229.99999999999997,164.0,184.0,858.0,1372.0
04030416,04,03,04,16,100.0,384.0,483.0,181.0,462.0,1506.0,713.0,584.0,679.0,2563.0,2721.0
04030417,04,03,04,17,100.0,281.0,413.99999999999994,129.0,422.0,1400.0,639.0,426.0,492.0,2118.0,2460.0
04030518,04,03,05,18,100.0,323.0,351.0,106.0,509.99999999999994,1579.0,618.0,537.0,514.0,2235.0,2713.0
04030519,04,03,05,19,100.0,185.0,278.0,73.0,276.0,1097.0,377.0,261.0,237.0,1321.0,1666.0
04030620,04,03,06,20,100.0,252.0,362.0,101.0,400.0,1377.0,629.0,424.0,487.0,2007.9999999999998,2385.0
04030621,04,03,06,21,100.0,126.0,168.0,37.0,245.00000000000003,835.0,259.0,189.0,185.0,960.0,1278.0
04030622,04,03,06,22,100.0,360.0,446.0,145.0,503.0,1747.0,764.0,598.0,713.0,2636.0,3077.0
04030623,04,03,06,23,100.0,218.00000000000003,245.00000000000003,84.0,270.0,1083.0,400.0,319.0,365.0,1543.0,1713.0
04030724,04,03,07,24,100.0,152.0,190.0,78.0,239.0,855.0000000000001,320.0,260.0,433.0,1299.0,1510.0
04030725,04,03,07,25,100.0,330.0,413.99999999999994,127.0,577.0,1803.0,713.0,561.0,528.0,2501.0,3153.0
04030726,04,03,07,26,100.0,172.0,225.0,73.0,247.00000000000003,783.0,424.0,318.0,333.0,1321.0,1535.0
04030827,04,03,08,27,100.0,404.0,505.0,166.0,819.9999999999999,2303.0,974.0,750.0,768.0,3222.9999999999995,4327.0
04030828,04,03,08,28,100.0,254.99999999999997,290.0,96.0,480.0,1524.0,674.0,536.0,559.0,2217.0,2849.0
04030929,04,03,09,29,100.0,150.0,224.00000000000003,61.0,206.99999999999997,857.0,391.0,367.0,373.0,1301.0,1567.0
04030930,04,03,09,30,100.0,155.0,217.0,64.0,220.00000000000003,749.0,423.00000000000006,368.0,415.00000000000006,1215.0,1601.0000000000002
04030931,04,03,09,31,100.0,137.0,195.0,34.0,162.0,662.0,318.0,272.0,273.0,991.0,1359.0
04031032,04,03,10,32,100.0,488.0,599.0,178.0,657.0,2340.0,984.0,773.0,871.0000000000001,3482.0,4061.9999999999995
04041133,04,04,11,33,100.0,0.0,0.0,0.0,10.0,34.0,20.0,9.0,0.0,21.0,61.0
04041134,04,04,11,34,100.0,170.0,304.0,93.0,229.99999999999997,696.0,359.0,225.0,252.0,1187.0,1285.0
04041135,04,04,11,35,100.0,91.0,130.0,51.0,73.0,217.0,168.0,147.0,174.0,559.0,555.0
04041136,04,04,11,36,100.0,88.0,151.0,50.0,90.0,268.0,200.99999999999997,151.0,170.0,629.0,617.0
04041137,04,04,11,37,100.0,235.0,353.0,92.0,309.0,1078.0,498.00000000000006,341.0,383.0,1679.0,1809.0
04041238,04,04,12,38,100.0,206.99999999999997,295.0,82.0,189.0,604.0,338.0,244.0,246.0,1148.0,1049.0
04041239,04,04,12,39,100.0,74.0,72.0,18.0,52.0,308.0,56.99999999999999,37.0,24.0,294.0,462.0
04041240,04,04,12,40,100.0,38.0,62.0,9.0,51.0,87.0,80.0,34.0,64.0,224.00000000000003,221.0
04041241,04,04,12,41,100.0,141.0,199.0,62.0,220.00000000000003,544.0,288.0,213.0,211.0,969.0,1040.0
04041342,04,04,13,42,100.0,129.0,149.0,36.0,106.0,423.00000000000006,227.99999999999997,202.0,260.0,779.0,850.0
