id,district_id,forecast_area_id,district_region_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
010111,01,01,11,100.0,2352.0,257.0,132.0,290.0,119.0,184.0,457.0,175.0,187.0,75.0,161.0,382.0,99.0,123.0,1318.0,548.0,312.0,75.0,3028.0,846.0000000000001,218.00000000000003,1508.0,254.0,282.0,95.0,225.99999999999997,451.99999999999994
010112,01,01,12,100.0,1887.0,142.0,79.0,198.0,109.00000000000001,133.0,248.0,344.0,130.0,34.0,145.0,212.0,37.0,83.0,1497.0,780.0,273.0,61.0,1345.0,303.0,92.0,706.0,60.0,192.0,223.0,229.0,225.0
010113,01,01,13,100.0,7573.0,855.0000000000001,290.0,1048.0,466.0,755.0,1132.0,540.0,365.0,159.0,902.9999999999999,907.0,130.0,254.99999999999997,3001.0,1412.0,553.0,185.0,5353.0,1634.0,316.0,2227.0,177.0,715.0,1495.0,1393.0,824.0
010114,01,01,14,100.0,4923.0,634.0,231.99999999999997,794.0,419.00000000000006,426.99999999999994,597.0,168.0,215.0,90.0,686.0,324.0,36.0,94.0,1335.0,607.0,257.0,51.0,1955.0,380.0,179.0,923.0,45.0,249.00000000000003,148.0,1039.0,263.0
010221,01,02,21,100.0,6950.0,562.0,378.0,745.0,249.00000000000003,365.0,1667.0000000000002,919.9999999999999,550.0,394.0,426.0,1698.9999999999998,309.0,612.0,1499.0,578.0,366.0,98.0,8034.999999999999,2900.0,314.0,3565.0,1066.0,768.0,185.0,478.0,1256.0
010222,01,02,22,100.0,5804.0,501.0,298.0,659.0,262.0,417.0,1390.0,501.99999999999994,371.0,229.0,405.99999999999994,1159.0,244.0,349.0,2071.0,892.0,496.0,117.0,7712.0,3451.0,310.0,2900.0,693.0,726.0,169.0,463.0,1418.0
010331,01,03,31,100.0,6123.0,302.0,617.0,454.0,171.0,212.0,1358.0,1415.0,632.0,301.0,289.0,1954.0,521.0,641.0,1095.0,472.0,169.0,102.0,11502.0,6374.0,108.0,3526.0,875.0,823.0,86.0,202.0,1623.9999999999998
010332,01,03,32,100.0,4674.0,303.0,233.0,479.0,167.0,254.0,1386.0,552.0,314.0,270.0,243.00000000000003,1548.0,370.0,413.99999999999994,1707.9999999999998,751.0,342.0,229.0,12930.000000000002,7453.0,127.0,4047.9999999999995,1393.0,823.0,149.0,313.0,2255.0
010441,01,04,41,100.0,6653.0,498.00000000000006,376.0,687.0,173.0,262.0,1835.0000000000002,1239.0,370.0,357.0,327.0,1739.0,392.0,440.00000000000006,1154.0,494.00000000000006,184.0,79.0,8746.0,4374.0,202.99999999999997,2805.0,517.0,737.0,160.0,246.0,1494.0
010442,01,04,42,100.0,9562.0,606.0,690.0,802.9999999999999,336.0,475.0,2052.0,2109.0,908.0,340.0,470.0,2283.0,649.0,754.0,1561.0,600.0,311.0,122.0,15646.0,8199.0,247.00000000000003,5194.0,1470.0,1045.0,263.0,498.00000000000006,2167.0
020101,02,01,01,100.0,4280.0,339.0,323.0,527.0,195.0,268.0,872.0000000000001,601.0,200.0,198.0,295.0,860.0,261.0,213.0,1452.0,566.0,294.0,88.0,15691.0,10231.0,246.0,4311.0,1370.0,841.0,189.0,289.0,3229.9999999999995
020202,02,02,02,100.0,9645.0,1376.0,566.0,1544.0,594.0,809.0,1350.0,547.0,368.0,474.0,1164.0,1402.0,272.0,404.0,1028.0,429.0,178.0,66.0,8667.0,4973.0,288.0,2747.0,857.0,545.0,112.00000000000001,1277.0,1654.0
020303,02,03,03,100.0,2423.0,375.0,150.0,378.0,171.0,217.0,243.00000000000003,199.0,92.0,64.0,282.0,308.0,100.0,93.0,237.0,64.0,46.0,18.0,6826.000000000001,5613.0,74.0,852.9999999999999,188.0,192.0,28.000000000000004,308.0,1264.0
020304,02,03,04,100.0,3918.0,561.0,208.0,718.0,224.00000000000003,458.0,443.0,206.99999999999997,114.99999999999999,96.0,545.0,413.99999999999994,86.0,136.0,351.0,119.0,57.99999999999999,37.0,4841.0,3708.0,85.0,728.0,200.0,144.0,19.0,540.0,880.0000000000001
020405,02,04,05,100.0,2632.0,288.0,91.0,347.0,149.0,225.0,469.00000000000006,182.0,122.0,82.0,206.99999999999997,346.0,71.0,98.0,918.0,388.0,165.0,97.0,1317.0,250.0,68.0,601.0,26.0,254.0,825.0,206.0,229.0
020407,02,04,07,100.0,3267.0,295.0,87.0,438.99999999999994,112.00000000000001,314.0,513.0,278.0,358.0,64.0,290.0,534.0,78.0,156.0,1210.0,526.0,218.00000000000003,115.99999999999999,2408.0,580.0,137.0,1034.0,75.0,342.0,802.9999999999999,292.0,309.0
020506,02,05,06,100.0,4588.0,622.0,153.0,830.0000000000001,265.0,500.0,662.0,182.0,199.0,95.0,447.0,437.0,124.0,112.00000000000001,986.9999999999999,371.0,198.0,126.0,1565.0,304.0,72.0,677.0,40.0,252.0,442.0,504.0,227.99999999999997
020508,02,05,08,100.0,8311.0,1220.0,325.0,1381.0,476.99999999999994,853.9999999999999,1066.0,343.0,417.0,121.0,956.0,731.0,179.0,241.0,1562.0,667.0,266.0,163.0,2972.0,686.0,112.99999999999999,1476.0,59.0,610.0,691.0,967.0,466.0
030101,03,01,01,100.0,800.0,15.0,22.0,32.0,33.0,25.0,347.0,92.0,45.0,27.0,24.0,169.0,43.0,40.0,606.0,264.0,87.0,83.0,1312.0,129.0,62.0,577.0,24.0,214.0,235.0,33.0,32.0
030202,03,02,02,100.0,1773.9999999999998,121.0,112.00000000000001,159.0,107.0,61.0,519.0,139.0,184.0,55.00000000000001,110.00000000000001,231.99999999999997,59.0,64.0,611.0,239.0,120.0,56.99999999999999,997.0000000000001,252.0,72.0,413.0,40.0,151.0,68.0,184.0,117.0
030203,03,02,03,100.0,886.9999999999999,27.0,41.0,60.0,34.0,36.0,396.0,70.0,31.0,30.0,20.0,129.0,25.0,32.0,676.0,291.0,72.0,128.0,734.0,136.0,16.0,309.0,19.0,142.0,36.0,39.0,89.0
030304,03,03,04,100.0,851.0,39.0,34.0,40.0,33.0,43.0,349.0,69.0,36.0,21.0,22.0,137.0,13.0,50.0,746.0,327.0,74.0,166.0,1021.0000000000001,67.0,37.0,480.0,25.0,252.0,77.0,30.0,27.0
030307,03,03,07,100.0,612.0,50.0,22.0,38.0,39.0,8.0,202.0,60.0,42.0,6.0,31.0,88.0,10.0,40.0,254.0,78.0,36.0,43.0,886.0,113.99999999999999,21.0,399.0,28.000000000000004,141.0,90.0,15.0,48.0
030405,03,04,05,100.0,1234.0,105.0,36.0,73.0,53.0,43.0,436.00000000000006,104.0,50.0,55.00000000000001,73.0,179.0,33.0,56.00000000000001,535.0,193.0,90.0,113.99999999999999,1051.0,455.99999999999994,42.0,262.0,32.0,101.0,49.0,59.0,216.0
030406,03,04,06,100.0,2521.0,229.99999999999997,62.0,265.0,128.0,151.0,637.0,166.0,170.0,68.0,220.00000000000003,294.0,65.0,71.0,931.0,411.00000000000006,165.0,77.0,1291.0,245.00000000000003,93.0,561.0,41.0,229.0,129.0,191.0,184.0
030408,03,04,08,100.0,2639.0,196.0,84.0,359.0,137.0,180.0,684.0,170.0,148.0,64.0,175.0,297.0,65.0,81.0,1029.0,400.0,225.99999999999997,61.0,1348.0,163.0,93.0,564.0,57.99999999999999,148.0,122.0,225.0,112.99999999999999
030509,03,05,09,100.0,3400.0,267.0,98.0,450.0,156.0,196.0,749.0,285.0,282.0,123.0,256.0,536.0,105.0,167.0,1117.0,501.0,187.0,112.99999999999999,1486.0,225.99999999999997,88.0,651.0,22.0,313.0,240.0,212.0,125.0
030510,03,05,10,100.0,823.0,25.0,48.0,70.0,39.0,56.00000000000001,277.0,48.0,85.0,16.0,48.0,125.0,28.999999999999996,35.0,487.0,258.0,82.0,39.0,729.0,75.0,30.0,405.0,9.0,202.0,158.0,30.0,44.0
030611,03,06,11,100.0,4079.0,651.0,127.0,680.0,301.0,350.0,494.00000000000006,155.0,202.99999999999997,71.0,550.0,274.0,37.0,59.0,809.0,360.0,140.0,56.99999999999999,1166.0,256.0,101.0,539.0,35.0,175.0,91.0,507.0,134.0
030612,03,06,12,100.0,2979.0,288.0,115.99999999999999,545.0,198.0,291.0,498.00000000000006,155.0,141.0,56.00000000000001,373.0,184.0,37.0,50.0,798.0,356.0,132.0,81.0,1093.0,222.00000000000003,90.0,441.0,27.0,113.99999999999999,276.0,336.0,112.99999999999999
