id,district_id,forecast_area_id,district_region_id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
010111,01,01,11,100.0,615.0,790.0,243.00000000000003,1342.0,3499.0,1093.0,865.0,836.0,4340.0,5936.0
010112,01,01,12,100.0,549.0,567.0,165.0,731.0,2928.0,813.0000000000001,546.0,531.0,3359.0000000000005,4601.0
010113,01,01,13,100.0,2188.0,2241.0,576.0,3552.0000000000005,11903.0,2925.0,1595.0,1291.0,12818.0,17699.0
010114,01,01,14,100.0,1226.0,1255.0,250.99999999999997,1256.0,6795.0,1598.0,548.0,333.0,6686.0,9057.0
010221,01,02,21,100.0,1567.0,2140.0,692.0,3102.0,8559.0,2901.0,2054.0,1995.0,10680.0,14710.0
010222,01,02,22,100.0,1671.0,2133.0,623.0,2983.0,8533.0,2490.0,1717.0000000000002,1751.0000000000002,10487.0,13341.999999999998
010331,01,03,31,100.0,2100.0,3098.0,951.0,3245.0000000000005,7901.000000000001,3116.0,1966.0,1662.0,11375.0,15263.999999999998
010332,01,03,32,100.0,2187.0,3442.0,1067.0,3185.0,7933.0,3159.0,2131.0,2004.0,12168.0,13311.000000000002
010441,01,04,41,100.0,1822.0,2188.0,712.0,2712.0,8173.999999999999,2785.0,2012.0,1730.9999999999998,10562.0,13794.0
010442,01,04,42,100.0,2517.0,3713.0000000000005,1211.0,5108.0,12584.0,4600.0,3159.0,2607.0,16490.0,23137.0
020101,02,01,01,100.0,2154.0,3515.9999999999995,1183.0,3058.0,8937.0,3928.0,2716.0,2407.0,13719.0,14300.0
020202,02,02,02,100.0,2055.0,2576.0,833.0,3011.0,11539.0,3835.0,2498.0,2216.0,13854.0,17314.0
020303,02,03,03,100.0,743.0,1145.0,447.0,1323.0,4358.0,1875.0,1275.0,1491.0,6079.0,7533.0
020304,02,03,04,100.0,745.0,1026.0,346.0,1386.0,5506.0,1792.0000000000002,1046.0,1179.0,6148.0,8396.0
020405,02,04,05,100.0,781.0,755.0,172.0,871.0000000000001,3564.0,743.0,426.0,413.0,3896.0,4775.0
020407,02,04,07,100.0,927.9999999999999,855.0000000000001,225.0,1998.0,4779.0,880.0000000000001,535.0,445.0,5054.0,7334.0
020506,02,05,06,100.0,928.9999999999999,791.0,159.0,1236.0,6149.0,906.0,396.0,275.0,5301.0,7554.000000000001
020508,02,05,08,100.0,1795.0,1296.0,263.0,2565.0,11340.0,1680.0,712.0,378.0,9557.0,14157.0
030101,03,01,01,100.0,453.0,416.0,82.0,450.0,1208.0,313.0,181.0,204.0,1498.0,2345.0
030202,03,02,02,100.0,516.0,660.0,152.0,632.0,1559.0,545.0,291.0,329.0,2425.0,2660.0
030203,03,02,03,100.0,305.0,426.0,112.00000000000001,213.0,779.0,363.0,234.0,268.0,1380.0,1224.0
030304,03,03,04,100.0,463.99999999999994,459.0,72.0,322.0,936.9999999999999,313.0,182.0,288.0,1507.0,1667.0000000000002
030307,03,03,07,100.0,275.0,329.0,84.0,295.0,745.0,206.0,141.0,167.0,1054.0,1360.0
030405,03,04,05,100.0,399.0,534.0,153.0,367.0,1133.0,472.0,279.0,312.0,1829.0,1647.0
030406,03,04,06,100.0,848.0,916.0,181.0,609.0,2557.0,705.0,316.0,436.00000000000006,3304.0,3629.0
030408,03,04,08,100.0,791.0,735.0,143.0,729.0,3239.0,656.0,329.0,415.00000000000006,3511.0,4525.0
030509,03,05,09,100.0,931.0,950.0,249.00000000000003,902.9999999999999,3663.0000000000005,846.0000000000001,420.0,338.0,4039.0,5397.0
030510,03,05,10,100.0,304.0,263.0,67.0,379.0,1045.0,257.0,156.0,177.0,1269.0,1757.0
030611,03,06,11,100.0,803.9999999999999,800.0,144.0,1057.0,4703.0,983.0,366.0,265.0,4452.0,6205.0
030612,03,06,12,100.0,633.0,620.0,153.0,777.0,4006.0,802.0,326.0,243.00000000000003,3834.0000000000005,4981.0
030613,03,06,13,100.0,637.0,743.0,161.0,686.0,3728.0,986.0,360.0,153.0,3732.0,4940.0
030614,03,06,14,100.0,836.0,931.0,218.00000000000003,940.0,3177.0,711.0,385.0,457.0,3847.9999999999995,5205.0
030715,03,07,15,100.0,958.0,1008.0,304.0,1038.0,4726.0,1303.0,453.0,271.0,5061.0,6786.0
030716,03,07,16,100.0,1015.0,1174.0,273.0,1024.0,4992.0,1230.0,512.0,373.0,5358.0,6823.0
040101,04,01,01,100.0,890.0,1212.0,321.0,1039.0,3213.0000000000005,1462.0,1054.0,935.0,4986.0,5622.0
040202,04,02,02,100.0,252.99999999999997,445.0,136.0,711.0,1288.0,563.0,401.0,392.0,2032.0,2652.0
040203,04,02,03,100.0,713.0,1044.0,324.0,1326.0,3261.9999999999995,1387.0,939.0,1154.0,5039.0,6104.0
040304,04,03,04,100.0,765.0,1005.0000000000001,344.0,1174.0,3654.0,1582.0,1174.0,1355.0,5539.0,6553.0
040305,04,03,05,100.0,508.0,629.0,179.0,786.0,2676.0,994.9999999999999,798.0,751.0,3556.0,4379.0
040306,04,03,06,100.0,956.0,1221.0,367.0,1418.0,5042.0,2052.0,1530.0,1750.0,7147.0,8453.0
040307,04,03,07,100.0,654.0,828.9999999999999,278.0,1063.0,3440.9999999999995,1457.0,1139.0,1294.0,5121.0,6198.0
040308,04,03,08,100.0,659.0,795.0,262.0,1300.0,3827.0000000000005,1648.0,1286.0,1327.0,5440.0,7176.000000000001
040309,04,03,09,100.0,442.0,636.0,159.0,589.0,2268.0,1132.0,1007.0,1061.0,3507.0,4527.0
040310,04,03,10,100.0,488.0,599.0,178.0,657.0,2340.0,984.0,773.0,871.0000000000001,3482.0,4061.9999999999995
040411,04,04,11,100.0,584.0,938.0000000000001,286.0,712.0,2293.0,1246.0,873.0,978.9999999999999,4075.0,4327.0
040412,04,04,12,100.0,459.99999999999994,628.0,171.0,512.0,1543.0,763.0,528.0,545.0,2635.0,2772.0
040413,04,04,13,100.0,442.0,602.0,164.0,482.0,1661.0,867.0,681.0,810.0,2914.0,3159.0
040514,04,05,14,100.0,1018.0,1312.0,375.0,1350.0,4784.0,2168.0,1755.9999999999998,2032.9999999999998,7502.0,8645.0
040515,04,05,15,100.0,511.00000000000006,696.0,206.0,736.0,2119.0,955.0000000000001,690.0,676.0,3193.0,3922.9999999999995
040516,04,05,16,100.0,944.9999999999999,1386.0,388.0,1426.0,4786.0,2018.0,1497.0,1657.9999999999998,6984.999999999999,8314.0
040617,04,06,17,100.0,0.0,0.0,0.0,9.0,3.0,3.0,3.0,0.0,3.0,15.0
050101,05,01,01,100.0,907.0,1011.9999999999999,256.0,831.0,2548.0,1008.0,684.0,691.0,3924.0,4238.0
050102,05,01,02,100.0,1705.9999999999998,2562.0,763.0,1744.0000000000002,5250.0,2351.0,1780.0,1782.9999999999998,8938.0,9302.0
050103,05,01,03,100.0,1635.0000000000002,2262.0,690.0,2068.0,5601.0,2429.0,1516.0,1456.0,8466.0,11082.0
050204,05,02,04,100.0,638.0,938.0000000000001,269.0,659.0,1888.0,867.0,660.0,655.0,3244.0,3254.0
050205,05,02,05,100.0,1477.0,2230.0,659.0,1422.0,3789.0,1780.9999999999998,1263.0,1115.0,6872.0,7603.0
050206,05,02,06,100.0,1199.0,1596.0,517.0,1568.0,4243.0,1780.0,1284.0,1148.0,6326.0,8127.0
050307,05,03,07,100.0,760.0,1002.0,303.0,694.0,2385.0,1133.0,882.0,758.0,4001.0,3561.0
050308,05,03,08,100.0,513.0,746.0,209.0,704.0,1913.0,799.0,562.0,675.0,2919.0,3526.0
050409,05,04,09,100.0,351.0,625.0,200.99999999999997,237.0,757.0,564.0,413.0,470.0,1866.0,1302.0
060101,06,01,01,100.0,534.0,808.0,243.00000000000003,725.0,2201.0,1063.0,739.0,832.0,3706.0,3733.0
060102,06,01,02,100.0,1484.0,1866.0,533.0,1684.0,5759.0,2487.0,1939.0,2055.0,9080.0,9373.0
060203,06,02,03,100.0,1156.0,1506.0,395.0,1431.0,4135.0,1736.0,1344.0,1443.0,6539.0,6831.999999999999
060204,06,02,04,100.0,910.0,1379.0,409.99999999999994,1062.0,3006.0,1404.0,1121.0,1200.0,5265.0,5583.0
060305,06,03,05,100.0,681.0,1233.0,369.0,930.0000000000001,2307.0,1263.0,924.0,1123.0,4537.0,4581.0
060306,06,03,06,100.0,1185.0,1947.0,563.0,1760.0000000000002,4211.0,1942.0000000000002,1471.0,1472.0,7294.0,7945.999999999999
060407,06,04,07,100.0,436.00000000000006,818.0,254.0,1252.0,1889.0,877.0,649.0,844.0,3439.0,4240.0
060408,06,04,08,100.0,857.0,1578.0,501.99999999999994,1088.0,2637.0,1648.9999999999998,1224.0,1486.0,5778.0,5453.0
070101,07,01,01,100.0,1712.0,2427.0,785.0,2742.0,8278.0,3759.0000000000005,2941.0,3297.0,12526.0,15416.999999999998
070202,07,02,02,100.0,1632.9999999999998,2080.0,600.0,2312.0,7765.000000000001,2901.0,2058.0,2133.0,10456.0,12390.0
070303,07,03,03,100.0,1197.0,1728.0,534.0,1704.0,4944.0,2174.0,1607.0,1659.0,7955.0,8223.0
070404,07,04,04,100.0,2357.0,2889.0,819.0,2718.0,8863.0,3390.0,2369.0,2402.0,12640.0,13869.999999999998
070505,07,05,05,100.0,1818.0,2188.0,672.0,1887.0,6049.0,2661.0,1927.0,1995.0,9542.0,9677.0
070606,07,06,06,100.0,1167.0,1743.0,559.0,1165.0,3452.0000000000005,1648.0,1317.0,1456.0,6226.0,5832.0
070707,07,07,07,100.0,1464.0,2041.0,631.0,1275.0,3569.0,1895.0,1446.0,1435.0,6918.000000000001,6667.0
080101,08,01,01,100.0,1251.0,1748.0,577.0,2039.9999999999998,7654.000000000001,2176.0,1408.0,1295.0,8577.0,11650.0
080102,08,01,02,100.0,1488.0,2523.0,827.0,2596.0,8522.0,2933.0,1961.0,1748.0,10929.0,14041.0
080103,08,01,03,100.0,1278.0,1785.0000000000002,585.0,1948.0,8886.0,2497.0,1523.0,1529.0,9739.0,12822.999999999998
080104,08,01,04,100.0,1605.9999999999998,2301.0,699.0,2284.0,8858.0,2427.0,1605.9999999999998,1409.0,10081.0,13725.0
080105,08,01,05,100.0,1071.0,1812.0,479.0,1201.0,2977.0,1425.0,961.9999999999999,706.0,5109.0,4980.0
080206,08,02,06,100.0,1718.0,2247.0,663.0,1893.0,5805.0,2362.0,1684.0,1484.0,8459.0,9200.0
080207,08,02,07,100.0,1010.0,1422.0,443.0,1051.0,2863.0,1395.0,966.0,869.0,4874.0,4563.0
080308,08,03,08,100.0,2013.0,2465.0,781.0,1795.0,5486.0,2471.0,2253.0,2071.0,9692.0,7927.0
