id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_age_below_6_percentage,inhabitants_age_6_15_percentage,inhabitants_age_15_18_percentage,inhabitants_age_18_27_percentage,inhabitants_age_27_45_percentage,inhabitants_age_45_55_percentage,inhabitants_age_55_65_percentage,inhabitants_age_above_65_percentage,inhabitants_female_percentage,inhabitants_foreigners_percentage
01011101,01,01,11,01,3126,129,106,27,465,864,393,406,736,1504,1164,100.0,4.126679462571977,3.3909149072296865,0.8637236084452975,14.875239923224568,27.63915547024952,12.571976967370441,12.987843889955213,23.544465770953295,48.112603966730646,37.23608445297505
01011102,01,01,11,02,199,6,9,0,21,57,40,36,30,85,57,100.0,3.015075376884422,4.522613065326634,0.0,10.552763819095476,28.643216080402013,20.100502512562816,18.090452261306535,15.07537688442211,42.71356783919598,28.643216080402013
01011103,01,01,11,03,5157,251,341,99,681,1468,746,740,831,2355,1791,100.0,4.867170835757223,6.612371533837502,1.9197207678883073,13.205351948807445,28.466162497576107,14.465774675198759,14.349427961993408,16.114019778941245,45.66608493310064,34.72949389179756
01011104,01,01,11,04,4442,279,365,121,847,1545,654,339,292,2039,1601,100.0,6.2809545249887435,8.217019360648356,2.723998199009455,19.067987393066186,34.78162989644304,14.723097703737057,7.6316974335884735,6.573615488518686,45.90274651058082,36.042323277802794
01011105,01,01,11,05,1118,75,76,24,90,324,227,153,149,508,450,100.0,6.708407871198569,6.797853309481217,2.146690518783542,8.050089445438283,28.980322003577818,20.304114490161002,13.685152057245082,13.327370304114492,45.43828264758497,40.250447227191415
01011201,01,01,12,01,2062,73,137,41,246,539,353,318,355,986,646,100.0,3.5402521823472357,6.644034917555771,1.988360814742968,11.930164888457808,26.139670223084384,17.119301648884576,15.42192046556741,17.216294859359845,47.8176527643065,31.328806983511154
01011202,01,01,12,02,499,19,33,9,42,165,92,75,64,239,149,100.0,3.807615230460922,6.613226452905812,1.8036072144288577,8.41683366733467,33.06613226452906,18.43687374749499,15.030060120240481,12.825651302605209,47.89579158316633,29.859719438877757
01011203,01,01,12,03,946,51,38,12,99,279,192,126,149,471,349,100.0,5.391120507399577,4.0169133192389,1.2684989429175475,10.465116279069768,29.492600422832982,20.29598308668076,13.31923890063425,15.750528541226217,49.78858350951374,36.89217758985201
01011204,01,01,12,04,6627,261,321,97,616,1927,1010,868,1527,3304,1708,100.0,3.9384336803983704,4.843820733363513,1.4637090689603138,9.295307077108797,29.078014184397162,15.240682058246566,13.097932699562396,23.042100497962878,49.856647049947185,25.773351441074393
01011301,01,01,13,01,5877,405,291,53,573,2583,915,551,506,2848,1519,100.0,6.891271056661561,4.951505870342012,0.9018206567976859,9.74987238386932,43.95099540581929,15.569167942827974,9.375531733877828,8.609834949804322,48.46009868980772,25.846520333503488
01011302,01,01,13,02,12316,704,1007,229,1264,4975,2247,998,892,5952,3044,100.0,5.716141604417019,8.176355959727184,1.8593699253004223,10.263072426112373,40.39460863916856,18.244559922052613,8.10328028580708,7.242611237414745,48.327379019162066,24.71581682364404
01011303,01,01,13,03,8602,397,324,87,1017,3138,1224,849,1566,4091,2263,100.0,4.615205766100907,3.7665659149035107,1.0113926993722389,11.822831899558242,36.47988839804697,14.229249011857709,9.869797721460126,18.2050685887003,47.55870727737735,26.307835387119276
01011304,01,01,13,04,8454,377,444,142,859,1915,969,931,2817,4499,1643,100.0,4.459427489945588,5.25195173882186,1.6796782588123966,10.16087059380175,22.65199905370239,11.462029808374734,11.01253844334043,33.32150461320085,53.217411876035015,19.434587177667375
01011305,01,01,13,05,7217,320,315,90,651,2137,1000,763,1941,3575,1406,100.0,4.433975336012193,4.364694471387003,1.2470555632534293,9.020368574199807,29.61064154080643,13.856172925038104,10.572259941804074,26.89483164749896,49.535818207011225,19.481779132603574
01011306,01,01,13,06,8797,481,411,137,950,2960,1359,998,1501,4360,1974,100.0,5.467773104467432,4.6720472888484705,1.5573490962828236,10.799136069114471,33.64783448903035,15.448448334659542,11.344776628396044,17.062634989200866,49.56235080140957,22.439468000454703
01011401,01,01,14,01,15467,1118,1143,232,1535,7036,2439,1056,908,7622,4046,100.0,7.228292493696256,7.389926941229715,1.4999676731104934,9.924355078554342,45.49039891381651,15.769056701364196,6.82743906381328,5.870563134415207,49.27911036400078,26.158918988814893
01011402,01,01,14,02,12893,1076,884,140,1075,6371,1921,688,738,6435,2940,100.0,8.34561389901497,6.856433723726053,1.0858605444815017,8.337857752268672,49.41441092065462,14.89955789963546,5.33622896145195,5.724036298766773,49.91080431241759,22.803071434111533
01022101,01,02,21,01,3434,199,161,79,696,1226,473,316,284,1512,1199,100.0,5.794991263832266,4.688410017472335,2.3005241700640653,20.26790914385556,35.701805474665115,13.774024461269658,9.202096680256261,8.270238788584741,44.030285381479324,34.91555037856727
01022102,01,02,21,02,6284,306,407,137,1173,2198,895,609,559,2826,2449,100.0,4.8695098663271805,6.476766390833864,2.1801400381922345,18.666454487587526,34.977721196690005,14.242520687460217,9.69127943984723,8.895607893061744,44.97135582431572,38.97199236155315
