id,district_id,forecast_area_id,district_region_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
010111,01,01,11,100.0,2358.0,291.0,128.0,213.0,67.0,158.0,118.0,515.0,189.0,182.0,54.0,344.0,100.0,113.99999999999999,1122.0,469.00000000000006,202.0,85.0,2701.0,802.0,204.0,1183.0,240.0,170.0,151.0,90.0,461.00000000000006
010112,01,01,12,100.0,1522.0,117.0,71.0,136.0,86.0,96.0,83.0,206.99999999999997,329.0,70.0,25.0,118.0,18.0,48.0,1022.0000000000001,516.0,167.0,47.0,754.0,149.0,25.0,448.00000000000006,40.0,89.0,152.0,100.0,163.0
010113,01,01,13,100.0,6654.000000000001,814.0,189.0,780.0,401.99999999999994,647.0,568.0,892.0,390.0,254.0,144.0,794.0,127.0,223.0,2063.0,869.0,371.0,144.0,3186.0,1209.0,146.0,1156.0,104.0,258.0,844.9999999999999,1011.9999999999999,545.0
010114,01,01,14,100.0,5097.0,700.0,202.99999999999997,681.0,385.0,443.0,548.0,505.99999999999994,130.0,152.0,52.0,385.0,104.0,121.0,882.0,371.0,186.0,28.999999999999996,926.0,204.0,66.0,366.0,19.0,76.0,670.0,106.0,180.0
010221,01,02,21,100.0,6863.0,505.99999999999994,366.0,634.0,223.0,332.0,288.0,2032.9999999999998,683.0,480.99999999999994,381.0,1698.9999999999998,274.0,704.0,1423.0,516.0,306.0,98.0,7254.000000000001,3282.0,236.0,2775.0,982.0,273.0,288.0,210.0,1202.0
010222,01,02,22,100.0,5177.0,437.0,259.0,547.0,206.0,304.0,247.00000000000003,1399.0,386.0,296.0,161.0,1054.0,241.0,401.0,1547.0,587.0,368.0,95.0,6405.0,3434.0000000000005,218.00000000000003,2009.0,631.0,301.0,276.0,157.0,1182.0
010331,01,03,31,100.0,6308.0,269.0,545.0,417.0,136.0,219.0,152.0,1664.9999999999998,1385.0,549.0,257.0,2034.0,568.0,761.0,1072.0,430.99999999999994,169.0,105.0,10288.0,6748.0,53.0,2349.0,811.0,225.0,160.0,125.0,1560.0
010332,01,03,32,100.0,4364.0,231.99999999999997,179.0,382.0,112.99999999999999,240.0,175.0,1508.0,455.99999999999994,242.0,246.0,1430.0,344.0,468.0,1501.0,667.0,269.0,220.00000000000003,11788.0,7479.000000000001,65.0,3119.0,1346.0,285.0,185.0,111.00000000000001,2085.0
010441,01,04,41,100.0,6229.0,396.0,345.0,533.0,164.0,199.0,202.0,2091.0,975.0,240.0,356.0,1594.0,304.0,480.0,1089.0,459.0,198.0,91.0,7056.999999999999,4336.0,145.0,1682.9999999999998,469.00000000000006,195.0,173.0,168.0,1269.0
010442,01,04,42,100.0,9676.0,498.00000000000006,681.0,682.0,262.0,461.00000000000006,294.0,2629.0,1921.0,638.0,349.0,2638.0,791.0,996.0000000000001,1481.0,555.0,261.0,130.0,14938.0,8777.0,158.0,4133.0,1450.0,352.0,306.0,238.0,2085.0
