id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
01011101,01,01,11,01,3126,1700,1962,1426,536,1164,100.0,54.38259756877799,62.76391554702495,45.61740243122201,17.146513115802943,37.23608445297505
01011102,01,01,11,02,199,66,142,133,9,57,100.0,33.165829145728644,71.35678391959799,66.83417085427136,4.522613065326634,28.643216080402013
01011103,01,01,11,03,5157,2838,3366,2319,1047,1791,100.0,55.03199534613147,65.27050610820244,44.968004653868526,20.302501454333914,34.72949389179756
01011104,01,01,11,04,4442,2793,2841,1649,1192,1601,100.0,62.87708239531743,63.957676722197206,37.12291760468258,26.834759117514633,36.042323277802794
01011105,01,01,11,05,1118,616,668,502,166,450,100.0,55.09838998211091,59.74955277280859,44.90161001788909,14.847942754919499,40.250447227191415
01011201,01,01,12,01,2062,1014,1416,1048,368,646,100.0,49.175557710960234,68.67119301648884,50.82444228903976,17.846750727449077,31.328806983511154
01011202,01,01,12,02,499,202,350,297,53,149,100.0,40.480961923847694,70.14028056112225,59.519038076152306,10.62124248496994,29.859719438877757
01011203,01,01,12,03,946,466,597,480,117,349,100.0,49.2600422832981,63.107822410147996,50.7399577167019,12.367864693446089,36.89217758985201
01011204,01,01,12,04,6627,2631,4919,3996,923,1708,100.0,39.701222272521505,74.22664855892562,60.298777727478495,13.927870831447112,25.773351441074393
01011301,01,01,13,01,5877,2142,4358,3735,623,1519,100.0,36.447166921898926,74.15347966649651,63.55283307810107,10.60064658839544,25.846520333503488
01011302,01,01,13,02,12316,4390,9272,7926,1346,3044,100.0,35.644689834361806,75.28418317635595,64.35531016563819,10.928873010717766,24.71581682364404
01011303,01,01,13,03,8602,3213,6339,5389,950,2263,100.0,37.351778656126484,73.69216461288073,62.64822134387352,11.043943269007208,26.307835387119276
01011304,01,01,13,04,8454,2663,6811,5791,1020,1643,100.0,31.49988171279868,80.56541282233263,68.50011828720133,12.065294535131299,19.434587177667375
01011305,01,01,13,05,7217,2195,5811,5022,789,1406,100.0,30.414299570458642,80.51822086739642,69.58570042954136,10.932520437855064,19.481779132603574
01011306,01,01,13,06,8797,3061,6823,5736,1087,1974,100.0,34.795953165852,77.5605319995453,65.204046834148,12.356485165397295,22.439468000454703
01011401,01,01,14,01,15467,5611,11421,9856,1565,4046,100.0,36.27723540440939,73.84108101118511,63.72276459559061,10.118316415594492,26.158918988814893
01011402,01,01,14,02,12893,4262,9953,8631,1322,2940,100.0,33.056697432715424,77.19692856588847,66.94330256728456,10.253625998603894,22.803071434111533
01022101,01,02,21,01,3434,1722,2235,1712,523,1199,100.0,50.14560279557367,65.08444962143273,49.85439720442633,15.230052417006407,34.91555037856727
01022102,01,02,21,02,6284,3565,3835,2719,1116,2449,100.0,56.73138128580521,61.028007638446844,43.26861871419478,17.759388924252068,38.97199236155315
01022103,01,02,21,03,263,179,130,84,46,133,100.0,68.06083650190115,49.42965779467681,31.93916349809886,17.490494296577946,50.57034220532319
01022104,01,02,21,04,17903,8277,12701,9626,3075,5202,100.0,46.23247500418925,70.9434173043624,53.76752499581075,17.175892308551642,29.0565826956376
01022105,01,02,21,05,5147,2857,3439,2290,1149,1708,100.0,55.508062949290846,66.81562074995144,44.491937050709154,22.323683699242277,33.18437925004857
01022106,01,02,21,06,11560,3832,9323,7728,1595,2237,100.0,33.148788927335644,80.64878892733563,66.85121107266437,13.79757785467128,19.35121107266436
01022201,01,02,22,01,10538,4832,7626,5706,1920,2912,100.0,45.85310305560827,72.3666729929778,54.14689694439172,18.21977604858607,27.633327007022206
01022202,01,02,22,02,1467,947,1002,520,482,465,100.0,64.5535105657805,68.30265848670757,35.446489434219494,32.85616905248807,31.697341513292432
01022203,01,02,22,03,6866,3876,4679,2990,1689,2187,100.0,56.4520827264783,68.14739295077192,43.547917273521705,24.59947567725022,31.852607049228084
