id,district_id,forecast_area_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
0101,01,01,100.0,15631.0,1922.0,591.0,1810.0000000000002,940.0,1344.0,1317.0,2120.0,1038.0,658.0,275.0,1641.0,349.0,505.99999999999994,5089.0,2225.0,926.0,305.0,7567.0,2364.0,441.0,3153.0,403.0,593.0,1818.0,1308.0,1349.0
0102,01,02,100.0,12040.0,943.0,625.0,1181.0,429.0,636.0,535.0,3432.0,1069.0,777.0,542.0,2753.0,515.0,1105.0,2970.0,1103.0,674.0,193.0,13659.0,6716.0,454.0,4784.0,1613.0,574.0,564.0,367.0,2384.0
0103,01,03,100.0,10672.0,501.0,724.0,799.0,249.00000000000003,459.0,327.0,3173.0,1841.0,791.0,503.0,3464.0,911.9999999999999,1229.0,2573.0,1098.0,438.0,325.0,22076.0,14227.000000000002,118.0,5468.0,2157.0,509.99999999999994,345.0,236.0,3645.0000000000005
0104,01,04,100.0,15905.000000000002,894.0,1026.0,1215.0,426.0,660.0,496.0,4720.0,2896.0,877.9999999999999,705.0,4232.0,1095.0,1476.0,2570.0,1014.0,459.0,221.0,21995.0,13113.0,303.0,5816.0,1919.0000000000002,547.0,479.0,405.99999999999994,3354.0
0201,02,01,100.0,4219.0,283.0,330.0,547.0,183.0,250.99999999999997,196.0,992.0,467.0,170.0,180.0,950.0,318.0,289.0,1287.0,471.0,271.0,106.0,15513.0,11050.0,222.00000000000003,3578.0,1280.0,382.0,236.0,119.0,3236.9999999999995
0202,02,02,100.0,9519.0,1193.0,530.0,1400.0,549.0,782.0,790.0,1255.0,434.0,290.0,497.0,1383.0,276.0,382.0,717.0,310.0,105.0,56.00000000000001,8305.0,5365.0,254.99999999999997,2184.0,922.0000000000001,202.99999999999997,1052.0,79.0,1551.0
0203,02,03,100.0,7092.0,836.0,328.0,1097.0,455.99999999999994,736.0,726.0,685.0,416.0,151.0,139.0,688.0,178.0,229.0,449.0,159.0,73.0,43.0,11880.0,10252.0,131.0,1141.0,370.0,80.0,819.9999999999999,38.0,2065.0
0204,02,04,100.0,4331.0,433.0,109.00000000000001,505.0,237.0,396.0,290.0,783.0,341.0,269.0,72.0,600.0,131.0,184.0,1480.0,625.0,263.0,154.0,1973.0,496.0,64.0,635.0,69.0,149.0,285.0,1295.0,362.0
0205,02,05,100.0,10092.0,1397.0,281.0,1497.0,586.0,1121.0,790.0,1254.0,333.0,391.0,121.0,783.0,220.00000000000003,231.99999999999997,1582.0,595.0,254.99999999999997,216.0,2096.0,608.0,93.0,652.0,76.0,123.0,809.0,873.0,476.99999999999994
0301,03,01,100.0,528.0,18.0,6.0,15.0,28.000000000000004,22.0,15.0,238.0,36.0,27.0,24.0,326.0,66.0,115.99999999999999,372.0,181.0,66.0,51.0,423.00000000000006,59.0,15.0,172.0,15.0,38.0,28.000000000000004,40.0,28.000000000000004
0302,03,02,100.0,1759.0,120.0,76.0,98.0,69.0,79.0,60.0,667.0,89.0,127.0,45.0,154.0,31.0,45.0,972.0000000000001,426.0,112.00000000000001,225.0,872.0000000000001,264.0,18.0,218.00000000000003,45.0,42.0,149.0,77.0,135.0
0303,03,03,100.0,811.0,39.0,27.0,28.000000000000004,60.0,37.0,27.0,327.0,75.0,28.999999999999996,17.0,122.0,6.0,42.0,584.0,272.0,54.0,146.0,454.0,88.0,9.0,146.0,27.0,28.000000000000004,52.0,62.0,81.0
0304,03,04,100.0,4423.0,355.0,111.00000000000001,445.0,306.0,243.00000000000003,289.0,1249.0,248.0,197.0,80.0,520.0,129.0,162.0,1515.0,643.0,219.0,225.0,1810.0000000000002,571.0,85.0,516.0,92.0,93.0,248.0,185.0,331.0
0305,03,05,100.0,2642.0,178.0,119.0,299.0,118.0,135.0,146.0,721.0,219.0,125.0,54.0,651.0,179.0,208.0,938.0000000000001,401.99999999999994,125.0,135.0,1217.0,202.99999999999997,61.0,490.00000000000006,46.0,210.0,112.99999999999999,342.0,130.0
