id,district_id,forecast_area_id,district_region_id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
010111,01,01,11,100.0,610.0,748.0,219.0,1459.0,2755.0,981.0,710.0,531.0,3759.0000000000005,5063.0
010112,01,01,12,100.0,280.0,401.99999999999994,111.00000000000001,567.0,1639.0,575.0,448.00000000000006,291.0,2128.0,2852.0
010113,01,01,13,100.0,1471.0,1551.0,403.0,2719.0,7845.0,2117.0,963.0000000000001,595.0,8585.0,11849.0
010114,01,01,14,100.0,1011.0,836.0,122.0,1244.0,5248.0,875.0,333.0,204.0,4964.0,6986.0
010221,01,02,21,100.0,1623.0,1988.0,650.0,3054.0,7347.0,2661.0,1736.0,1373.0,9568.0,12928.0
010222,01,02,22,100.0,1392.0,1827.0,622.0,2827.0,5805.0,2110.0,1336.0,1211.0,8321.0,10110.0
010331,01,03,31,100.0,2217.0,2838.0,981.0,3486.0,7188.0,2791.0,1508.0,1248.0,10393.0,14281.0
010332,01,03,32,100.0,2269.0,3207.0,967.0,3029.0,6845.0,2771.0,1551.0,1433.0,10638.0,11562.0
010441,01,04,41,100.0,1555.0,1860.0000000000002,505.0,2687.0,6514.0,2545.0,1586.0,1192.0,8601.0,11474.0
010442,01,04,42,100.0,2737.0,3783.0,1289.0,5674.0,11489.0,4345.0,2316.0,1978.0,15463.999999999998,22133.0
020101,02,01,01,100.0,2416.0,3704.0,1181.0,3760.0,8385.0,3583.0,1900.0,1817.0000000000002,13072.999999999998,13475.0
020202,02,02,02,100.0,1942.0000000000002,2428.0,876.0,3325.0,9916.0,3269.0,1835.0000000000002,1590.0,12256.0,15531.0
020303,02,03,03,100.0,807.0,1323.0,517.0,1639.0,4488.0,1764.9999999999998,902.0,1216.0,6108.0,7834.0
020304,02,03,04,100.0,807.0,1166.0,389.0,1632.9999999999998,5252.0,1525.0,800.0,944.0,6066.0,8254.0
020405,02,04,05,100.0,514.0,529.0,120.0,741.0,2179.0,527.0,275.0,112.00000000000001,2522.0,3173.0
020407,02,04,07,100.0,584.0,626.0,148.0,1385.0,2869.0,617.0,353.0,159.0,3206.0,4544.0
020506,02,05,06,100.0,589.0,503.0,108.0,1210.0,3607.0,575.0,246.0,114.99999999999999,3404.0,4834.0
020508,02,05,08,100.0,918.0,780.0,162.0,2284.0,6700.0,947.0000000000001,426.99999999999994,170.0,5759.0,8767.0
030101,03,01,01,100.0,222.00000000000003,216.0,41.0,312.0,680.0,179.0,118.0,71.0,793.0,1294.0
030202,03,02,02,100.0,323.0,398.0,97.0,372.0,888.0000000000001,363.0,154.0,88.0,1324.0,1407.0
030203,03,02,03,100.0,189.0,269.0,94.0,125.0,501.99999999999994,231.99999999999997,180.0,100.0,902.0,554.0
030304,03,03,04,100.0,170.0,194.0,76.0,104.0,444.00000000000006,167.0,137.0,77.0,686.0,522.0
030307,03,03,07,100.0,113.99999999999999,145.0,45.0,67.0,279.0,124.0,72.0,21.0,413.0,378.0
030405,03,04,05,100.0,259.0,376.0,145.0,235.0,666.0,307.0,191.0,120.0,1146.0,852.9999999999999
030406,03,04,06,100.0,512.0,501.0,91.0,398.0,1379.0,436.00000000000006,200.0,145.0,1864.0,1948.0
030408,03,04,08,100.0,495.0,413.0,91.0,566.0,1807.9999999999998,390.0,199.0,112.99999999999999,2061.0,2652.0
030509,03,05,09,100.0,610.0,565.0,134.0,720.0,2070.0,534.0,241.0,118.0,2327.0,3329.0
030510,03,05,10,100.0,154.0,161.0,49.0,300.0,476.99999999999994,187.0,70.0,51.0,714.0,944.0
030611,03,06,11,100.0,591.0,467.0,86.0,993.0,3247.0,540.0,194.0,91.0,3035.0,4241.0
030612,03,06,12,100.0,479.0,413.99999999999994,87.0,775.0,2767.0,475.0,191.0,100.0,2652.0,3542.0
030613,03,06,13,100.0,682.0,515.0,95.0,715.0,3068.0,606.0,173.0,75.0,2950.0,3911.0
030614,03,06,14,100.0,525.0,501.99999999999994,112.99999999999999,632.0,1754.0,400.0,227.0,140.0,2126.0,2775.0
030715,03,07,15,100.0,788.0,816.0,124.0,923.0,3803.0,863.0000000000001,235.0,176.0,3822.0,5334.0
030716,03,07,16,100.0,888.0000000000001,859.0,131.0,986.0,3710.0,801.0,344.0,158.0,3919.0,5129.0
040101,04,01,01,100.0,752.0,939.0,278.0,1027.0,2603.0,1159.0,839.0,634.0,4086.9999999999995,4306.0
040202,04,02,02,100.0,186.0,377.0,109.00000000000001,589.0,1059.0,446.0,297.0,231.99999999999997,1616.0,2084.0
040203,04,02,03,100.0,655.0,868.0,249.00000000000003,1084.0,2746.0,1152.0,805.0000000000001,729.0,4034.0000000000005,5128.0
040304,04,03,04,100.0,715.0,949.0,299.0,1255.0,3314.0,1386.0,1034.0,1018.0,4992.0,6007.0
040305,04,03,05,100.0,459.0,540.0,182.0,778.0,2082.0,889.0,674.0,549.0,2996.0,3642.0
040306,04,03,06,100.0,853.9999999999999,1045.0,325.0,1396.0,4119.0,1723.0,1306.0,1218.0,5986.0,7062.0
040307,04,03,07,100.0,592.0,791.0,252.99999999999997,883.0,2972.0,1316.0,958.0,903.9999999999999,4364.0,5445.0
040308,04,03,08,100.0,606.0,803.9999999999999,242.0,1069.0,3407.0,1564.0,1157.0,980.0000000000001,4808.0,6374.0
040309,04,03,09,100.0,419.00000000000006,492.0,159.0,632.0,1929.0,1056.0,872.0000000000001,832.0,3116.0,4128.0
040310,04,03,10,100.0,380.0,493.0,120.0,522.0,1819.0000000000002,861.0,662.0,592.0,2823.0,3187.0
040411,04,04,11,100.0,493.0,676.0,198.0,576.0,1867.0000000000002,1000.0,696.0,659.0,3239.0,3461.9999999999995
040412,04,04,12,100.0,287.0,503.0,149.0,322.0,1051.0,600.0,405.0,337.0,1891.0,1936.0
040413,04,04,13,100.0,363.0,473.00000000000006,158.0,363.0,1368.0,764.0,614.0,586.0,2430.0,2644.0
040514,04,05,14,100.0,885.0,1090.0,303.0,1288.0,3995.0000000000005,1895.0,1614.0,1384.0,6297.0,7475.0
040515,04,05,15,100.0,369.0,536.0,161.0,600.0,1697.0,748.0,567.0,441.0,2548.0,3004.0
040516,04,05,16,100.0,874.0,1144.0,337.0,1281.0,3836.0,1757.0,1298.0,1177.0,5867.0,7054.000000000001
040617,04,06,17,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
050101,05,01,01,100.0,425.0,543.0,149.0,453.0,1326.0,598.0,488.99999999999994,343.0,2165.0,2013.0
