id,district_id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
01,01,100.0,15165.0,19040.0,5869.0,26745.999999999996,62675.0,21771.0,12487.0,10056.0,82421.0,109238.00000000001
02,02,100.0,8577.0,11059.0,3501.0,15977.000000000002,43396.0,12808.000000000002,6738.0,6123.0,52394.00000000001,66412.0
03,03,100.0,7001.000000000001,6811.0,1499.0,8223.0,27542.0,6604.000000000001,2926.0,1644.0000000000002,30733.999999999996,38813.0
04,04,100.0,8889.0,11720.0,3522.0,13665.0,39864.0,18316.0,13801.0,12275.0,61094.00000000001,72938.0
05,05,100.0,6843.000000000001,9401.0,2920.0,8231.0,20405.0,9640.0,7048.999999999999,5212.0,34518.0,33423.0
06,06,100.0,5896.0,8663.0,2697.0,7803.0,19981.0,10297.0,7723.0,6434.999999999999,35777.0,35820.0
07,07,100.0,9418.0,12753.0,4121.0,13156.0,34996.0,15924.0,11216.0,9216.0,54804.0,58169.00000000001
08,08,100.0,13082.0,17036.0,5408.0,18159.0,47406.0,17754.0,11137.0,8704.0,67234.0,77466.0
09,09,100.0,2747.0,3137.0,821.0000000000001,3597.9999999999995,8734.0,3061.0,1669.0000000000002,994.9999999999999,11915.0,14143.0
10,10,100.0,4139.0,4976.0,1231.0,4712.0,10965.0,4264.0,3503.0,2021.0,18005.0,15894.0
11,11,100.0,5490.0,5990.0,1570.0,8538.0,17247.0,5718.0,3929.0,1832.0,23997.0,29843.0
12,12,100.0,7440.000000000001,10231.0,3137.0,8208.0,20948.0,9663.0,6623.0,4671.0,34997.0,35768.0
