id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
01011101,01,01,11,01,3384,2054,1967,1330,637,1417,100.0,60.69739952718676,58.12647754137116,39.30260047281324,18.82387706855792,41.87352245862884
01011102,01,01,11,02,196,76,129,120,9,67,100.0,38.775510204081634,65.81632653061224,61.224489795918366,4.591836734693878,34.183673469387756
01011103,01,01,11,03,5038,2885,3287,2153,1134,1751,100.0,57.264787614132594,65.24414450178642,42.73521238586741,22.508932115919013,34.75585549821358
01011104,01,01,11,04,4759,3110,2858,1649,1209,1901,100.0,65.34986341668417,60.05463332632907,34.65013658331582,25.40449674301324,39.94536667367094
01011105,01,01,11,05,1421,899,767,522,245,654,100.0,63.26530612244898,53.97607318789584,36.734693877551024,17.24137931034483,46.02392681210416
01011201,01,01,12,01,2405,1438,1419,967,452,986,100.0,59.7920997920998,59.002079002079,40.20790020790021,18.794178794178794,40.997920997921
01011202,01,01,12,02,632,303,401,329,72,231,100.0,47.94303797468354,63.4493670886076,52.05696202531646,11.39240506329114,36.550632911392405
01011203,01,01,12,03,1115,593,707,522,185,408,100.0,53.18385650224216,63.408071748878925,46.81614349775784,16.591928251121075,36.591928251121075
01011204,01,01,12,04,8279,4152,5522,4127,1395,2757,100.0,50.150984418408015,66.69887667592704,49.849015581591985,16.849861094335065,33.301123324072954
01011301,01,01,13,01,6919,2964,4806,3955,851,2113,100.0,42.83856048561931,69.4609047550224,57.161439514380696,12.299465240641712,30.5390952449776
01011302,01,01,13,02,12572,5040,9143,7532,1611,3429,100.0,40.089086859688194,72.72510340439071,59.910913140311806,12.814190264078906,27.274896595609288
01011303,01,01,13,03,9999,4764,6506,5235,1271,3493,100.0,47.64476447644764,65.06650665066506,52.35523552355236,12.711271127112711,34.93349334933493
01011304,01,01,13,04,8761,3644,6473,5117,1356,2288,100.0,41.593425408058444,73.88425978769547,58.40657459194156,15.47768519575391,26.115740212304534
01011305,01,01,13,05,8243,3254,6081,4989,1092,2162,100.0,39.47591896154313,73.7716850661167,60.52408103845687,13.247604027659833,26.228314933883297
01011306,01,01,13,06,10607,4651,7439,5956,1483,3168,100.0,43.84840199868012,70.1329310832469,56.15159800131988,13.98133308192703,29.867068916753087
01011401,01,01,14,01,17948,7792,12281,10156,2125,5667,100.0,43.41430800089147,68.42545130376644,56.58569199910853,11.8397593046579,31.574548696233563
01011402,01,01,14,02,13645,5493,9869,8152,1717,3776,100.0,40.2565042139978,72.32685965555147,59.7434957860022,12.583363869549286,27.673140344448516
