id,district_id,forecast_area_id,district_region_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
010111,01,01,11,100.0,2615.0,338.0,160.0,277.0,100.0,204.0,145.0,517.0,155.0,160.0,90.0,378.0,86.0,122.0,1252.0,530.0,264.0,86.0,2992.0,867.0,176.0,1479.0,263.0,271.0,75.0,189.0,442.0
010112,01,01,12,100.0,2064.0,174.0,89.0,164.0,111.00000000000001,133.0,136.0,254.99999999999997,344.0,131.0,34.0,188.0,23.0,82.0,1445.0,775.0,276.0,46.0,1268.0,272.0,75.0,680.0,59.0,160.0,222.00000000000003,221.0,174.0
010113,01,01,13,100.0,8657.0,983.0,279.0,994.0,520.0,770.0,779.0,1161.0,480.99999999999994,345.0,178.0,867.0,113.99999999999999,200.0,2779.0,1271.0,490.00000000000006,177.0,4503.0,1460.0,241.0,1832.9999999999998,100.0,549.0,1352.0,1329.0,711.0
010114,01,01,14,100.0,6289.0,852.0,281.0,811.0,440.00000000000006,525.0,640.0,621.0,219.0,221.0,104.0,328.0,44.0,79.0,1254.0,578.0,229.0,42.0,1807.0,349.0,140.0,824.0,52.0,211.0,159.0,959.0,238.0
010221,01,02,21,100.0,7929.000000000001,590.0,415.00000000000006,805.0000000000001,268.0,398.0,377.0,1934.0,927.0,581.0,388.0,1697.0,293.0,619.0,1453.0,517.0,364.0,72.0,8123.0,3106.0,299.0,3536.9999999999995,1088.0,709.0,202.99999999999997,419.00000000000006,1200.0
010222,01,02,22,100.0,6166.0,546.0,293.0,649.0,250.0,369.0,325.0,1411.0,487.0,434.99999999999994,239.0,1152.0,227.0,349.0,1860.0000000000002,755.0,412.0,121.0,7252.0,3342.0,249.00000000000003,2741.0,677.0,658.0,146.0,396.0,1331.0
010331,01,03,31,100.0,7172.0,326.0,693.0,521.0,183.0,227.99999999999997,239.0,1543.0,1639.0,697.0,276.0,2030.9999999999998,488.0,783.0,1090.0,461.00000000000006,167.0,87.0,11435.0,6567.0,94.0,3395.0000000000005,894.0,759.0,102.0,231.0,1529.0
010332,01,03,32,100.0,5197.0,337.0,210.0,528.0,153.0,291.0,209.0,1462.0,505.99999999999994,371.0,292.0,1473.0,337.0,401.99999999999994,1635.0000000000002,686.0,314.0,227.99999999999997,12901.0,7772.0,104.0,3814.0,1394.0,700.0,125.0,287.0,2137.0
010441,01,04,41,100.0,7309.999999999999,514.0,364.0,657.0,191.0,249.00000000000003,252.0,2153.0,1242.0,379.0,376.0,1707.0,363.0,453.0,1143.0,472.0,200.0,76.0,8474.0,4505.0,183.0,2636.0,488.99999999999994,692.0,174.0,277.0,1411.0
010442,01,04,42,100.0,11045.0,696.0,740.0,877.0,301.0,455.0,434.99999999999994,2483.0,2216.0,981.0,335.0,2384.0,668.0,852.0,1588.0,628.0,271.0,125.0,16044.999999999998,8586.0,224.00000000000003,5257.0,1569.0,974.0,231.0,426.99999999999994,2118.0
020101,02,01,01,100.0,4354.0,333.0,330.0,527.0,182.0,247.00000000000003,225.0,885.0,584.0,183.0,190.0,944.9999999999999,295.0,266.0,1547.0,556.0,291.0,89.0,16172.999999999998,10735.0,308.0,4233.0,1295.0,758.0,158.0,364.0,3357.0
