id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_age_below_6_percentage,inhabitants_age_6_15_percentage,inhabitants_age_15_18_percentage,inhabitants_age_18_27_percentage,inhabitants_age_27_45_percentage,inhabitants_age_45_55_percentage,inhabitants_age_55_65_percentage,inhabitants_age_above_65_percentage,inhabitants_female_percentage,inhabitants_foreigners_percentage
01011101,01,01,11,01,3384,178,120,38,493,1086,359,383,727,1633,1417,100.0,5.260047281323877,3.546099290780142,1.1229314420803782,14.56855791962175,32.09219858156028,10.608747044917259,11.317966903073286,21.483451536643024,48.2565011820331,41.87352245862884
01011102,01,01,11,02,196,3,3,3,30,58,39,38,22,69,67,100.0,1.530612244897959,1.530612244897959,1.530612244897959,15.306122448979592,29.591836734693878,19.897959183673468,19.387755102040817,11.224489795918368,35.204081632653065,34.183673469387756
01011103,01,01,11,03,5038,243,325,109,589,1459,645,742,926,2340,1751,100.0,4.82334259626836,6.450972608177849,2.163556967050417,11.691147280666932,28.959904724096862,12.802699483922192,14.728066693132194,18.38030964668519,46.44700277888051,34.75585549821358
01011104,01,01,11,04,4759,261,394,143,851,1689,601,457,363,2133,1901,100.0,5.484345450724942,8.279050220634588,3.0048329480983402,17.881907963857955,35.4906492960706,12.628703509140577,9.602857743223367,7.627652868249632,44.820340407648665,39.94536667367094
01011105,01,01,11,05,1421,83,87,15,132,475,226,180,223,650,654,100.0,5.840957072484166,6.122448979591836,1.0555946516537649,9.289232934553132,33.42716396903589,15.904292751583393,12.66713581984518,15.69317382125264,45.74243490499648,46.02392681210416
01011201,01,01,12,01,2405,119,149,59,299,714,320,364,381,1138,986,100.0,4.9480249480249485,6.1954261954261955,2.4532224532224536,12.432432432432433,29.68814968814969,13.305613305613306,15.135135135135137,15.841995841995843,47.31808731808732,40.997920997921
01011202,01,01,12,02,632,27,27,24,39,220,105,90,100,286,231,100.0,4.272151898734177,4.272151898734177,3.79746835443038,6.170886075949367,34.810126582278485,16.61392405063291,14.240506329113925,15.822784810126583,45.25316455696203,36.550632911392405
01011203,01,01,12,03,1115,59,53,12,101,391,191,139,169,521,408,100.0,5.291479820627803,4.753363228699552,1.0762331838565022,9.058295964125561,35.06726457399103,17.130044843049326,12.466367713004484,15.156950672645738,46.72645739910314,36.591928251121075
01011204,01,01,12,04,8279,478,411,105,740,2861,1093,959,1632,4068,2757,100.0,5.7736441599226955,4.964367677255707,1.2682691146273704,8.938277569754801,34.55731368522768,13.202077545597293,11.583524580263317,19.71252566735113,49.13636912670613,33.301123324072954
01011301,01,01,13,01,6919,464,403,85,630,3062,1017,607,651,3332,2113,100.0,6.706171412053765,5.824541118658766,1.2285012285012284,9.105362046538518,44.25495013730308,14.698655875126462,8.772944067061713,9.408874114756467,48.157248157248155,30.5390952449776
