id,district_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
01,01,100.0,64444.00000000001,5356.0,3524.0,6283.0,2517.0,3622.0,3536.9999999999995,13540.0,8216.0,4301.0,2312.0,12205.0,2643.0,3940.9999999999995,15499.0,6673.0,2987.0,1060.0,74800.0,36826.0,1785.0000000000002,26195.999999999996,6584.999999999999,5683.0,2789.0,4735.0,11291.0
02,02,100.0,41087.0,4665.0,1798.0,5752.0,2160.0,3363.0000000000005,3825.0,5598.0,2425.0,1867.0000000000002,1229.0,5099.0,1180.0,1501.0,7209.999999999999,2861.0,1294.0,617.0,43770.0,27187.0,1021.0000000000001,11533.0,2677.0,2764.0,2797.0,4506.0,8197.0
03,03,100.0,37822.0,3696.0,1331.0,4474.0,2171.0,2638.0,3171.0,7456.999999999999,1907.0,1707.9999999999998,717.0,3133.0,567.0,906.0,10875.0,4587.0,1763.0,1223.0,16440.0,2810.0,877.0,7270.999999999999,401.99999999999994,2845.0,2265.0,4044.0,1637.0
04,04,100.0,49821.0,4156.0,2808.0,5137.0,2489.0,2414.0,3113.0,12650.0,2665.0,2979.0,2347.0,9010.0,1490.0,3129.0,18353.0,6851.000000000001,4385.0,891.0,35812.0,12391.0,4254.0,13232.0,1977.0,3051.0,1659.0,4611.0,7419.0
05,05,100.0,27513.0,525.0,802.9999999999999,1513.0,624.0,484.0,984.0,12415.0,3169.0,2571.0,1648.9999999999998,7603.0,1651.0000000000002,2590.0,11966.0,5218.0,1442.0,2769.0,34414.0,13371.0,1793.0,11590.0,1789.9999999999998,4029.9999999999995,877.0,530.0,5738.0
06,06,100.0,29624.0,1723.0,1855.9999999999998,2409.0,1736.0,1144.0,1821.0,9664.0,1262.0,1476.0,1705.9999999999998,5996.0,1227.0,1796.0,8383.0,3419.0,1684.0,758.0,21249.0,7261.0,2527.0,7231.999999999999,961.0,2286.0,614.0,4649.0,4271.0
07,07,100.0,41985.0,2740.0,2494.0,4040.0,1630.0,1655.0,2030.0,13563.0,2709.0,2280.0,2938.0,10302.0,1843.0,3386.9999999999995,11769.0,4683.0,2322.0,1469.0,45863.0,22650.0,1645.0,15638.0,3453.0,4597.0,890.0,2952.0,9488.0
08,08,100.0,43368.0,2841.0,2091.0,4202.0,1560.0,1901.0000000000002,2489.0,13066.999999999998,3927.0000000000005,3521.0,1954.0,13241.999999999998,2268.0,5014.0,5821.0,2112.0,950.0,919.9999999999999,65665.0,36752.0,925.0,22957.0,8444.0,3933.0,949.0,2487.0,13737.0
09,09,100.0,16547.0,715.0,563.0,1114.0,648.0,603.0,701.0,5496.0,1537.0,1480.0,403.0,2686.0,595.0,935.0,6035.0,2289.0,889.0,1057.0,11312.0,2515.0,393.0,4999.0,462.0,2007.9999999999998,1212.0,637.0,1290.0
10,10,100.0,13680.000000000002,216.0,388.0,382.0,176.0,229.99999999999997,178.0,5352.0,1337.0,2200.0,224.00000000000003,2206.0,339.0,843.0,19547.0,8357.0,1655.9999999999998,5622.0,16634.0,1156.0,375.0,5375.0,173.0,2508.0,4613.0,195.0,893.0
11,11,100.0,19181.0,604.0,546.0,1151.0,468.0,659.0,556.0,6274.0,2404.0,1976.0000000000002,633.0,5727.0,1201.0,2064.0,17350.0,7448.0,1776.0000000000002,3945.0000000000005,21802.0,1882.9999999999998,648.0,9498.0,346.0,4503.0,8612.0,587.0,1461.0
12,12,100.0,27263.0,1402.0,1316.0,2014.9999999999998,727.0,605.0,662.0,11012.0,3126.0,1935.0000000000002,1510.0,7506.999999999999,1568.0,2462.0,7412.0,3261.9999999999995,993.0,1214.0,34632.0,16676.0,1089.0,10813.0,1944.0000000000002,2973.0,999.0,796.0,6514.0
