id,district_id,forecast_area_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
0101,01,01,115923,53112,79655,62811,16844,36268,100.0,45.8166196527005,68.71371513849711,54.183380347299504,14.530334791197605,31.286284861502896
0102,01,02,85364,43341,58122,42023,16099,27242,100.0,50.77198819174359,68.08724989456914,49.228011808256404,18.859238086312732,31.91275010543086
0103,01,03,78027,49374,48800,28653,20147,29227,100.0,63.27809604367719,62.54245325336102,36.72190395632281,25.820549297038202,37.45754674663899
0104,01,04,104143,58440,65810,45703,20107,38333,100.0,56.11514936193503,63.191957212678716,43.88485063806497,19.30710657461375,36.80804278732128
0201,02,01,40904,28410,26147,12494,13653,14757,100.0,69.4553099941326,63.92284373166438,30.5446900058674,33.37815372579699,36.077156268335614
0202,02,02,65900,28505,48289,37395,10894,17611,100.0,43.25493171471927,73.27617602427921,56.74506828528073,16.531107738998482,26.72382397572079
0203,02,03,48562,26063,32209,22499,9710,16353,100.0,53.66953585107698,66.32552201309666,46.33046414892303,19.995057864173635,33.67447798690334
0204,02,04,49269,16293,38579,32976,5603,10690,100.0,33.06947573524934,78.30278674217054,66.93052426475066,11.372262477419879,21.697213257829468
0205,02,05,84485,27383,65006,57102,7904,19479,100.0,32.41167071077706,76.94383618393798,67.58832928922294,9.355506894715038,23.05616381606202
0301,03,01,16706,3048,14470,13658,812,2236,100.0,18.244941937028614,86.61558721417455,81.75505806297139,4.860529151203161,13.384412785825454
0302,03,02,47044,6865,43448,40179,3269,3596,100.0,14.59272170733781,92.35609216903325,85.4072782926622,6.948813876371057,7.6439078309667545
0303,03,03,35241,4654,32619,30587,2032,2622,100.0,13.206208677392809,92.55980250276666,86.79379132260719,5.766011180159474,7.440197497233337
0304,03,04,89305,14713,81147,74592,6555,8158,100.0,16.475001399697664,90.86501315715806,83.52499860030234,7.340014556855719,9.134986842841947
0305,03,05,53951,9725,47465,44226,3239,6486,100.0,18.02561583659246,87.97798001890604,81.97438416340754,6.003595855498508,12.022019981093955
0306,03,06,103952,29502,83989,74450,9539,19963,100.0,28.38040634138833,80.79594428197629,71.61959365861166,9.176350623364629,19.204055718023703
0307,03,07,60840,19736,47652,41104,6548,13188,100.0,32.439184746877054,78.32347140039447,67.56081525312294,10.762656147271532,21.676528599605525
0401,04,01,19478,9741,14128,9737,4391,5350,100.0,50.01026799466064,72.53311428278057,49.989732005339356,22.543382277441214,27.466885717219427
0402,04,02,41777,14082,33017,27695,5322,8760,100.0,33.707542427651575,79.03152452306294,66.29245757234841,12.73906695071451,20.96847547693707
0403,04,03,145503,67140,104316,78363,25953,41187,100.0,46.1433784870415,71.69336714706913,53.85662151295849,17.83674563411064,28.306632852930868
0404,04,04,52968,17570,43393,35398,7995,9575,100.0,33.170971152393896,81.92304787796405,66.8290288476061,15.094019030357952,18.076952122035948
0405,04,05,81529,34166,61175,47363,13812,20354,100.0,41.90656085564646,75.03465024715132,58.09343914435354,16.941211102797777,24.965349752848677
0406,04,06,72,24,54,48,6,18,100.0,33.33333333333333,75.0,66.66666666666666,8.333333333333332,25.0
0501,05,01,104210,40542,81786,63668,18118,22424,100.0,38.90413587947414,78.48191152480568,61.09586412052587,17.386047404279818,21.518088475194318
0502,05,02,90691,31674,73328,59017,14311,17363,100.0,34.92518552006263,80.85477059465657,65.07481447993737,15.779956114719212,19.145229405343418
0503,05,03,28302,12800,22081,15502,6579,6221,100.0,45.22648576072362,78.01922125644832,54.77351423927638,23.24570701717193,21.980778743551692
0504,05,04,19877,3595,18381,16282,2099,1496,100.0,18.086230316446144,92.47371333702269,81.91376968355387,10.559943653468833,7.526286662977311
0601,06,01,75320,23679,63021,51641,11380,12299,100.0,31.437865108868827,83.67100371747212,68.56213489113118,15.108868826340945,16.32899628252788
0602,06,02,78703,21735,67656,56968,10688,11047,100.0,27.616482217958655,85.96368626354777,72.38351778204134,13.580168481506421,14.036313736452232
