id,district_id,forecast_area_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
0101,01,01,100.0,19625.0,2347.0,809.0,2246.0,1171.0,1632.0,1700.0,2554.0,1199.0,857.0,405.99999999999994,1761.0,267.0,483.0,6730.0,3154.0,1259.0,351.0,10570.0,2948.0,632.0,4816.0,474.0,1191.0,1807.9999999999998,2698.0,1565.0
0102,01,02,100.0,14094.999999999998,1136.0,708.0,1454.0,518.0,767.0,702.0,3345.0000000000005,1414.0,1016.0,627.0,2849.0,520.0,968.0,3313.0000000000005,1272.0,776.0,193.0,15375.0,6448.0,548.0,6278.0,1764.9999999999998,1367.0,349.0,815.0,2531.0
0103,01,03,100.0,12369.0,663.0,902.9999999999999,1049.0,336.0,519.0,448.00000000000006,3005.0,2145.0,1068.0,568.0,3504.0,825.0,1185.0,2725.0,1147.0,480.99999999999994,315.0,24336.0,14338.999999999998,198.0,7209.0,2288.0,1459.0,227.0,518.0,3665.9999999999995
0104,01,04,100.0,18355.0,1210.0,1104.0,1534.0,492.0,704.0,687.0,4636.0,3458.0,1360.0,711.0,4090.9999999999995,1031.0,1305.0,2731.0,1100.0,471.0,200.99999999999997,24519.0,13091.0,407.0,7893.000000000001,2058.0,1666.0,405.0,704.0,3529.0
0201,02,01,100.0,4354.0,333.0,330.0,527.0,182.0,247.00000000000003,225.0,885.0,584.0,183.0,190.0,944.9999999999999,295.0,266.0,1547.0,556.0,291.0,89.0,16172.999999999998,10735.0,308.0,4233.0,1295.0,758.0,158.0,364.0,3357.0
0202,02,02,100.0,10585.0,1268.0,517.0,1513.0,599.0,834.0,1077.0,1419.0,548.0,446.0,495.0,1404.0,250.0,405.0,1024.0,457.0,163.0,61.0,8896.0,5197.0,280.0,2773.0,906.0,583.0,98.0,1520.0,1581.0
0203,02,03,100.0,7263.0,908.0,356.0,1066.0,438.99999999999994,621.0,805.0000000000001,721.0,454.0,204.99999999999997,159.0,737.0,184.0,222.00000000000003,548.0,183.0,92.0,44.0,11883.0,9704.0,165.0,1508.0,321.0,333.0,42.0,868.0,2186.0
0204,02,04,100.0,5891.0,505.0,191.0,674.0,261.0,470.0,457.0,982.0,424.0,483.0,137.0,852.0,165.0,268.0,1867.0000000000002,816.0,317.0,178.0,3057.0,739.0,124.0,1249.0,69.0,417.0,1511.0,432.0,471.0
0205,02,05,100.0,12994.0,1651.0000000000002,404.0,1972.0,679.0,1191.0,1261.0,1591.0,415.00000000000006,550.0,248.0,1161.0,286.0,340.0,2224.0,849.0,430.99999999999994,245.00000000000003,3761.0,811.9999999999999,144.0,1770.0,86.0,673.0,988.0000000000001,1322.0,602.0
0301,03,01,100.0,865.0,24.0,19.0,51.0,25.0,21.0,21.0,382.0,78.0,40.0,18.0,135.0,33.0,28.000000000000004,541.0,249.00000000000003,80.0,56.99999999999999,1233.0,75.0,60.0,573.0,19.0,218.00000000000003,87.0,27.0,18.0
0302,03,02,100.0,2496.0,128.0,144.0,139.0,124.0,96.0,112.00000000000001,855.0000000000001,191.0,172.0,63.0,283.0,60.0,70.0,1330.0,571.0,179.0,202.99999999999997,1729.0,382.0,65.0,702.0,42.0,295.0,96.0,213.0,197.0
0303,03,03,100.0,1403.0,78.0,46.0,54.0,72.0,42.0,39.0,603.0,120.0,56.00000000000001,19.0,160.0,15.0,54.0,864.0,340.0,90.0,193.0,1691.0,148.0,46.0,789.0,25.0,337.0,106.0,65.0,91.0
0304,03,04,100.0,6383.0,523.0,162.0,607.0,332.0,329.0,438.0,1784.0,359.0,301.0,155.0,600.0,103.0,175.0,2143.0,826.0,391.0,270.0,3033.0,728.0,173.0,1107.0,113.99999999999999,352.0,219.0,417.0,382.0
0305,03,05,100.0,3913.0000000000005,262.0,156.0,405.99999999999994,165.0,190.0,202.0,975.0,286.0,328.0,132.0,618.0,127.0,211.0,1377.0,568.0,216.0,161.0,2201.0,231.99999999999997,105.0,1128.0,28.000000000000004,527.0,379.0,216.0,170.0
0306,03,06,100.0,13394.0,1523.0,455.0,1950.0,834.0,1134.0,1270.0,1825.0,569.0,518.0,204.0,877.9999999999999,150.0,263.0,2835.0,1210.0,473.00000000000006,225.0,4395.0,737.0,263.0,2077.0,112.99999999999999,826.0,973.0,1528.0,497.0
