id,district_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_age_below_6_percentage,inhabitants_age_6_15_percentage,inhabitants_age_15_18_percentage,inhabitants_age_18_27_percentage,inhabitants_age_27_45_percentage,inhabitants_age_45_55_percentage,inhabitants_age_55_65_percentage,inhabitants_age_above_65_percentage,inhabitants_female_percentage,inhabitants_foreigners_percentage
01,01,383457,23245,27565,8127,51098,135580,50032,38956,48854,184337,131070,100.0,6.061957403307281,7.188550476324594,2.119403218613821,13.325614084499696,35.357289083260966,13.047616812315333,10.159157350107053,12.740411571571258,48.072404467776046,34.18114677786557
02,02,289120,18328,20148,5615,31582,118270,38713,27492,28972,140581,78890,100.0,6.33923630326508,6.968732706142779,1.9421001660210293,10.923491975650249,40.90688987271721,13.389941892639733,9.508854454897621,10.020752628666298,48.62375484228002,27.286247924737133
03,03,407039,27585,34965,8922,32368,134070,65373,43115,60641,207140,56249,100.0,6.77699188529846,8.590085962278799,2.191927554853466,7.95206356147691,32.937875731809484,16.06062318352787,10.592351101491504,14.89808101926351,50.88947250754842,13.819068934426431
04,04,341327,16262,21303,6929,33827,87347,49156,46801,79702,175892,85244,100.0,4.764346213455132,6.241229085305293,2.0300181351021163,9.910437791326206,25.590416228426115,14.401439089201851,13.711484881067129,23.350628576116158,51.53181553173349,24.9742915151746
05,05,243080,14905,20880,6626,24789,56431,33863,32201,53385,124167,47504,100.0,6.131726180681257,8.589764686522955,2.7258515714990947,10.197877242060226,23.214990949481653,13.930804673358566,13.247079150896823,21.961905545499423,51.08071416817509,19.542537436234987
06,06,308077,15723,24228,8085,28603,64338,45869,41788,79443,162354,44797,100.0,5.103594231312302,7.864267699308939,2.6243439140214946,9.284367219883341,20.883740103935054,14.888810264966226,13.564141432174424,25.78673513439822,52.699162871619755,14.54084530815348
07,07,351429,19740,25516,8165,35223,91125,50964,47164,73532,179099,71547,100.0,5.617066320650829,7.260641552063148,2.3233711503603858,10.022792655130909,25.92984642701655,14.5019335342274,13.42063403987719,20.923714320673593,50.963067931217964,20.358877611124864
08,08,330786,20397,25369,7913,34685,103137,43376,38017,57892,165806,84710,100.0,6.166222270591863,7.669308858295092,2.3921810475654954,10.48563119358135,31.179372766682988,13.113009619512313,11.492928963136286,17.50134528063461,50.12485413530198,25.60870169837901
09,09,269775,16450,19501,5690,22313,73362,37752,34801,59906,137485,25251,100.0,6.097673987582245,7.228616439625614,2.1091650449448616,8.270966546195904,27.193772588268,13.99388379204893,12.900009266981744,22.2059123343527,50.962839403206374,9.360022240756185
10,10,268739,17198,23132,6403,21142,68016,34166,44860,53822,135381,28322,100.0,6.399517747703162,8.607608125355828,2.3826091486535264,7.867112700426808,25.309314985915705,12.713450597047693,16.692776262470275,20.027610432427,50.37638749865111,10.538849962231012
11,11,290493,19224,22104,5977,27494,87641,34450,36831,56772,146002,47671,100.0,6.617715401059578,7.609133438671501,2.0575366704189086,9.464599835452145,30.169745914703622,11.859149790184272,12.678790883084961,19.54332806642501,50.26007511368604,16.410378219096504
12,12,264826,15554,21895,7220,26011,58470,37563,35649,62464,134656,47217,100.0,5.873290386895547,8.267692749201363,2.7263184128446603,9.821920808379842,22.078647866901285,14.184030268931297,13.461291565027603,23.586807941818403,50.846971218838036,17.82944272843301
