id,district_id,forecast_area_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_age_below_6_percentage,inhabitants_age_6_15_percentage,inhabitants_age_15_18_percentage,inhabitants_age_18_27_percentage,inhabitants_age_27_45_percentage,inhabitants_age_45_55_percentage,inhabitants_age_55_65_percentage,inhabitants_age_above_65_percentage,inhabitants_female_percentage,inhabitants_foreigners_percentage
0101,01,01,115923,6834,7425,1886,11957,44013,16697,11523,15588,56390,36268,100.0,5.8952925648922125,6.405113739292462,1.6269420218593376,10.314605384608749,37.96744390673119,14.403526478783329,9.94021893843327,13.446856965399444,48.64435875538073,31.286284861502896
0102,01,02,85364,4714,5564,1663,12561,29464,10900,9434,11064,40733,27242,100.0,5.522234197085423,6.517970104493697,1.9481280164940724,14.714633803476875,34.515720912796965,12.768848695000234,11.05149711822314,12.960967152429594,47.71683613701326,31.91275010543086
0103,01,03,78027,5609,7380,2275,11339,25645,9631,7293,8855,37505,29227,100.0,7.188537301190613,9.45826444692222,2.915657400643367,14.532149127865996,32.86682814923039,12.34316326399836,9.346764581491023,11.348635728658028,48.066694862034936,37.45754674663899
0104,01,04,104143,6088,7196,2303,15241,36458,12804,10706,13347,49709,38333,100.0,5.845808167615682,6.9097298906311515,2.2113824260872073,14.634685000432098,35.007633734384456,12.294633340695006,10.280095637728891,12.816031802425512,47.7314845932996,36.80804278732128
0201,02,01,40904,2614,4078,1348,5535,12452,5691,4190,4996,19947,14757,100.0,6.390573049090554,9.969685116370037,3.295521220418541,13.531683942890671,30.442010561314298,13.91306473694504,10.243496968511637,12.21396440445922,48.76540191668297,36.077156268335614
0202,02,02,65900,4134,4602,1291,6937,24359,9698,8072,6807,32392,17611,100.0,6.273141122913506,6.983308042488619,1.9590288315629742,10.526555386949925,36.96358118361153,14.716236722306524,12.24886191198786,10.329286798179059,49.153262518968134,26.72382397572079
0203,02,03,48562,2723,3424,1067,5138,18814,7327,5422,4647,23300,16353,100.0,5.607264939664758,7.0507804456159135,2.1971912194720153,10.580289114945844,38.74222643218978,15.0879288332441,11.165108521065854,9.569210493801739,47.97990198097278,33.67447798690334
0204,02,04,49269,2974,2965,741,5129,18758,5780,4622,8300,24697,10690,100.0,6.036249974629078,6.01798291014634,1.503988309078731,10.410197081329029,38.07262172968804,11.731514745580384,9.381152448801478,16.84629280074692,50.126854614463454,21.697213257829468
0205,02,05,84485,5883,5079,1168,8843,43887,10217,5186,4222,40245,19479,100.0,6.963366278037521,6.011718056459727,1.3824939338344084,10.466946795289104,51.946499378587916,12.093270994851157,6.138367757590105,4.997336805350063,47.635674971888506,23.05616381606202
0301,03,01,16706,1211,1430,398,1414,4492,1942,1977,3842,8450,2236,100.0,7.248892613432299,8.559798874655812,2.382377588890219,8.46402490123309,26.888543038429308,11.624566024182927,11.834071591045134,22.99772536813121,50.58062971387526,13.384412785825454
0302,03,02,47044,3209,4614,1303,3302,11586,8141,6586,8303,24044,3596,100.0,6.821273701215882,9.807839469432873,2.769747470453193,7.018960972706402,24.628007822464077,17.305076098971174,13.999659892866253,17.649434571890147,51.109599523850015,7.6439078309667545
0303,03,03,35241,2254,3156,963,2511,7942,5763,5449,7203,17794,2622,100.0,6.3959592520076045,8.955477994381544,2.7326125819358134,7.12522346130927,22.53625039017054,16.35311143270622,15.462103799551658,20.439261087937346,50.49232428137681,7.440197497233337
0304,03,04,89305,5944,7996,2169,6524,26386,14129,10127,16030,46765,8158,100.0,6.65584233805498,8.95358602541851,2.4287553888360116,7.305302054756173,29.54593807737529,15.8210626504675,11.33979060522927,17.94972285986227,52.365489054364254,9.134986842841947
0305,03,05,53951,3818,4509,1053,4368,17613,7889,5881,8820,27525,6486,100.0,7.076791903764527,8.357583733387704,1.951771051509703,8.09623547292914,32.64629015217512,14.622527849344777,10.900632055012881,16.348167781876146,51.01851680228356,12.022019981093955
0306,03,06,103952,6670,7638,1740,9281,42041,16239,8158,12185,52348,19963,100.0,6.416422964445129,7.347621979375097,1.673849468985686,8.928159150377098,40.44270432507311,15.62163306141296,7.8478528551639215,11.721756195167,50.357857472679704,19.204055718023703
0307,03,07,60840,4479,5622,1296,4968,24010,11270,4937,4258,30214,13188,100.0,7.3619329388560155,9.240631163708086,2.130177514792899,8.165680473372781,39.46416831032216,18.523997370151214,8.114727153188692,6.998685075608152,49.661406969099275,21.676528599605525
0401,04,01,19478,1155,1531,468,1976,4847,2673,2433,4395,10066,5350,100.0,5.929766916521204,7.860149912722044,2.4027107505904097,10.144778724715064,24.884485060067767,13.723174863949069,12.491015504671937,22.5639182667625,51.678817127015094,27.466885717219427
0402,04,02,41777,1781,2751,918,4559,8965,5771,5381,11651,21541,8760,100.0,4.2631112813270455,6.584963017928526,2.197381334226967,10.912703162026952,21.459176101682743,13.81382100198674,12.880292984177895,27.88855111664313,51.56186418364172,20.96847547693707
0403,04,03,145503,7113,8394,2766,15200,41293,21016,20110,29611,74040,41187,100.0,4.88855899878353,5.768953217459434,1.9009917321292344,10.446520003023993,28.379483584530902,14.443688446286332,13.821020872421874,20.3507831453647,50.88554875157213,28.306632852930868
0404,04,04,52968,2403,3672,1152,4179,10766,7876,7465,15455,28363,9575,100.0,4.536701404621659,6.932487539646578,2.174898051653829,7.889669234254644,20.325479534813475,14.86935508231385,14.09341489201027,29.177994260685697,53.547424860293006,18.076952122035948
0405,04,05,81529,3807,4955,1625,7898,21470,11810,11399,18565,41858,20354,100.0,4.6695041028345745,6.077592022470532,1.993155809589226,9.687350513314282,26.334187835003497,14.48564314538385,13.98152804523544,22.771038526168603,51.34124054017589,24.965349752848677
0406,04,06,72,3,0,0,15,6,10,13,25,24,18,100.0,4.166666666666666,0.0,0.0,20.833333333333336,8.333333333333332,13.88888888888889,18.055555555555554,34.72222222222222,33.33333333333333,25.0
0501,05,01,104210,6559,8549,2774,10982,25592,14141,13646,21967,53269,22424,100.0,6.294021686978217,8.203627291046924,2.661932636023414,10.538336052202284,24.558103828807216,13.569714998560597,13.094712599558584,21.07955090682276,51.11697533825929,21.518088475194318
0502,05,02,90691,5481,7858,2464,9347,20343,12632,11987,20579,46422,17363,100.0,6.043598593024666,8.664586342635983,2.7169178860085346,10.306425113848123,22.431112238259583,13.928614746777521,13.21740856314298,22.69133651630261,51.18699760725982,19.145229405343418
