district,forecast_area,district_region,planning_area,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners
1,1,11,1,3389,157.0,154.0,36.0,446.0,1135.0,345.0,403.0,713.0,1631.0,1336.0
1,1,11,2,194,0.0,7.0,3.0,20.0,65.0,24.0,45.0,30.0,77.0,60.0
1,1,11,3,5121,242.0,321.0,111.0,545.0,1515.0,657.0,749.0,981.0,2377.0,1797.0
1,1,11,4,4550,251.0,394.0,112.0,767.0,1585.0,575.0,488.0,378.0,2037.0,1753.0
1,1,11,5,1559,103.0,73.0,33.0,150.0,554.0,233.0,192.0,221.0,691.0,795.0
1,1,12,1,2394,124.0,129.0,46.0,294.0,724.0,329.0,335.0,413.0,1152.0,997.0
1,1,12,2,628,33.0,30.0,15.0,47.0,218.0,112.0,82.0,91.0,294.0,218.0
1,1,12,3,1126,75.0,72.0,6.0,112.0,378.0,162.0,162.0,159.0,521.0,387.0
1,1,12,4,8370,499.0,435.0,117.0,702.0,2931.0,1031.0,1011.0,1644.0,4096.0,2825.0
1,1,13,1,6807,435.0,405.0,96.0,655.0,2887.0,1008.0,648.0,673.0,3261.0,2065.0
1,1,13,2,12301,714.0,971.0,315.0,1003.0,4687.0,2190.0,1381.0,1040.0,5948.0,3210.0
1,1,13,3,9849,477.0,503.0,132.0,1133.0,3857.0,1219.0,1008.0,1520.0,4662.0,3380.0
1,1,13,4,8743,495.0,595.0,182.0,832.0,2313.0,879.0,958.0,2489.0,4625.0,2390.0
1,1,13,5,8985,525.0,423.0,118.0,765.0,3206.0,1048.0,977.0,1923.0,4409.0,2565.0
1,1,13,6,10701,629.0,557.0,123.0,1431.0,3808.0,1326.0,1192.0,1635.0,5272.0,3234.0
1,1,14,1,17788,1260.0,1459.0,332.0,1618.0,7686.0,2915.0,1508.0,1010.0,8754.0,5446.0
1,1,14,2,13412,978.0,1148.0,234.0,991.0,5861.0,2355.0,1001.0,844.0,6670.0,3564.0
1,2,21,1,3478,186.0,223.0,62.0,521.0,1398.0,381.0,410.0,297.0,1574.0,1284.0
1,2,21,2,6814,354.0,421.0,138.0,1210.0,2619.0,788.0,687.0,597.0,3117.0,2959.0
1,2,21,3,269,25.0,48.0,21.0,31.0,78.0,30.0,23.0,13.0,125.0,159.0
1,2,21,4,18606,1019.0,1145.0,345.0,2508.0,6937.0,2214.0,2163.0,2275.0,8765.0,6092.0
1,2,21,5,5209,322.0,353.0,123.0,807.0,1892.0,618.0,536.0,558.0,2414.0,1868.0
1,2,21,6,11283,577.0,696.0,230.0,1185.0,3401.0,1517.0,1644.0,2033.0,5717.0,2226.0
1,2,22,1,10846,670.0,692.0,208.0,1549.0,4330.0,1324.0,1062.0,1011.0,5074.0,3299.0
1,2,22,2,4183,344.0,256.0,67.0,583.0,2098.0,375.0,226.0,234.0,1959.0,1750.0
1,2,22,3,7017,449.0,646.0,179.0,919.0,2260.0,818.0,710.0,1036.0,3422.0,2375.0
1,2,22,4,5973,350.0,366.0,105.0,611.0,2004.0,806.0,729.0,1002.0,2948.0,1540.0
1,2,22,5,3286,266.0,347.0,115.0,389.0,869.0,337.0,411.0,552.0,1609.0,1078.0
1,2,22,6,3061,119.0,192.0,78.0,282.0,1029.0,460.0,386.0,515.0,1444.0,710.0
1,2,22,7,5669,203.0,216.0,85.0,972.0,1617.0,648.0,675.0,1253.0,2739.0,1899.0
1,3,31,1,26420,1947.0,2549.0,782.0,3716.0,9009.0,3096.0,2546.0,2775.0,12588.0,10865.0
1,3,31,2,11654,766.0,997.0,315.0,1752.0,4013.0,1515.0,1110.0,1186.0,5596.0,4381.0
