district,forecast_area,district_region,planning_area,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
1,1,11,1,2023,137.0,133.0,33.0,336.0,826.0,181.0,197.0,180.0,971.0,1336.0
1,1,11,2,76,0.0,4.0,3.0,10.0,41.0,8.0,10.0,0.0,27.0,60.0
1,1,11,3,2969,197.0,255.0,95.0,344.0,978.0,389.0,351.0,360.0,1407.0,1797.0
1,1,11,4,2940,182.0,324.0,94.0,520.0,1059.0,337.0,223.0,201.0,1351.0,1753.0
1,1,11,5,1051,81.0,70.0,21.0,117.0,428.0,164.0,99.0,71.0,482.0,795.0
1,1,12,1,1456,106.0,116.0,31.0,216.0,546.0,199.0,124.0,118.0,691.0,997.0
1,1,12,2,302,27.0,20.0,15.0,16.0,139.0,52.0,15.0,18.0,151.0,218.0
1,1,12,3,599,56.0,53.0,6.0,63.0,246.0,80.0,49.0,46.0,289.0,387.0
1,1,12,4,4283,391.0,369.0,96.0,433.0,1805.0,479.0,362.0,348.0,2152.0,2825.0
1,1,13,1,2936,244.0,198.0,54.0,331.0,1468.0,348.0,170.0,123.0,1414.0,2065.0
1,1,13,2,4929,414.0,490.0,134.0,447.0,2310.0,630.0,300.0,204.0,2427.0,3210.0
1,1,13,3,4725,331.0,349.0,96.0,655.0,2309.0,508.0,280.0,197.0,2256.0,3380.0
1,1,13,4,3840,387.0,433.0,146.0,526.0,1357.0,417.0,289.0,285.0,1959.0,2390.0
1,1,13,5,3877,371.0,275.0,78.0,400.0,1798.0,476.0,232.0,247.0,1813.0,2565.0
1,1,13,6,4844,377.0,348.0,71.0,1054.0,2032.0,490.0,251.0,221.0,2409.0,3234.0
1,1,14,1,7816,724.0,758.0,165.0,832.0,3949.0,896.0,306.0,186.0,3933.0,5446.0
1,1,14,2,5391,539.0,513.0,78.0,473.0,2775.0,659.0,193.0,161.0,2706.0,3564.0
1,2,21,1,1897,132.0,190.0,50.0,267.0,750.0,218.0,167.0,123.0,847.0,1284.0
1,2,21,2,4286,291.0,368.0,105.0,713.0,1586.0,559.0,370.0,294.0,1988.0,2959.0
1,2,21,3,219,22.0,45.0,21.0,31.0,62.0,21.0,11.0,6.0,109.0,159.0
1,2,21,4,9395,638.0,841.0,251.0,1303.0,3448.0,1188.0,887.0,839.0,4341.0,6092.0
1,2,21,5,3047,235.0,305.0,102.0,457.0,1063.0,419.0,212.0,254.0,1395.0,1868.0
1,2,21,6,3985,303.0,360.0,111.0,435.0,1524.0,463.0,384.0,405.0,1983.0,2226.0
1,2,22,1,5448,413.0,503.0,160.0,764.0,2072.0,699.0,447.0,390.0,2568.0,3299.0
1,2,22,2,2741,263.0,232.0,54.0,348.0,1391.0,220.0,110.0,123.0,1282.0,1750.0
1,2,22,3,4203,347.0,541.0,152.0,493.0,1334.0,533.0,348.0,455.0,2063.0,2375.0
1,2,22,4,2578,192.0,212.0,76.0,290.0,1034.0,340.0,231.0,203.0,1219.0,1540.0
1,2,22,5,2103,224.0,305.0,91.0,239.0,596.0,214.0,205.0,229.0,1027.0,1078.0
1,2,22,6,1304,91.0,126.0,45.0,134.0,501.0,157.0,122.0,128.0,632.0,710.0
1,2,22,7,2680,125.0,126.0,49.0,685.0,1028.0,257.0,188.0,222.0,1280.0,1899.0
1,3,31,1,16792,1577.0,2204.0,664.0,2227.0,5540.0,2078.0,1349.0,1153.0,7927.0,10865.0
1,3,31,2,7156,568.0,859.0,275.0,1026.0,2329.0,1000.0,573.0,526.0,3419.0,4381.0
1,3,32,1,9484,973.0,1462.0,427.0,1010.0,2860.0,1175.0,797.0,780.0,4695.0,4355.0
1,3,32,2,6163,545.0,790.0,235.0,861.0,1909.0,697.0,567.0,559.0,3055.0,3120.0
1,3,32,3,9373,727.0,1154.0,404.0,1312.0,3180.0,1238.0,727.0,631.0,4361.0,5810.0
1,4,41,1,10243,811.0,1027.0,332.0,1250.0,3757.0,1334.0,893.0,839.0,4810.0,6429.0
