district,forecast_area,district_region,planning_area,inhabitants,inhabitants_percentage,inhabitants_with_migration_background,inhabitants_with_migration_background_percentage,inhabitants_germans,inhabitants_germans_percentage,inhabitants_germans_without_migration_background,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners,inhabitants_foreigners_percentage
1,1,11,1,3389,100.0,2023.0,59.7,2053.0,60.6,1366.0,40.3,687.0,20.3,1336.0,39.4
1,1,11,2,194,100.0,76.0,39.2,134.0,69.1,118.0,60.8,16.0,8.2,60.0,30.9
1,1,11,3,5121,100.0,2969.0,58.0,3324.0,64.9,2152.0,42.0,1172.0,22.9,1797.0,35.1
1,1,11,4,4550,100.0,2940.0,64.6,2797.0,61.5,1610.0,35.4,1187.0,26.1,1753.0,38.5
1,1,11,5,1559,100.0,1051.0,67.4,764.0,49.0,508.0,32.6,256.0,16.4,795.0,51.0
1,1,12,1,2394,100.0,1456.0,60.8,1397.0,58.4,938.0,39.2,459.0,19.2,997.0,41.6
1,1,12,2,628,100.0,302.0,48.1,410.0,65.3,326.0,51.9,84.0,13.4,218.0,34.7
1,1,12,3,1126,100.0,599.0,53.2,739.0,65.6,527.0,46.8,212.0,18.8,387.0,34.4
1,1,12,4,8370,100.0,4283.0,51.2,5545.0,66.2,4087.0,48.8,1458.0,17.4,2825.0,33.8
1,1,13,1,6807,100.0,2936.0,43.1,4742.0,69.7,3871.0,56.9,871.0,12.8,2065.0,30.3
1,1,13,2,12301,100.0,4929.0,40.1,9091.0,73.9,7372.0,59.9,1719.0,14.0,3210.0,26.1
1,1,13,3,9849,100.0,4725.0,48.0,6469.0,65.7,5124.0,52.0,1345.0,13.7,3380.0,34.3
1,1,13,4,8743,100.0,3840.0,43.9,6353.0,72.7,4903.0,56.1,1450.0,16.6,2390.0,27.3
1,1,13,5,8985,100.0,3877.0,43.1,6420.0,71.5,5108.0,56.9,1312.0,14.6,2565.0,28.5
1,1,13,6,10701,100.0,4844.0,45.3,7467.0,69.8,5857.0,54.7,1610.0,15.0,3234.0,30.2
1,1,14,1,17788,100.0,7816.0,43.9,12342.0,69.4,9972.0,56.1,2370.0,13.3,5446.0,30.6
1,1,14,2,13412,100.0,5391.0,40.2,9848.0,73.4,8021.0,59.8,1827.0,13.6,3564.0,26.6
1,2,21,1,3478,100.0,1897.0,54.5,2194.0,63.1,1581.0,45.5,613.0,17.6,1284.0,36.9
1,2,21,2,6814,100.0,4286.0,62.9,3855.0,56.6,2528.0,37.1,1327.0,19.5,2959.0,43.4
1,2,21,3,269,100.0,219.0,81.4,110.0,40.9,50.0,18.6,60.0,22.3,159.0,59.1
1,2,21,4,18606,100.0,9395.0,50.5,12514.0,67.3,9211.0,49.5,3303.0,17.8,6092.0,32.7
1,2,21,5,5209,100.0,3047.0,58.5,3341.0,64.1,2162.0,41.5,1179.0,22.6,1868.0,35.9
1,2,21,6,11283,100.0,3985.0,35.3,9057.0,80.3,7298.0,64.7,1759.0,15.6,2226.0,19.7
1,2,22,1,10846,100.0,5448.0,50.2,7547.0,69.6,5398.0,49.8,2149.0,19.8,3299.0,30.4
1,2,22,2,4183,100.0,2741.0,65.5,2433.0,58.2,1442.0,34.5,991.0,23.7,1750.0,41.8
1,2,22,3,7017,100.0,4203.0,59.9,4642.0,66.2,2814.0,40.1,1828.0,26.1,2375.0,33.8
1,2,22,4,5973,100.0,2578.0,43.2,4433.0,74.2,3395.0,56.8,1038.0,17.4,1540.0,25.8
1,2,22,5,3286,100.0,2103.0,64.0,2208.0,67.2,1183.0,36.0,1025.0,31.2,1078.0,32.8
1,2,22,6,3061,100.0,1304.0,42.6,2351.0,76.8,1757.0,57.4,594.0,19.4,710.0,23.2
1,2,22,7,5669,100.0,2680.0,47.3,3770.0,66.5,2989.0,52.7,781.0,13.8,1899.0,33.5
1,3,31,1,26420,100.0,16792.0,63.6,15555.0,58.9,9628.0,36.4,5927.0,22.4,10865.0,41.1
1,3,31,2,11654,100.0,7156.0,61.4,7273.0,62.4,4498.0,38.6,2775.0,23.8,4381.0,37.6
1,3,32,1,14241,100.0,9484.0,66.6,9886.0,69.4,4757.0,33.4,5129.0,36.0,4355.0,30.6
1,3,32,2,10402,100.0,6163.0,59.2,7282.0,70.0,4239.0,40.8,3043.0,29.3,3120.0,30.0
1,3,32,3,14529,100.0,9373.0,64.5,8719.0,60.0,5156.0,35.5,3563.0,24.5,5810.0,40.0
1,4,41,1,20582,100.0,10243.0,49.8,14153.0,68.8,10339.0,50.2,3814.0,18.5,6429.0,31.2
1,4,41,2,16473,100.0,7025.0,42.6,12381.0,75.2,9448.0,57.4,2933.0,17.8,4092.0,24.8
1,4,41,3,8721,100.0,4716.0,54.1,5468.0,62.7,4005.0,45.9,1463.0,16.8,3253.0,37.3
1,4,42,1,23734,100.0,16239.0,68.4,13524.0,57.0,7495.0,31.6,6029.0,25.4,10210.0,43.0
1,4,42,2,16819,100.0,9834.0,58.5,10033.0,59.7,6985.0,41.5,3048.0,18.1,6786.0,40.3
1,4,42,3,15731,100.0,9382.0,59.6,9617.0,61.1,6349.0,40.4,3268.0,20.8,6114.0,38.9
2,1,1,1,6428,100.0,4502.0,70.0,3802.0,59.1,1926.0,30.0,1876.0,29.2,2626.0,40.9
2,1,1,2,13833,100.0,9464.0,68.4,9149.0,66.1,4369.0,31.6,4780.0,34.6,4684.0,33.9
2,1,1,3,15234,100.0,10768.0,70.7,9792.0,64.3,4466.0,29.3,5326.0,35.0,5442.0,35.7
2,1,1,4,5065,100.0,3299.0,65.1,3446.0,68.0,1766.0,34.9,1680.0,33.2,1619.0,32.0
2,2,2,1,1931,100.0,775.0,40.1,1493.0,77.3,1156.0,59.9,337.0,17.5,438.0,22.7
2,2,2,2,6062,100.0,2690.0,44.4,4344.0,71.7,3372.0,55.6,972.0,16.0,1718.0,28.3
2,2,2,3,10900,100.0,4399.0,40.4,8194.0,75.2,6501.0,59.6,1693.0,15.5,2706.0,24.8
2,2,2,4,12562,100.0,5472.0,43.6,9096.0,72.4,7090.0,56.4,2006.0,16.0,3466.0,27.6
2,2,2,5,14964,100.0,6276.0,41.9,11234.0,75.1,8688.0,58.1,2546.0,17.0,3730.0,24.9
